"cbsa","geotype","groups","yr","poor20shsig","poor20sh","poor40shsig","poor40sh"
27140,"Metro","Hispanic","0509to1014",0,0.21763,0,0.03834
27140,"Metro","White","00to0509",1,0.09763,0,0.02029
27140,"Metro","White","0509to1014",0,0.02523,0,-0.00263
27140,"Suburb","All","00to0509",0,0.01731,1,0.02943
27140,"Suburb","All","0509to1014",0,0.04638,0,-0.01219
27140,"Suburb","Black","00to0509",0,-0.00956,1,0.03803
27140,"Suburb","Black","0509to1014",0,0.07126,0,0.00551
27140,"Suburb","Hispanic","00to0509",0,-0.00105,0,0.16943
27140,"Suburb","Hispanic","0509to1014",0,0.15473,0,0.02673
27140,"Suburb","White","00to0509",1,0.08252,0,-0.00678
27140,"Suburb","White","0509to1014",0,0.07765,0,0.01043
27260,"City","All","00to0509",1,0.11305,1,0.04884
27260,"City","All","0509to1014",1,0.10946,0,0.01036
27260,"City","Black","00to0509",1,0.08347,1,0.08515
27260,"City","Black","0509to1014",1,0.10395,0,0.01893
27260,"City","Hispanic","00to0509",1,0.2441,0,0.06073
27260,"City","Hispanic","0509to1014",0,0.13368,0,-0.00451
27260,"City","White","00to0509",1,0.15223,0,0.0043
27260,"City","White","0509to1014",1,0.10966,0,0.0177
27260,"Metro","All","00to0509",1,0.0736,1,0.03093
27260,"Metro","All","0509to1014",1,0.10306,0,0.00659
27260,"Metro","Black","00to0509",1,0.06882,1,0.07332
27260,"Metro","Black","0509to1014",1,0.10206,0,0.01992
27260,"Metro","Hispanic","00to0509",1,0.16852,0,0.04551
27260,"Metro","Hispanic","0509to1014",1,0.14479,0,-0.00074
27260,"Metro","White","00to0509",1,0.09317,0,0.00032
27260,"Metro","White","0509to1014",1,0.10885,0,0.00886
27260,"Suburb","All","00to0509",0,0.01277,NA,0
27260,"Suburb","All","0509to1014",1,0.09407,NA,0
27260,"Suburb","Black","00to0509",0,-0.00686,NA,0
27260,"Suburb","Black","0509to1014",0,0.03845,NA,0
27260,"Suburb","Hispanic","00to0509",0,-0.06037,NA,0
27260,"Suburb","Hispanic","0509to1014",1,0.13445,NA,0
27260,"Suburb","White","00to0509",1,0.02413,NA,0
27260,"Suburb","White","0509to1014",1,0.1159,NA,0
28140,"City","All","00to0509",1,0.06991,1,0.14383
28140,"City","All","0509to1014",1,0.10781,1,0.07254
28140,"City","Black","00to0509",0,0.03532,1,0.17957
28140,"City","Black","0509to1014",0,0.07596,1,0.06686
28140,"City","Hispanic","00to0509",0,0.12527,1,0.19912
28140,"City","Hispanic","0509to1014",0,0.071,1,0.09409
28140,"City","White","00to0509",1,0.09848,1,0.08216
28140,"City","White","0509to1014",1,0.14575,1,0.06414
28140,"Metro","All","00to0509",1,0.04726,1,0.08005
28140,"Metro","All","0509to1014",1,0.10426,1,0.03108
28140,"Metro","Black","00to0509",0,0.00933,1,0.14734
28140,"Metro","Black","0509to1014",1,0.07498,1,0.04691
28140,"Metro","Hispanic","00to0509",0,0.08179,1,0.13595
28140,"Metro","Hispanic","0509to1014",0,0.05677,1,0.05112
28140,"Metro","White","00to0509",1,0.0671,1,0.03547
28140,"Metro","White","0509to1014",1,0.12168,1,0.01672
28140,"Suburb","All","00to0509",1,0.07569,1,0.01555
28140,"Suburb","All","0509to1014",1,0.13765,0,0.00326
28140,"Suburb","Black","00to0509",1,0.11227,1,0.01382
28140,"Suburb","Black","0509to1014",1,0.17357,0,0.00767
28140,"Suburb","Hispanic","00to0509",1,0.11215,0,0.00607
28140,"Suburb","Hispanic","0509to1014",1,0.1275,0,0.00851
28140,"Suburb","White","00to0509",1,0.06523,1,0.01515
28140,"Suburb","White","0509to1014",1,0.13061,0,0.00323
28940,"City","All","00to0509",1,0.06645,1,0.13029
28940,"City","All","0509to1014",0,0.08281,0,-0.02223
28940,"City","Black","00to0509",0,-0.01412,1,0.1786
28940,"City","Black","0509to1014",0,0.10161,0,0.00052
28940,"City","Hispanic","00to0509",0,0.15296,0,0.06016
28940,"City","Hispanic","0509to1014",0,-0.20053,0,0.0219
28940,"City","White","00to0509",1,0.08427,1,0.10364
28940,"City","White","0509to1014",0,0.08701,0,-0.05378
28940,"Metro","All","00to0509",1,0.07834,1,0.04253
28940,"Metro","All","0509to1014",1,0.04975,-1,-0.02236
28940,"Metro","Black","00to0509",0,0.06115,1,0.15657
28940,"Metro","Black","0509to1014",0,0.09234,0,0.00324
28940,"Metro","Hispanic","00to0509",0,0.10071,0,0.0215
28940,"Metro","Hispanic","0509to1014",0,-0.01425,0,-0.01353
28940,"Metro","White","00to0509",1,0.07291,1,0.02337
28940,"Metro","White","0509to1014",1,0.04962,-1,-0.0243
28940,"Suburb","All","00to0509",1,0.08342,NA,0
28940,"Suburb","All","0509to1014",1,0.0559,NA,0
28940,"Suburb","Black","00to0509",0,0.25092,NA,0
28940,"Suburb","Black","0509to1014",0,0.05299,NA,0
28940,"Suburb","Hispanic","00to0509",0,0.07124,NA,0
28940,"Suburb","Hispanic","0509to1014",0,0.10115,NA,0
28940,"Suburb","White","00to0509",1,0.07237,NA,0
28940,"Suburb","White","0509to1014",1,0.05605,NA,0
29460,"City","All","00to0509",0,-0.01449,-1,-0.05007
29460,"City","All","0509to1014",1,0.17818,1,0.03435
29460,"City","Black","00to0509",-1,-0.24229,-1,-0.07708
29460,"City","Black","0509to1014",0,0.23606,1,0.10212
29460,"City","Hispanic","00to0509",0,0.09765,-1,-0.06819
29460,"City","Hispanic","0509to1014",0,0.14309,0,-0.02803
29460,"City","White","00to0509",0,0.08571,0,-0.01955
29460,"City","White","0509to1014",1,0.16771,0,0.0221
29460,"Metro","All","00to0509",0,0.02736,1,0.03551
29460,"Metro","All","0509to1014",1,0.22089,1,0.0382
29460,"Metro","Black","00to0509",0,-0.07988,1,0.08105
29460,"Metro","Black","0509to1014",1,0.18741,0,0.01098
29460,"Metro","Hispanic","00to0509",0,0.06136,1,0.04318
29460,"Metro","Hispanic","0509to1014",1,0.20626,1,0.07197
29460,"Metro","White","00to0509",1,0.06289,1,0.01544
29460,"Metro","White","0509to1014",1,0.24578,1,0.02879
29460,"Suburb","All","00to0509",1,0.04983,1,0.06165
29460,"Suburb","All","0509to1014",1,0.22938,1,0.03916
29460,"Suburb","Black","00to0509",0,0.00417,1,0.14568
29460,"Suburb","Black","0509to1014",0,0.17206,0,-0.01655
29460,"Suburb","Hispanic","00to0509",0,0.05734,1,0.06596
29460,"Suburb","Hispanic","0509to1014",1,0.21596,1,0.09307
29460,"Suburb","White","00to0509",1,0.06197,1,0.02582
29460,"Suburb","White","0509to1014",1,0.2619,1,0.03018
29820,"City","All","00to0509",0,0.02086,1,0.11892
29820,"City","All","0509to1014",1,0.18474,0,-0.00363
29820,"City","Black","00to0509",0,0.05556,1,0.25755
29820,"City","Black","0509to1014",0,0.11254,-1,-0.12862
29820,"City","Hispanic","00to0509",0,-0.03175,1,0.12964
29820,"City","Hispanic","0509to1014",1,0.26873,1,0.05169
29820,"City","White","00to0509",1,0.03755,1,0.06073
29820,"City","White","0509to1014",1,0.1472,0,-0.00712
29820,"Metro","All","00to0509",1,0.03055,1,0.06214
29820,"Metro","All","0509to1014",1,0.19986,1,0.05155
29820,"Metro","Black","00to0509",0,-0.05605,1,0.10058
29820,"Metro","Black","0509to1014",1,0.17016,0,0.01026
29820,"Metro","Hispanic","00to0509",0,0.0096,1,0.07714
29820,"Metro","Hispanic","0509to1014",1,0.2348,1,0.09177
29820,"Metro","White","00to0509",1,0.04638,1,0.03012
29820,"Metro","White","0509to1014",1,0.17999,1,0.03231
29820,"Suburb","All","00to0509",1,0.04077,1,0.02205
29820,"Suburb","All","0509to1014",1,0.21092,1,0.09169
29820,"Suburb","Black","00to0509",-1,-0.12447,1,0.01066
29820,"Suburb","Black","0509to1014",1,0.20334,1,0.09705
29820,"Suburb","Hispanic","00to0509",0,0.04157,1,0.04142
29820,"Suburb","Hispanic","0509to1014",1,0.21287,1,0.12039
29820,"Suburb","White","00to0509",1,0.05419,1,0.00524
29820,"Suburb","White","0509to1014",1,0.20704,1,0.06461
30780,"City","All","00to0509",0,0.04544,-1,-0.02392
30780,"City","All","0509to1014",0,0.10251,1,0.09962
30780,"City","Black","00to0509",0,0.02184,0,-0.02022
30780,"City","Black","0509to1014",0,0.09635,1,0.12425
30780,"City","Hispanic","00to0509",1,0.38841,0,0.01915
30780,"City","Hispanic","0509to1014",0,0.14704,0,0.05302
30780,"City","White","00to0509",0,0.07373,-1,-0.05045
30780,"City","White","0509to1014",0,0.06355,1,0.0724
30780,"Metro","All","00to0509",1,0.09272,1,0.03333
30780,"Metro","All","0509to1014",0,0.00965,1,0.03087
30780,"Metro","Black","00to0509",0,0.06799,1,0.05182
30780,"Metro","Black","0509to1014",0,0.0156,1,0.06581
30780,"Metro","Hispanic","00to0509",1,0.3431,0,0.02838
30780,"Metro","Hispanic","0509to1014",0,0.05431,0,0.02305
30780,"Metro","White","00to0509",1,0.10066,1,0.01691
30780,"Metro","White","0509to1014",0,-0.01161,0,0.01151
30780,"Suburb","All","00to0509",1,0.13437,1,0.06162
30780,"Suburb","All","0509to1014",0,-0.03872,0,-0.00127
30780,"Suburb","Black","00to0509",1,0.13938,1,0.11514
30780,"Suburb","Black","0509to1014",0,-0.07574,0,0.01413
30780,"Suburb","Hispanic","00to0509",1,0.30383,0,0.03566
30780,"Suburb","Hispanic","0509to1014",0,-0.00509,0,0.00126
30780,"Suburb","White","00to0509",1,0.10684,1,0.02941
30780,"Suburb","White","0509to1014",0,-0.02293,0,0.00145
31080,"City","All","00to0509",-1,-0.0716,-1,-0.07007
31080,"City","All","0509to1014",1,0.06736,1,0.05937
31080,"City","Black","00to0509",0,-0.05178,-1,-0.10164
31080,"City","Black","0509to1014",0,0.02996,1,0.06045
31080,"City","Hispanic","00to0509",-1,-0.06318,-1,-0.08468
31080,"City","Hispanic","0509to1014",1,0.0694,1,0.08884
31080,"City","White","00to0509",-1,-0.09658,0,-0.00906
31080,"City","White","0509to1014",1,0.11727,0,-0.00496
31080,"Metro","All","00to0509",-1,-0.09005,-1,-0.04443
31080,"Metro","All","0509to1014",1,0.09577,1,0.04271
31080,"Metro","Black","00to0509",-1,-0.09043,-1,-0.07236
31080,"Metro","Black","0509to1014",1,0.06861,1,0.04633
31080,"Metro","Hispanic","00to0509",-1,-0.09017,-1,-0.05515
31080,"Metro","Hispanic","0509to1014",1,0.10551,1,0.06424
31080,"Metro","White","00to0509",-1,-0.06207,-1,-0.00406
31080,"Metro","White","0509to1014",1,0.08968,0,0.0011
31080,"Suburb","All","00to0509",-1,-0.10381,-1,-0.01938
31080,"Suburb","All","0509to1014",1,0.13012,1,0.03375
31080,"Suburb","Black","00to0509",-1,-0.14122,-1,-0.02564
31080,"Suburb","Black","0509to1014",1,0.12915,1,0.02986
31080,"Suburb","Hispanic","00to0509",-1,-0.11688,-1,-0.0268
31080,"Suburb","Hispanic","0509to1014",1,0.14994,1,0.04918
31080,"Suburb","White","00to0509",-1,-0.03898,0,-0.00074
31080,"Suburb","White","0509to1014",1,0.07159,1,0.00528
31140,"City","All","00to0509",0,0.00811,1,0.03734
31140,"City","All","0509to1014",1,0.05605,0,0.00802
31140,"City","Black","00to0509",0,-0.03875,1,0.05711
31140,"City","Black","0509to1014",0,0.02765,0,-0.02209
31140,"City","Hispanic","00to0509",0,0.05323,-1,-0.08819
31140,"City","Hispanic","0509to1014",0,0.09657,0,0.08498
31140,"City","White","00to0509",1,0.06481,1,0.05369
31140,"City","White","0509to1014",1,0.08423,1,0.03406
31140,"Metro","All","00to0509",0,0.02095,0,0.00949
31140,"Metro","All","0509to1014",1,0.08339,0,0.00812
31140,"Metro","Black","00to0509",0,-0.04412,0,0.0333
31140,"Metro","Black","0509to1014",0,0.03671,0,-0.03131
31140,"Metro","Hispanic","00to0509",0,0.03828,-1,-0.06228
31140,"Metro","Hispanic","0509to1014",0,0.09254,1,0.05791
31140,"Metro","White","00to0509",1,0.0674,1,0.0197
31140,"Metro","White","0509to1014",1,0.104,1,0.02175
31140,"Suburb","All","00to0509",1,0.08802,-1,-0.00917
31140,"Suburb","All","0509to1014",1,0.11868,0,0.00348
31140,"Suburb","Black","00to0509",0,0.08451,0,-0.00859
31140,"Suburb","Black","0509to1014",0,0.12224,0,-0.045
31140,"Suburb","Hispanic","00to0509",0,0.03083,-1,-0.02046
31140,"Suburb","Hispanic","0509to1014",0,0.08761,1,0.02677
31140,"Suburb","White","00to0509",1,0.08103,-1,-0.00836
31140,"Suburb","White","0509to1014",1,0.1182,0,0.00751
31540,"City","All","00to0509",0,0.00961,NA,0
31540,"City","All","0509to1014",0,0.05258,NA,0
31540,"City","Black","00to0509",0,0.02073,NA,0
31540,"City","Black","0509to1014",0,0.01257,NA,0
31540,"City","Hispanic","00to0509",0,-0.02483,NA,0
31540,"City","Hispanic","0509to1014",0,0.09208,NA,0
31540,"City","White","00to0509",0,0.01757,NA,0
31540,"City","White","0509to1014",0,0.03327,NA,0
31540,"Metro","All","00to0509",0,0.02144,NA,0
31540,"Metro","All","0509to1014",1,0.07249,1,0.04032
31540,"Metro","Black","00to0509",1,0.11106,NA,0
31540,"Metro","Black","0509to1014",0,0.04158,1,0.11645
31540,"Metro","Hispanic","00to0509",0,0.08502,NA,0
31540,"Metro","Hispanic","0509to1014",0,0.1078,1,0.09773
31540,"Metro","White","00to0509",0,0.0036,NA,0
31540,"Metro","White","0509to1014",0,0.03205,1,0.00578
31540,"Suburb","All","00to0509",1,0.04763,NA,0
31540,"Suburb","All","0509to1014",1,0.13423,1,0.07859
31540,"Suburb","Black","00to0509",0,0.12828,NA,0
31540,"Suburb","Black","0509to1014",1,0.2671,1,0.28873
31540,"Suburb","Hispanic","00to0509",1,0.21678,NA,0
31540,"Suburb","Hispanic","0509to1014",0,0.17509,1,0.19076
31540,"Suburb","White","00to0509",1,0.02589,NA,0
31540,"Suburb","White","0509to1014",1,0.06231,1,0.0096
32580,"City","All","00to0509",0,0.04899,0,0.05963
32580,"City","All","0509to1014",0,-0.03603,0,-0.06437
32580,"City","Black","00to0509",0,-0.40406,0,-0.48889
32580,"City","Black","0509to1014",0,0.19074,0,0.14317
32580,"City","Hispanic","00to0509",0,0.04856,0,0.05203
32580,"City","Hispanic","0509to1014",0,-0.04278,0,-0.06188
32580,"City","White","00to0509",0,0.16499,0,0.16478
32580,"City","White","0509to1014",0,-0.18787,-1,-0.20647
32580,"Metro","All","00to0509",0,-0.00767,-1,-0.07397
32580,"Metro","All","0509to1014",0,-0.00796,0,-0.00958
32580,"Metro","Black","00to0509",0,-0.14254,0,-0.16698
32580,"Metro","Black","0509to1014",0,0.00324,0,0.07573
32580,"Metro","Hispanic","00to0509",0,-0.00837,-1,-0.07659
32580,"Metro","Hispanic","0509to1014",0,-0.00652,0,-0.00985
32580,"Metro","White","00to0509",0,0.04042,0,0.00291
32580,"Metro","White","0509to1014",0,-0.05053,0,-0.03076
32580,"Suburb","All","00to0509",0,-0.01352,-1,-0.09012
32580,"Suburb","All","0509to1014",0,-0.00542,0,-0.00353
32580,"Suburb","Black","00to0509",0,0,0,-0.02488
32580,"Suburb","Black","0509to1014",0,-0.00158,0,0.11038
32580,"Suburb","Hispanic","00to0509",0,-0.01455,-1,-0.09187
32580,"Suburb","Hispanic","0509to1014",0,-0.00192,0,-0.00324
32580,"Suburb","White","00to0509",0,0.03203,0,-0.0359
32580,"Suburb","White","0509to1014",0,-0.08781,0,-0.02133
32820,"City","All","00to0509",1,0.11092,1,0.10456
32820,"City","All","0509to1014",0,0.04649,1,0.06725
32820,"City","Black","00to0509",1,0.08093,1,0.11797
32820,"City","Black","0509to1014",0,0.03026,1,0.05085
32820,"City","Hispanic","00to0509",1,0.35814,0,0.06838
32820,"City","Hispanic","0509to1014",0,0.11213,1,0.24146
32820,"City","White","00to0509",1,0.19984,1,0.05276
32820,"City","White","0509to1014",0,0.07053,1,0.11499
32820,"Metro","All","00to0509",1,0.11407,1,0.08571
32820,"Metro","All","0509to1014",0,0.00934,1,0.03681
32820,"Metro","Black","00to0509",1,0.08036,1,0.10689
32820,"Metro","Black","0509to1014",0,0.01274,0,0.03251
32820,"Metro","Hispanic","00to0509",1,0.28605,0,0.07171
32820,"Metro","Hispanic","0509to1014",0,0.11146,1,0.15616
32820,"Metro","White","00to0509",1,0.2,1,0.03227
32820,"Metro","White","0509to1014",0,-0.04115,1,0.03552
32820,"Suburb","All","00to0509",1,0.14724,1,0.05687
32820,"Suburb","All","0509to1014",-1,-0.07617,-1,-0.03173
32820,"Suburb","Black","00to0509",1,0.10368,1,0.08515
32820,"Suburb","Black","0509to1014",0,-0.05805,0,-0.03514
32820,"Suburb","Hispanic","00to0509",0,0.03036,0,0.08288
32820,"Suburb","Hispanic","0509to1014",0,0.19524,0,-0.08415
32820,"Suburb","White","00to0509",1,0.21291,1,0.0208
32820,"Suburb","White","0509to1014",-1,-0.10294,0,-0.01053
33100,"City","All","00to0509",0,-0.03224,-1,-0.05823
33100,"City","All","0509to1014",1,0.0731,1,0.10902
33100,"City","Black","00to0509",0,-0.001,-1,-0.10023
33100,"City","Black","0509to1014",0,0.03443,1,0.15955
33100,"City","Hispanic","00to0509",0,-0.03668,-1,-0.04005
33100,"City","Hispanic","0509to1014",1,0.0913,1,0.12128
33100,"City","White","00to0509",0,-0.0223,0,0.01269
33100,"City","White","0509to1014",0,0.1004,1,0.06505
33100,"Metro","All","00to0509",-1,-0.02467,-1,-0.04034
33100,"Metro","All","0509to1014",1,0.12757,1,0.06332
33100,"Metro","Black","00to0509",-1,-0.0595,-1,-0.07889
33100,"Metro","Black","0509to1014",1,0.09134,1,0.0778
33100,"Metro","Hispanic","00to0509",0,-0.00877,-1,-0.02509
33100,"Metro","Hispanic","0509to1014",1,0.14927,1,0.07537
33100,"Metro","White","00to0509",1,0.02805,0,-0.00102
33100,"Metro","White","0509to1014",1,0.10596,1,0.02391
33100,"Suburb","All","00to0509",-1,-0.02319,-1,-0.03645
33100,"Suburb","All","0509to1014",1,0.14887,1,0.06184
33100,"Suburb","Black","00to0509",-1,-0.07951,-1,-0.08032
33100,"Suburb","Black","0509to1014",1,0.12062,1,0.08453
33100,"Suburb","Hispanic","00to0509",0,0.0027,-1,-0.01953
33100,"Suburb","Hispanic","0509to1014",1,0.17581,1,0.069
33100,"Suburb","White","00to0509",1,0.03164,-1,-0.00297
33100,"Suburb","White","0509to1014",1,0.10823,1,0.02093
33340,"City","All","00to0509",1,0.04943,1,0.05998
33340,"City","All","0509to1014",1,0.07362,1,0.10309
33340,"City","Black","00to0509",0,0.04823,0,0.02993
33340,"City","Black","0509to1014",0,0.0649,0,0.0483
33340,"City","Hispanic","00to0509",0,0.00256,1,0.21484
33340,"City","Hispanic","0509to1014",0,0.01753,1,0.24841
33340,"City","White","00to0509",1,0.10399,1,0.04019
33340,"City","White","0509to1014",1,0.13549,1,0.10679
33340,"Metro","All","00to0509",0,0.00274,1,0.02998
33340,"Metro","All","0509to1014",1,0.066,1,0.067
33340,"Metro","Black","00to0509",0,0.03044,0,0.02147
33340,"Metro","Black","0509to1014",0,0.06224,0,0.04092
33340,"Metro","Hispanic","00to0509",0,-0.02273,1,0.17706
33340,"Metro","Hispanic","0509to1014",0,0.01095,1,0.19056
33340,"Metro","White","00to0509",1,0.03501,1,0.01631
33340,"Metro","White","0509to1014",1,0.07935,1,0.03369
33340,"Suburb","All","00to0509",1,0.03322,1,0.00502
33340,"Suburb","All","0509to1014",1,0.08992,-1,-0.00502
33340,"Suburb","Black","00to0509",0,0.01782,0,0.02305
33340,"Suburb","Black","0509to1014",1,0.17781,0,-0.02305
33340,"Suburb","Hispanic","00to0509",1,0.12812,0,0.00514
33340,"Suburb","Hispanic","0509to1014",0,0.09015,0,-0.00514
33340,"Suburb","White","00to0509",1,0.01928,0,0.00396
33340,"Suburb","White","0509to1014",1,0.07429,0,-0.00396
33460,"City","All","00to0509",1,0.16472,1,0.08411
33460,"City","All","0509to1014",0,0.01602,1,0.06978
33460,"City","Black","00to0509",1,0.15316,1,0.10312
33460,"City","Black","0509to1014",0,-0.03196,1,0.09337
33460,"City","Hispanic","00to0509",1,0.30228,1,0.11881
33460,"City","Hispanic","0509to1014",0,-0.04464,0,0.06034
33460,"City","White","00to0509",1,0.16268,1,0.03265
33460,"City","White","0509to1014",1,0.06998,1,0.07438
33460,"Metro","All","00to0509",1,0.06114,1,0.02882
33460,"Metro","All","0509to1014",1,0.02463,1,0.02106
33460,"Metro","Black","00to0509",0,0.03958,1,0.04552
33460,"Metro","Black","0509to1014",0,-0.0076,1,0.04175
33460,"Metro","Hispanic","00to0509",1,0.15189,1,0.05965
33460,"Metro","Hispanic","0509to1014",0,-0.02855,0,0.00079
33460,"Metro","White","00to0509",1,0.0579,1,0.00729
33460,"Metro","White","0509to1014",1,0.03353,1,0.01696
33460,"Suburb","All","00to0509",1,0.05049,NA,-2e-05
33460,"Suburb","All","0509to1014",1,0.07243,0,0
33460,"Suburb","Black","00to0509",1,0.09683,NA,-0.00012
33460,"Suburb","Black","0509to1014",1,0.12399,0,0
33460,"Suburb","Hispanic","00to0509",1,0.06366,NA,0
33460,"Suburb","Hispanic","0509to1014",1,0.15613,0,0
33460,"Suburb","White","00to0509",1,0.03261,NA,-3e-05
33460,"Suburb","White","0509to1014",1,0.03552,0,0
34980,"City","All","00to0509",1,0.15402,1,0.01776
34980,"City","All","0509to1014",1,0.06987,1,0.05392
34980,"City","Black","00to0509",0,0.05449,0,0.0237
34980,"City","Black","0509to1014",0,0.06624,1,0.07563
34980,"City","Hispanic","00to0509",1,0.53276,0,0.0117
34980,"City","Hispanic","0509to1014",0,0.04667,1,0.08247
34980,"City","White","00to0509",1,0.14084,1,0.02337
34980,"City","White","0509to1014",0,0.06664,1,0.03676
34980,"Metro","All","00to0509",1,0.14088,1,0.00912
34980,"Metro","All","0509to1014",1,0.08697,1,0.02877
34980,"Metro","Black","00to0509",0,0.05434,0,0.02024
34980,"Metro","Black","0509to1014",1,0.09364,1,0.06202
34980,"Metro","Hispanic","00to0509",1,0.40004,0,0.00533
34980,"Metro","Hispanic","0509to1014",0,0.09269,1,0.05333
34980,"Metro","White","00to0509",1,0.13825,1,0.00988
34980,"Metro","White","0509to1014",1,0.07666,1,0.01321
34980,"Suburb","All","00to0509",1,0.12934,NA,0
34980,"Suburb","All","0509to1014",1,0.11197,NA,0
34980,"Suburb","Black","00to0509",0,0.04216,NA,0
34980,"Suburb","Black","0509to1014",1,0.1851,NA,0
34980,"Suburb","Hispanic","00to0509",1,0.19474,NA,0
34980,"Suburb","Hispanic","0509to1014",0,0.14709,NA,0
34980,"Suburb","White","00to0509",1,0.1323,NA,0
34980,"Suburb","White","0509to1014",1,0.09424,NA,0
35300,"City","All","00to0509",0,-0.00455,1,0.07629
35300,"City","All","0509to1014",0,0.0785,0,0.03401
35300,"City","Black","00to0509",0,-0.01063,0,0.03714
35300,"City","Black","0509to1014",0,0.16097,0,0.09435
35300,"City","Hispanic","00to0509",0,0.02073,1,0.17704
35300,"City","Hispanic","0509to1014",0,-0.01526,0,-0.09226
35300,"City","White","00to0509",0,-0.01156,0,-0.00327
35300,"City","White","0509to1014",0,-8e-04,0,0.04331
35300,"Metro","All","00to0509",0,0.02798,1,0.11358
35300,"Metro","All","0509to1014",0,0.03328,0,-0.0045
35300,"Metro","Black","00to0509",0,0.00047,1,0.10821
35300,"Metro","Black","0509to1014",0,0.07224,0,0.03722
35300,"Metro","Hispanic","00to0509",0,-0.01334,1,0.20596
35300,"Metro","Hispanic","0509to1014",0,0.00616,0,-0.04718
35300,"Metro","White","00to0509",0,0.02903,1,0.02359
35300,"Metro","White","0509to1014",0,0.03112,0,-0.00189
35300,"Suburb","All","00to0509",1,0.07329,1,0.13801
35300,"Suburb","All","0509to1014",0,0.02618,0,-0.0191
35300,"Suburb","Black","00to0509",0,0.08388,1,0.20379
35300,"Suburb","Black","0509to1014",0,0.00066,0,-0.02246
35300,"Suburb","Hispanic","00to0509",0,0.01035,1,0.23783
35300,"Suburb","Hispanic","0509to1014",0,0.01528,0,-0.02574
35300,"Suburb","White","00to0509",1,0.0298,1,0.02815
35300,"Suburb","White","0509to1014",1,0.05827,0,-0.00667
35380,"City","All","00to0509",-1,-0.10786,-1,-0.12323
35380,"City","All","0509to1014",1,0.10109,1,0.06339
35380,"City","Black","00to0509",-1,-0.10828,-1,-0.13289
35380,"City","Black","0509to1014",1,0.13455,1,0.07649
35380,"City","Hispanic","00to0509",0,0.02964,0,-0.05755
35380,"City","Hispanic","0509to1014",0,-0.06822,0,0.15031
35380,"City","White","00to0509",0,-0.11179,0,-0.00898
35380,"City","White","0509to1014",0,0.0423,0,0.01871
35380,"Metro","All","00to0509",-1,-0.13194,-1,-0.0957
35380,"Metro","All","0509to1014",1,0.12902,1,0.04486
35380,"Metro","Black","00to0509",-1,-0.15023,-1,-0.11783
35380,"Metro","Black","0509to1014",1,0.15235,1,0.05749
35380,"Metro","Hispanic","00to0509",0,0.08234,0,-0.01038
35380,"Metro","Hispanic","0509to1014",0,0.09929,0,0.05077
35380,"Metro","White","00to0509",0,-0.02686,0,-0.00878
35380,"Metro","White","0509to1014",1,0.09133,1,0.0205
35380,"Suburb","All","00to0509",-1,-0.04731,0,0.00343
35380,"Suburb","All","0509to1014",1,0.12666,1,0.01627
35380,"Suburb","Black","00to0509",-1,-0.12723,0,0.01252
35380,"Suburb","Black","0509to1014",1,0.15163,0,0.00881
35380,"Suburb","Hispanic","00to0509",1,0.1471,0,0.02189
35380,"Suburb","Hispanic","0509to1014",1,0.19167,0,0.02786
35380,"Suburb","White","00to0509",0,0.01192,-1,-0.00401
35380,"Suburb","White","0509to1014",1,0.08784,1,0.01598
35620,"City","All","00to0509",-1,-0.05266,-1,-0.05167
35620,"City","All","0509to1014",1,0.04007,1,0.02819
35620,"City","Black","00to0509",-1,-0.07578,-1,-0.0639
35620,"City","Black","0509to1014",1,0.04474,1,0.02766
35620,"City","Hispanic","00to0509",-1,-0.04152,-1,-0.09003
35620,"City","Hispanic","0509to1014",1,0.03698,1,0.03497
35620,"City","White","00to0509",0,-0.00605,1,0.02516
35620,"City","White","0509to1014",1,0.04185,1,0.0503
35620,"Metro","All","00to0509",-1,-0.04037,-1,-0.0306
35620,"Metro","All","0509to1014",1,0.04121,1,0.01652
35620,"Metro","Black","00to0509",-1,-0.06931,-1,-0.0499
35620,"Metro","Black","0509to1014",1,0.04579,1,0.01925
35620,"Metro","Hispanic","00to0509",-1,-0.05339,-1,-0.06716
35620,"Metro","Hispanic","0509to1014",1,0.04059,1,0.01839
35620,"Metro","White","00to0509",1,0.02651,1,0.028
35620,"Metro","White","0509to1014",1,0.03221,1,0.02604
35620,"Suburb","All","00to0509",1,0.03409,1,0.0356
35620,"Suburb","All","0509to1014",1,0.07146,0,0.00315
35620,"Suburb","Black","00to0509",0,0.02028,1,0.04354
35620,"Suburb","Black","0509to1014",1,0.05869,0,-0.00173
35620,"Suburb","Hispanic","00to0509",0,-0.01218,1,0.04489
35620,"Suburb","Hispanic","0509to1014",1,0.12306,1,0.01177
35620,"Suburb","White","00to0509",1,0.05923,1,0.0309
35620,"Suburb","White","0509to1014",1,0.03349,0,0.00566
35840,"City","All","00to0509",NA,0,NA,0
35840,"City","All","0509to1014",NA,0,NA,0
35840,"City","Black","00to0509",NA,0,NA,0
35840,"City","Black","0509to1014",NA,0,NA,0
35840,"City","Hispanic","00to0509",NA,0,NA,0
35840,"City","Hispanic","0509to1014",NA,0,NA,0
35840,"City","White","00to0509",NA,0,NA,0
35840,"City","White","0509to1014",NA,0,NA,0
35840,"Metro","All","00to0509",-1,-0.08498,1,0.02732
35840,"Metro","All","0509to1014",1,0.16681,1,0.09219
35840,"Metro","Black","00to0509",-1,-0.15895,1,0.08149
