"cbsa","geotype","groups","yr","poor20shsig","poor20sh","poor40shsig","poor40sh"
12260,"Metro","All","2000",NA,0.45514,NA,0.13555
12260,"Metro","All","2005_09",NA,0.55413,NA,0.18093
12260,"Metro","All","2010_14",NA,0.68253,NA,0.16781
12260,"Metro","Black","2000",NA,0.58083,NA,0.20436
12260,"Metro","Black","2005_09",NA,0.69213,NA,0.27395
12260,"Metro","Black","2010_14",NA,0.80122,NA,0.24391
12260,"Metro","Hispanic","2000",NA,0.35727,NA,0.09149
12260,"Metro","Hispanic","2005_09",NA,0.32768,NA,0.07141
12260,"Metro","Hispanic","2010_14",NA,0.52194,NA,0.09704
12260,"Metro","White","2000",NA,0.26613,NA,0.02993
12260,"Metro","White","2005_09",NA,0.38727,NA,0.05521
12260,"Metro","White","2010_14",NA,0.55065,NA,0.07172
12260,"Suburb","All","2000",NA,0.31811,NA,0.05457
12260,"Suburb","All","2005_09",NA,0.4125,NA,0.08275
12260,"Suburb","All","2010_14",NA,0.62828,NA,0.11407
12260,"Suburb","Black","2000",NA,0.44739,NA,0.09342
12260,"Suburb","Black","2005_09",NA,0.56268,NA,0.15049
12260,"Suburb","Black","2010_14",NA,0.76954,NA,0.19035
12260,"Suburb","Hispanic","2000",NA,0.15742,NA,0.05385
12260,"Suburb","Hispanic","2005_09",NA,0.24691,NA,0.05898
12260,"Suburb","Hispanic","2010_14",NA,0.53085,NA,0.08726
12260,"Suburb","White","2000",NA,0.17275,NA,0.00987
12260,"Suburb","White","2005_09",NA,0.29493,NA,0.01866
12260,"Suburb","White","2010_14",NA,0.51576,NA,0.04493
12420,"City","All","2000",NA,0.54713,NA,0.03747
12420,"City","All","2005_09",NA,0.6479,NA,0.1209
12420,"City","All","2010_14",NA,0.72731,NA,0.16116
12420,"City","Black","2000",NA,0.60395,NA,0.08173
12420,"City","Black","2005_09",NA,0.72397,NA,0.09112
12420,"City","Black","2010_14",NA,0.7943,NA,0.16737
12420,"City","Hispanic","2000",NA,0.61394,NA,0.03558
12420,"City","Hispanic","2005_09",NA,0.74266,NA,0.15149
12420,"City","Hispanic","2010_14",NA,0.85017,NA,0.20629
12420,"City","White","2000",NA,0.40527,NA,0.02277
12420,"City","White","2005_09",NA,0.443,NA,0.07685
12420,"City","White","2010_14",NA,0.47975,NA,0.06748
12420,"Metro","All","2000",NA,0.42355,NA,0.05651
12420,"Metro","All","2005_09",NA,0.50175,NA,0.10971
12420,"Metro","All","2010_14",NA,0.54586,NA,0.12959
12420,"Metro","Black","2000",NA,0.50502,NA,0.0893
12420,"Metro","Black","2005_09",NA,0.62136,NA,0.10491
12420,"Metro","Black","2010_14",NA,0.59618,NA,0.12012
12420,"Metro","Hispanic","2000",NA,0.47484,NA,0.05115
12420,"Metro","Hispanic","2005_09",NA,0.59855,NA,0.12592
12420,"Metro","Hispanic","2010_14",NA,0.65818,NA,0.15251
12420,"Metro","White","2000",NA,0.30841,NA,0.05315
12420,"Metro","White","2005_09",NA,0.32821,NA,0.08881
12420,"Metro","White","2010_14",NA,0.35193,NA,0.09463
12420,"Suburb","All","2000",NA,0.1919,NA,0.09221
12420,"Suburb","All","2005_09",NA,0.2632,NA,0.09145
12420,"Suburb","All","2010_14",NA,0.30961,NA,0.0885
12420,"Suburb","Black","2000",NA,0.31454,NA,0.10388
12420,"Suburb","Black","2005_09",NA,0.39438,NA,0.1354
12420,"Suburb","Black","2010_14",NA,0.34009,NA,0.05905
12420,"Suburb","Hispanic","2000",NA,0.17347,NA,0.0849
12420,"Suburb","Hispanic","2005_09",NA,0.3071,NA,0.07419
12420,"Suburb","Hispanic","2010_14",NA,0.37439,NA,0.07302
12420,"Suburb","White","2000",NA,0.17488,NA,0.09503
12420,"Suburb","White","2005_09",NA,0.20451,NA,0.1017
12420,"Suburb","White","2010_14",NA,0.2257,NA,0.12145
12540,"City","All","2000",NA,0.69697,NA,0.33525
12540,"City","All","2005_09",NA,0.60634,NA,0.24311
12540,"City","All","2010_14",NA,0.7132,NA,0.33143
12540,"City","Black","2000",NA,0.78173,NA,0.42601
12540,"City","Black","2005_09",NA,0.7453,NA,0.3215
12540,"City","Black","2010_14",NA,0.78093,NA,0.38618
12540,"City","Hispanic","2000",NA,0.80579,NA,0.44358
12540,"City","Hispanic","2005_09",NA,0.64608,NA,0.30244
12540,"City","Hispanic","2010_14",NA,0.78707,NA,0.40305
12540,"City","White","2000",NA,0.463,NA,0.09236
12540,"City","White","2005_09",NA,0.43263,NA,0.0592
12540,"City","White","2010_14",NA,0.48362,NA,0.12341
12540,"Metro","All","2000",NA,0.71545,NA,0.22004
12540,"Metro","All","2005_09",NA,0.70073,NA,0.1621
12540,"Metro","All","2010_14",NA,0.77413,NA,0.31696
12540,"Metro","Black","2000",NA,0.74128,NA,0.36297
12540,"Metro","Black","2005_09",NA,0.79986,NA,0.32192
12540,"Metro","Black","2010_14",NA,0.77872,NA,0.33623
12540,"Metro","Hispanic","2000",NA,0.85353,NA,0.28502
12540,"Metro","Hispanic","2005_09",NA,0.77432,NA,0.1894
12540,"Metro","Hispanic","2010_14",NA,0.84359,NA,0.35736
12540,"Metro","White","2000",NA,0.46471,NA,0.0636
12540,"Metro","White","2005_09",NA,0.50056,NA,0.04305
12540,"Metro","White","2010_14",NA,0.60223,NA,0.22497
12540,"Suburb","All","2000",NA,0.72582,NA,0.15537
12540,"Suburb","All","2005_09",NA,0.74879,NA,0.12087
12540,"Suburb","All","2010_14",NA,0.80901,NA,0.30868
12540,"Suburb","Black","2000",NA,0.63704,NA,0.2005
12540,"Suburb","Black","2005_09",NA,0.87726,NA,0.32251
12540,"Suburb","Black","2010_14",NA,0.77567,NA,0.26695
12540,"Suburb","Hispanic","2000",NA,0.87686,NA,0.20757
12540,"Suburb","Hispanic","2005_09",NA,0.83257,NA,0.13805
12540,"Suburb","Hispanic","2010_14",NA,0.8747,NA,0.33221
12540,"Suburb","White","2000",NA,0.46547,NA,0.05069
12540,"Suburb","White","2005_09",NA,0.52899,NA,0.03629
12540,"Suburb","White","2010_14",NA,0.65596,NA,0.27098
12580,"City","All","2000",NA,0.73161,NA,0.22181
12580,"City","All","2005_09",NA,0.70674,NA,0.15982
12580,"City","All","2010_14",NA,0.77886,NA,0.21159
12580,"City","Black","2000",NA,0.79988,NA,0.26184
12580,"City","Black","2005_09",NA,0.75939,NA,0.19901
12580,"City","Black","2010_14",NA,0.82425,NA,0.24513
12580,"City","Hispanic","2000",NA,0.49735,NA,0.06802
12580,"City","Hispanic","2005_09",NA,0.77409,NA,0.04705
12580,"City","Hispanic","2010_14",NA,0.67692,NA,0.15299
12580,"City","White","2000",NA,0.45701,NA,0.07328
12580,"City","White","2005_09",NA,0.50867,NA,0.04144
12580,"City","White","2010_14",NA,0.60433,NA,0.08059
12580,"Metro","All","2000",NA,0.45421,NA,0.13131
12580,"Metro","All","2005_09",NA,0.40863,NA,0.0808
12580,"Metro","All","2010_14",NA,0.44116,NA,0.10329
12580,"Metro","Black","2000",NA,0.65415,NA,0.20838
12580,"Metro","Black","2005_09",NA,0.5799,NA,0.14116
12580,"Metro","Black","2010_14",NA,0.62232,NA,0.1713
12580,"Metro","Hispanic","2000",NA,0.22959,NA,0.02604
12580,"Metro","Hispanic","2005_09",NA,0.29701,NA,0.01526
12580,"Metro","Hispanic","2010_14",NA,0.33825,NA,0.05099
12580,"Metro","White","2000",NA,0.16192,NA,0.02176
12580,"Metro","White","2005_09",NA,0.19836,NA,0.01084
12580,"Metro","White","2010_14",NA,0.2126,NA,0.01886
12580,"Suburb","All","2000",NA,0.05173,NA,0
12580,"Suburb","All","2005_09",NA,0.10386,NA,0
12580,"Suburb","All","2010_14",NA,0.11911,NA,0
12580,"Suburb","Black","2000",NA,0.08613,NA,0
12580,"Suburb","Black","2005_09",NA,0.14196,NA,0
12580,"Suburb","Black","2010_14",NA,0.1538,NA,0
12580,"Suburb","Hispanic","2000",NA,0.06354,NA,0
12580,"Suburb","Hispanic","2005_09",NA,0.06792,NA,0
12580,"Suburb","Hispanic","2010_14",NA,0.16894,NA,0
12580,"Suburb","White","2000",NA,0.03732,NA,0
12580,"Suburb","White","2005_09",NA,0.08839,NA,0
12580,"Suburb","White","2010_14",NA,0.09288,NA,0
12940,"City","All","2000",NA,0.82978,NA,0.23678
12940,"City","All","2005_09",NA,0.81305,NA,0.46837
12940,"City","All","2010_14",NA,0.8191,NA,0.27068
12940,"City","Black","2000",NA,0.92153,NA,0.27167
12940,"City","Black","2005_09",NA,0.88661,NA,0.56369
12940,"City","Black","2010_14",NA,0.89221,NA,0.25914
12940,"City","Hispanic","2000",NA,0.69295,NA,0.32258
12940,"City","Hispanic","2005_09",NA,0.56199,NA,0.1629
12940,"City","Hispanic","2010_14",NA,0.50282,NA,0.33221
12940,"City","White","2000",NA,0.50568,NA,0.11798
12940,"City","White","2005_09",NA,0.49533,NA,0.12493
12940,"City","White","2010_14",NA,0.58551,NA,0.27551
12940,"Metro","All","2000",NA,0.63086,NA,0.09556
12940,"Metro","All","2005_09",NA,0.56092,NA,0.22703
12940,"Metro","All","2010_14",NA,0.59735,NA,0.10748
12940,"Metro","Black","2000",NA,0.79163,NA,0.12881
12940,"Metro","Black","2005_09",NA,0.7094,NA,0.32854
12940,"Metro","Black","2010_14",NA,0.7428,NA,0.13576
12940,"Metro","Hispanic","2000",NA,0.50675,NA,0.14019
12940,"Metro","Hispanic","2005_09",NA,0.33072,NA,0.08145
12940,"Metro","Hispanic","2010_14",NA,0.47398,NA,0.09059
12940,"Metro","White","2000",NA,0.31505,NA,0.02875
12940,"Metro","White","2005_09",NA,0.28655,NA,0.05032
12940,"Metro","White","2010_14",NA,0.37325,NA,0.05362
12940,"Suburb","All","2000",NA,0.49626,NA,0
12940,"Suburb","All","2005_09",NA,0.39508,NA,0.06829
12940,"Suburb","All","2010_14",NA,0.47288,NA,0.01587
12940,"Suburb","Black","2000",NA,0.67452,NA,0
12940,"Suburb","Black","2005_09",NA,0.53834,NA,0.10156
12940,"Suburb","Black","2010_14",NA,0.61722,NA,0.03206
12940,"Suburb","Hispanic","2000",NA,0.36364,NA,0
12940,"Suburb","Hispanic","2005_09",NA,0.2447,NA,0.05116
12940,"Suburb","Hispanic","2010_14",NA,0.46316,NA,0
12940,"Suburb","White","2000",NA,0.25362,NA,0
12940,"Suburb","White","2005_09",NA,0.23092,NA,0.03044
12940,"Suburb","White","2010_14",NA,0.32196,NA,0
13820,"City","All","2000",NA,0.8195,NA,0.20428
13820,"City","All","2005_09",NA,0.82423,NA,0.25043
13820,"City","All","2010_14",NA,0.90596,NA,0.37604
13820,"City","Black","2000",NA,0.87945,NA,0.22116
13820,"City","Black","2005_09",NA,0.88593,NA,0.27489
13820,"City","Black","2010_14",NA,0.93357,NA,0.43193
13820,"City","Hispanic","2000",NA,0.61758,NA,0.18765
13820,"City","Hispanic","2005_09",NA,0.55017,NA,0.07166
13820,"City","Hispanic","2010_14",NA,0.89563,NA,0.13286
13820,"City","White","2000",NA,0.44902,NA,0.09123
13820,"City","White","2005_09",NA,0.5428,NA,0.17804
13820,"City","White","2010_14",NA,0.74689,NA,0.16654
13820,"Metro","All","2000",NA,0.46321,NA,0.10189
13820,"Metro","All","2005_09",NA,0.45587,NA,0.11075
13820,"Metro","All","2010_14",NA,0.58438,NA,0.14922
13820,"Metro","Black","2000",NA,0.73584,NA,0.17986
13820,"Metro","Black","2005_09",NA,0.7191,NA,0.19628
13820,"Metro","Black","2010_14",NA,0.75852,NA,0.29349
13820,"Metro","Hispanic","2000",NA,0.2112,NA,0.05357
13820,"Metro","Hispanic","2005_09",NA,0.23291,NA,0.021
13820,"Metro","Hispanic","2010_14",NA,0.56094,NA,0.03883
13820,"Metro","White","2000",NA,0.14876,NA,0.01043
13820,"Metro","White","2005_09",NA,0.17474,NA,0.02401
13820,"Metro","White","2010_14",NA,0.40781,NA,0.02321
13820,"Suburb","All","2000",NA,0.21939,NA,0.03182
13820,"Suburb","All","2005_09",NA,0.22272,NA,0.02233
13820,"Suburb","All","2010_14",NA,0.43103,NA,0.04106
13820,"Suburb","Black","2000",NA,0.46636,NA,0.10235
13820,"Suburb","Black","2005_09",NA,0.44613,NA,0.06765
13820,"Suburb","Black","2010_14",NA,0.53429,NA,0.11615
13820,"Suburb","Hispanic","2000",NA,0.05438,NA,0.00183
13820,"Suburb","Hispanic","2005_09",NA,0.14832,NA,0.0075
13820,"Suburb","Hispanic","2010_14",NA,0.48487,NA,0.01746
13820,"Suburb","White","2000",NA,0.11064,NA,0.00017
13820,"Suburb","White","2005_09",NA,0.12008,NA,0.00113
13820,"Suburb","White","2010_14",NA,0.36918,NA,0.00688
14260,"City","All","2000",NA,0.05062,NA,0
14260,"City","All","2005_09",NA,0.40456,NA,0
14260,"City","All","2010_14",NA,0.46933,NA,0.13323
14260,"City","Black","2000",NA,0.10063,NA,0
14260,"City","Black","2005_09",NA,0.69795,NA,0
14260,"City","Black","2010_14",NA,0.6383,NA,0.4381
14260,"City","Hispanic","2000",NA,0.03038,NA,0
14260,"City","Hispanic","2005_09",NA,0.56886,NA,0
14260,"City","Hispanic","2010_14",NA,0.47715,NA,0.22594
14260,"City","White","2000",NA,0.05351,NA,0
14260,"City","White","2005_09",NA,0.35301,NA,0
14260,"City","White","2010_14",NA,0.45425,NA,0.09155
14260,"Metro","All","2000",NA,0.06931,NA,0
14260,"Metro","All","2005_09",NA,0.25565,NA,0.0252
14260,"Metro","All","2010_14",NA,0.40079,NA,0.10159
14260,"Metro","Black","2000",NA,0.09836,NA,0
14260,"Metro","Black","2005_09",NA,0.46363,NA,0
14260,"Metro","Black","2010_14",NA,0.62383,NA,0.4034
14260,"Metro","Hispanic","2000",NA,0.12488,NA,0
14260,"Metro","Hispanic","2005_09",NA,0.34545,NA,0.05544
14260,"Metro","Hispanic","2010_14",NA,0.53987,NA,0.14645
14260,"Metro","White","2000",NA,0.05661,NA,0
14260,"Metro","White","2005_09",NA,0.21418,NA,0.01542
14260,"Metro","White","2010_14",NA,0.34676,NA,0.08026
14260,"Suburb","All","2000",NA,0.07889,NA,0
14260,"Suburb","All","2005_09",NA,0.18265,NA,0.03755
14260,"Suburb","All","2010_14",NA,0.37339,NA,0.08895
14260,"Suburb","Black","2000",NA,0.08333,NA,0
14260,"Suburb","Black","2005_09",NA,0,NA,0
14260,"Suburb","Black","2010_14",NA,0.51773,NA,0.14894
14260,"Suburb","Hispanic","2000",NA,0.1399,NA,0
14260,"Suburb","Hispanic","2005_09",NA,0.29353,NA,0.06833
14260,"Suburb","Hispanic","2010_14",NA,0.55243,NA,0.13053
14260,"Suburb","White","2000",NA,0.05849,NA,0
14260,"Suburb","White","2005_09",NA,0.13275,NA,0.02447
14260,"Suburb","White","2010_14",NA,0.29879,NA,0.07522
14460,"City","All","2000",NA,0.57581,NA,0.08255
14460,"City","All","2005_09",NA,0.6154,NA,0.13229
14460,"City","All","2010_14",NA,0.69983,NA,0.12972
14460,"City","Black","2000",NA,0.63127,NA,0.06778
14460,"City","Black","2005_09",NA,0.68752,NA,0.16601
14460,"City","Black","2010_14",NA,0.76299,NA,0.12908
14460,"City","Hispanic","2000",NA,0.66151,NA,0.12898
14460,"City","Hispanic","2005_09",NA,0.68423,NA,0.19274
14460,"City","Hispanic","2010_14",NA,0.75176,NA,0.13343
14460,"City","White","2000",NA,0.4395,NA,0.05989
14460,"City","White","2005_09",NA,0.4476,NA,0.0477
14460,"City","White","2010_14",NA,0.53972,NA,0.1076
14460,"Metro","All","2000",NA,0.33667,NA,0.03536
14460,"Metro","All","2005_09",NA,0.35383,NA,0.06091
14460,"Metro","All","2010_14",NA,0.40001,NA,0.05783
14460,"Metro","Black","2000",NA,0.56146,NA,0.05675
14460,"Metro","Black","2005_09",NA,0.57391,NA,0.11531
14460,"Metro","Black","2010_14",NA,0.61401,NA,0.09072
14460,"Metro","Hispanic","2000",NA,0.65136,NA,0.07342
14460,"Metro","Hispanic","2005_09",NA,0.62924,NA,0.12447
14460,"Metro","Hispanic","2010_14",NA,0.64252,NA,0.0949
14460,"Metro","White","2000",NA,0.16142,NA,0.01563
14460,"Metro","White","2005_09",NA,0.17381,NA,0.01586
14460,"Metro","White","2010_14",NA,0.20361,NA,0.02547
14460,"Suburb","All","2000",NA,0.23258,NA,0.01482
14460,"Suburb","All","2005_09",NA,0.23987,NA,0.02981
14460,"Suburb","All","2010_14",NA,0.27448,NA,0.02773
14460,"Suburb","Black","2000",NA,0.40769,NA,0.03245
14460,"Suburb","Black","2005_09",NA,0.34991,NA,0.01534
14460,"Suburb","Black","2010_14",NA,0.4152,NA,0.03953
14460,"Suburb","Hispanic","2000",NA,0.64564,NA,0.04214
14460,"Suburb","Hispanic","2005_09",NA,0.60229,NA,0.09101
14460,"Suburb","Hispanic","2010_14",NA,0.58595,NA,0.07495
14460,"Suburb","White","2000",NA,0.10368,NA,0.00645
14460,"Suburb","White","2005_09",NA,0.11561,NA,0.0091
14460,"Suburb","White","2010_14",NA,0.13274,NA,0.00816
14860,"City","All","2000",NA,0.52314,NA,0.08542
14860,"City","All","2005_09",NA,0.51951,NA,0.11361
14860,"City","All","2010_14",NA,0.65716,NA,0.09916
14860,"City","Black","2000",NA,0.53939,NA,0.08607
14860,"City","Black","2005_09",NA,0.66043,NA,0.14444
14860,"City","Black","2010_14",NA,0.7191,NA,0.10234
14860,"City","Hispanic","2000",NA,0.68014,NA,0.12676
14860,"City","Hispanic","2005_09",NA,0.55892,NA,0.14621
14860,"City","Hispanic","2010_14",NA,0.73892,NA,0.12567
14860,"City","White","2000",NA,0.24176,NA,0.01277
14860,"City","White","2005_09",NA,0.2841,NA,0.02759
14860,"City","White","2010_14",NA,0.30883,NA,0.01877
14860,"Metro","All","2000",NA,0.31356,NA,0.0491
14860,"Metro","All","2005_09",NA,0.34902,NA,0.0876
14860,"Metro","All","2010_14",NA,0.40664,NA,0.05438
14860,"Metro","Black","2000",NA,0.45066,NA,0.06801
14860,"Metro","Black","2005_09",NA,0.625,NA,0.15979
14860,"Metro","Black","2010_14",NA,0.58759,NA,0.07889
14860,"Metro","Hispanic","2000",NA,0.51071,NA,0.09226
14860,"Metro","Hispanic","2005_09",NA,0.43464,NA,0.129
14860,"Metro","Hispanic","2010_14",NA,0.5884,NA,0.08893
14860,"Metro","White","2000",NA,0.08432,NA,0.00416
14860,"Metro","White","2005_09",NA,0.10869,NA,0.01068
14860,"Metro","White","2010_14",NA,0.10759,NA,0.0043
14860,"Suburb","All","2000",NA,0.03019,NA,0
14860,"Suburb","All","2005_09",NA,0.10435,NA,0.05028
14860,"Suburb","All","2010_14",NA,0.1024,NA,0
14860,"Suburb","Black","2000",NA,0.11655,NA,0
14860,"Suburb","Black","2005_09",NA,0.49721,NA,0.21515
14860,"Suburb","Black","2010_14",NA,0.14515,NA,0
14860,"Suburb","Hispanic","2000",NA,0.0577,NA,0
14860,"Suburb","Hispanic","2005_09",NA,0.14189,NA,0.08846
14860,"Suburb","Hispanic","2010_14",NA,0.22405,NA,0
14860,"Suburb","White","2000",NA,0.00817,NA,0
14860,"Suburb","White","2005_09",NA,0.00979,NA,0.00114
14860,"Suburb","White","2010_14",NA,0.04785,NA,0
15380,"City","All","2000",NA,0.85092,NA,0.2737
15380,"City","All","2005_09",NA,0.90685,NA,0.26255
15380,"City","All","2010_14",NA,0.89443,NA,0.44329
15380,"City","Black","2000",NA,0.94651,NA,0.31782
15380,"City","Black","2005_09",NA,0.94132,NA,0.3422
15380,"City","Black","2010_14",NA,0.95219,NA,0.46077
15380,"City","Hispanic","2000",NA,0.90996,NA,0.45282
15380,"City","Hispanic","2005_09",NA,0.94799,NA,0.36203
15380,"City","Hispanic","2010_14",NA,0.92612,NA,0.58853
15380,"City","White","2000",NA,0.67971,NA,0.13539
15380,"City","White","2005_09",NA,0.83407,NA,0.1062
15380,"City","White","2010_14",NA,0.7539,NA,0.28841
15380,"Metro","All","2000",NA,0.56073,NA,0.16243
15380,"Metro","All","2005_09",NA,0.56143,NA,0.1568
15380,"Metro","All","2010_14",NA,0.59494,NA,0.26383
15380,"Metro","Black","2000",NA,0.89786,NA,0.29377
15380,"Metro","Black","2005_09",NA,0.86688,NA,0.31787
15380,"Metro","Black","2010_14",NA,0.88914,NA,0.43809
15380,"Metro","Hispanic","2000",NA,0.80998,NA,0.37819
15380,"Metro","Hispanic","2005_09",NA,0.82671,NA,0.31612
15380,"Metro","Hispanic","2010_14",NA,0.79577,NA,0.46621
15380,"Metro","White","2000",NA,0.31348,NA,0.04993
15380,"Metro","White","2005_09",NA,0.34652,NA,0.04743
15380,"Metro","White","2010_14",NA,0.35654,NA,0.10815
15380,"Suburb","All","2000",NA,0.19894,NA,0.02371
15380,"Suburb","All","2005_09",NA,0.20995,NA,0.0492
15380,"Suburb","All","2010_14",NA,0.3073,NA,0.09148
15380,"Suburb","Black","2000",NA,0.64541,NA,0.169
15380,"Suburb","Black","2005_09",NA,0.5641,NA,0.2189
15380,"Suburb","Black","2010_14",NA,0.66604,NA,0.35783
15380,"Suburb","Hispanic","2000",NA,0.30826,NA,0.00371
15380,"Suburb","Hispanic","2005_09",NA,0.35717,NA,0.13838
15380,"Suburb","Hispanic","2010_14",NA,0.43549,NA,0.12815
15380,"Suburb","White","2000",NA,0.11619,NA,0.00388
15380,"Suburb","White","2005_09",NA,0.13956,NA,0.02249
15380,"Suburb","White","2010_14",NA,0.22331,NA,0.04771
15980,"City","All","2000",NA,0,NA,0
15980,"City","All","2005_09",NA,0,NA,0
15980,"City","All","2010_14",NA,0.30577,NA,0
15980,"City","Black","2000",NA,0,NA,0
15980,"City","Black","2005_09",NA,0,NA,0
15980,"City","Black","2010_14",NA,0.53496,NA,0
15980,"City","Hispanic","2000",NA,0,NA,0
15980,"City","Hispanic","2005_09",NA,0,NA,0
15980,"City","Hispanic","2010_14",NA,0.39394,NA,0
15980,"City","White","2000",NA,0,NA,0
15980,"City","White","2005_09",NA,0,NA,0
15980,"City","White","2010_14",NA,0.23662,NA,0
15980,"Metro","All","2000",NA,0.32623,NA,0.06782
15980,"Metro","All","2005_09",NA,0.20238,NA,0.04348
15980,"Metro","All","2010_14",NA,0.56969,NA,0.11284
15980,"Metro","Black","2000",NA,0.77078,NA,0.27807
15980,"Metro","Black","2005_09",NA,0.55354,NA,0.20522
15980,"Metro","Black","2010_14",NA,0.842,NA,0.32549
15980,"Metro","Hispanic","2000",NA,0.37678,NA,0.03838
15980,"Metro","Hispanic","2005_09",NA,0.22548,NA,0.02182
15980,"Metro","Hispanic","2010_14",NA,0.703,NA,0.0742
15980,"Metro","White","2000",NA,0.1448,NA,0.00546
15980,"Metro","White","2005_09",NA,0.07036,NA,0.00202
15980,"Metro","White","2010_14",NA,0.37659,NA,0.07277
15980,"Suburb","All","2000",NA,0.39305,NA,0.08171
15980,"Suburb","All","2005_09",NA,0.2623,NA,0.05636
15980,"Suburb","All","2010_14",NA,0.63575,NA,0.14108
15980,"Suburb","Black","2000",NA,0.80231,NA,0.28944
15980,"Suburb","Black","2005_09",NA,0.61391,NA,0.2276
15980,"Suburb","Black","2010_14",NA,0.86682,NA,0.3518
15980,"Suburb","Hispanic","2000",NA,0.43067,NA,0.04387
15980,"Suburb","Hispanic","2005_09",NA,0.29448,NA,0.0285
15980,"Suburb","Hispanic","2010_14",NA,0.77047,NA,0.0904
15980,"Suburb","White","2000",NA,0.18877,NA,0.00712
15980,"Suburb","White","2005_09",NA,0.09631,NA,0.00277
15980,"Suburb","White","2010_14",NA,0.42474,NA,0.0978
16700,"City","All","2000",NA,0.68951,NA,0.32633
16700,"City","All","2005_09",NA,0.6035,NA,0.21535
16700,"City","All","2010_14",NA,0.59674,NA,0.34679
16700,"City","Black","2000",NA,0.81867,NA,0.44815
16700,"City","Black","2005_09",NA,0.75527,NA,0.28976
16700,"City","Black","2010_14",NA,0.70295,NA,0.39114
16700,"City","Hispanic","2000",NA,0.67,NA,0.255
16700,"City","Hispanic","2005_09",NA,0.07125,NA,0.00983
16700,"City","Hispanic","2010_14",NA,0.16129,NA,0.09516
16700,"City","White","2000",NA,0.37683,NA,0.03844
16700,"City","White","2005_09",NA,0.45791,NA,0.13833
16700,"City","White","2010_14",NA,0.45091,NA,0.2947
16700,"Metro","All","2000",NA,0.3849,NA,0.11005
16700,"Metro","All","2005_09",NA,0.40667,NA,0.09336
16700,"Metro","All","2010_14",NA,0.46211,NA,0.11786
16700,"Metro","Black","2000",NA,0.49643,NA,0.16524
16700,"Metro","Black","2005_09",NA,0.51796,NA,0.12952
16700,"Metro","Black","2010_14",NA,0.57176,NA,0.18706
16700,"Metro","Hispanic","2000",NA,0.46635,NA,0.07635
16700,"Metro","Hispanic","2005_09",NA,0.32054,NA,0.08696
16700,"Metro","Hispanic","2010_14",NA,0.52274,NA,0.02056
16700,"Metro","White","2000",NA,0.18265,NA,0.01612
16700,"Metro","White","2005_09",NA,0.27845,NA,0.04944
16700,"Metro","White","2010_14",NA,0.32248,NA,0.06376
16700,"Suburb","All","2000",NA,0.30801,NA,0.05545
16700,"Suburb","All","2005_09",NA,0.35282,NA,0.05999
16700,"Suburb","All","2010_14",NA,0.43405,NA,0.07013
16700,"Suburb","Black","2000",NA,0.40129,NA,0.08171
16700,"Suburb","Black","2005_09",NA,0.45319,NA,0.08578
16700,"Suburb","Black","2010_14",NA,0.53726,NA,0.13338
16700,"Suburb","Hispanic","2000",NA,0.44895,NA,0.06109
16700,"Suburb","Hispanic","2005_09",NA,0.34047,NA,0.09312
16700,"Suburb","Hispanic","2010_14",NA,0.54531,NA,0.01591
16700,"Suburb","White","2000",NA,0.14185,NA,0.01143
16700,"Suburb","White","2005_09",NA,0.22042,NA,0.02069
16700,"Suburb","White","2010_14",NA,0.29689,NA,0.01775
16740,"City","All","2000",NA,0.36253,NA,0.05144
16740,"City","All","2005_09",NA,0.49288,NA,0.11441
16740,"City","All","2010_14",NA,0.7147,NA,0.17075
16740,"City","Black","2000",NA,0.55352,NA,0.09493
16740,"City","Black","2005_09",NA,0.6408,NA,0.20416
16740,"City","Black","2010_14",NA,0.791,NA,0.2382
16740,"City","Hispanic","2000",NA,0.23754,NA,0.00076
16740,"City","Hispanic","2005_09",NA,0.49402,NA,0.02678
16740,"City","Hispanic","2010_14",NA,0.76909,NA,0.10559
16740,"City","White","2000",NA,0.08715,NA,0.0064
16740,"City","White","2005_09",NA,0.21904,NA,0.01703
16740,"City","White","2010_14",NA,0.42616,NA,0.06276
16740,"Metro","All","2000",NA,0.22653,NA,0.01786
16740,"Metro","All","2005_09",NA,0.38678,NA,0.04577
16740,"Metro","All","2010_14",NA,0.57415,NA,0.10706
16740,"Metro","Black","2000",NA,0.42981,NA,0.04251
16740,"Metro","Black","2005_09",NA,0.57569,NA,0.11002
16740,"Metro","Black","2010_14",NA,0.74075,NA,0.19693
16740,"Metro","Hispanic","2000",NA,0.16479,NA,0.00036
16740,"Metro","Hispanic","2005_09",NA,0.42586,NA,0.01519
16740,"Metro","Hispanic","2010_14",NA,0.66002,NA,0.08586
16740,"Metro","White","2000",NA,0.06608,NA,0.00133
16740,"Metro","White","2005_09",NA,0.22936,NA,0.00888
16740,"Metro","White","2010_14",NA,0.39656,NA,0.03878
16740,"Suburb","All","2000",NA,0.15422,NA,0
16740,"Suburb","All","2005_09",NA,0.33572,NA,0.01273
16740,"Suburb","All","2010_14",NA,0.49448,NA,0.07096
16740,"Suburb","Black","2000",NA,0.32948,NA,0
16740,"Suburb","Black","2005_09",NA,0.51939,NA,0.02864
16740,"Suburb","Black","2010_14",NA,0.68652,NA,0.15239
16740,"Suburb","Hispanic","2000",NA,0.0972,NA,0
16740,"Suburb","Hispanic","2005_09",NA,0.37943,NA,0.0073
