"cbsa","geotype","groups","sh20_00to0509","sh20_00to0509s","sh20_0509to1014","sh20_0509to1014s","sh20_00to1014","sh20_00to1014s","sh40_00to0509","sh40_00to0509s","sh40_0509to1014","sh40_0509to1014s","sh40_00to1014","sh40_00to1014s"
16740,"Suburb","Black",0.18991,"1",0.16713,"1",0.35704,"1",0.02864,"1",0.12376,"1",0.15239,"1"
16740,"Suburb","Hispanic",0.28223,"1",0.16874,"1",0.45097,"1",0.0073,"0",0.05832,"1",0.06562,"1"
16740,"Suburb","White",0.17102,"1",0.15956,"1",0.33059,"1",0.0071,"1",0.02731,"1",0.03441,"1"
16860,"City","All",0.00612,"0",0.03459,"0",0.04072,"0",0.04674,"0",0.09096,"1",0.1377,"1"
16860,"City","Black",-0.00855,"0",0.1078,"0",0.09925,"1",0.01169,"0",0.16555,"1",0.17724,"1"
16860,"City","Hispanic",-0.03029,"0",-0.03888,"0",-0.06917,"0",0.09735,"0",0.1131,"0",0.21045,"1"
16860,"City","White",0.05,"0",-0.05807,"0",-0.00808,"0",0.13739,"1",-0.01252,"0",0.12486,"1"
16860,"Metro","All",0.05899,"1",0.02836,"0",0.08735,"1",0.02323,"1",0.02868,"1",0.05191,"1"
16860,"Metro","Black",0.00747,"0",0.06863,"0",0.07611,"0",0.00847,"0",0.13889,"1",0.14736,"1"
16860,"Metro","Hispanic",0.07712,"0",-0.04228,"0",0.03484,"0",0.07246,"0",0.06537,"0",0.13783,"1"
16860,"Metro","White",0.07722,"1",0.0331,"0",0.11032,"1",0.0389,"1",-0.00993,"0",0.02896,"1"
16860,"Suburb","All",0.10096,"1",0.0475,"0",0.14845,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
16860,"Suburb","Black",0.1617,"0",-0.16173,"0",-3e-05,"0",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
16860,"Suburb","Hispanic",0.16724,"0",-0.03061,"0",0.13663,"0",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
16860,"Suburb","White",0.08082,"1",0.07181,"1",0.15262,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
16980,"City","All",0.01947,"0",0.04784,"1",0.06731,"1",0.05236,"1",0.02283,"1",0.07519,"1"
16980,"City","Black",0.03184,"0",0.04667,"1",0.07851,"1",0.07803,"1",0.06615,"1",0.14419,"1"
16980,"City","Hispanic",0.02174,"0",0.08577,"1",0.10751,"1",0.05036,"1",0.00925,"0",0.05962,"1"
16980,"City","White",0.04822,"1",0.0293,"0",0.07752,"1",0.03019,"1",-0.00654,"0",0.02366,"1"
16980,"Metro","All",0.01043,"0",0.04178,"1",0.05221,"1",0.0215,"1",0.01245,"1",0.03395,"1"
16980,"Metro","Black",0.01864,"0",0.04339,"1",0.06203,"1",0.05005,"1",0.04951,"1",0.09956,"1"
16980,"Metro","Hispanic",0.02019,"0",0.09408,"1",0.11427,"1",0.03147,"1",0.00752,"0",0.03899,"1"
16980,"Metro","White",0.04845,"1",0.02448,"1",0.07292,"1",0.00222,"0",0.00472,"0",0.00694,"1"
16980,"Suburb","All",0.07185,"1",0.08367,"1",0.15552,"1",0.00896,"1",0.02477,"1",0.03373,"1"
16980,"Suburb","Black",0.0688,"1",0.08886,"1",0.15767,"1",0.0366,"1",0.0617,"1",0.09831,"1"
16980,"Suburb","Hispanic",0.09652,"1",0.15138,"1",0.2479,"1",0.01603,"1",0.01729,"1",0.03332,"1"
16980,"Suburb","White",0.05346,"1",0.03264,"1",0.0861,"1",-0.00956,"-1",0.01086,"1",0.0013,"0"
17140,"City","All",0.05144,"0",0.12199,"1",0.17343,"1",0.03106,"1",0.17998,"1",0.21104,"1"
17140,"City","Black",0.03305,"0",0.09939,"0",0.13243,"1",0.00596,"0",0.17189,"1",0.17785,"1"
17140,"City","Hispanic",0.09278,"0",-0.01998,"0",0.0728,"0",-0.11198,"0",0.2146,"0",0.10261,"0"
17140,"City","White",0.1043,"1",0.17959,"1",0.28389,"1",0.11804,"1",0.18654,"1",0.30459,"1"
17140,"Metro","All",0.10205,"1",0.07552,"1",0.17757,"1",0.02623,"1",0.04968,"1",0.07592,"1"
17140,"Metro","Black",0.01753,"0",0.06991,"0",0.08744,"1",-0.00344,"0",0.11302,"1",0.10958,"1"
17140,"Metro","Hispanic",0.10842,"0",0.13827,"0",0.24669,"1",0.03873,"0",0.01453,"0",0.05326,"1"
17140,"Metro","White",0.16177,"1",0.06611,"1",0.22787,"1",0.04658,"1",0.01912,"1",0.0657,"1"
17140,"Suburb","All",0.16867,"1",0.07335,"1",0.24202,"1",0.04419,"1",0.00554,"0",0.04973,"1"
17140,"Suburb","Black",0.0956,"1",0.07418,"0",0.16978,"1",0.06223,"1",0.05465,"1",0.11688,"1"
17140,"Suburb","Hispanic",0.13925,"0",0.19989,"1",0.33914,"1",0.09677,"1",-0.03481,"0",0.06195,"1"
17140,"Suburb","White",0.17483,"1",0.05736,"1",0.23219,"1",0.0342,"1",-0.00212,"0",0.03208,"1"
17460,"City","All",0.03045,"0",0.08907,"1",0.11951,"1",0.14861,"1",0.12117,"1",0.26979,"1"
17460,"City","Black",0.02308,"0",0.06506,"0",0.08813,"1",0.11917,"1",0.16825,"1",0.28742,"1"
17460,"City","Hispanic",0.01096,"0",0.07416,"0",0.08512,"0",0.19187,"1",0.0406,"0",0.23247,"1"
17460,"City","White",0.05683,"0",0.15807,"1",0.2149,"1",0.20676,"1",0.02507,"0",0.23183,"1"
17460,"Metro","All",0.02085,"0",0.06294,"1",0.0838,"1",0.08883,"1",0.04737,"1",0.1362,"1"
17460,"Metro","Black",0.00609,"0",0.04691,"0",0.053,"1",0.11321,"1",0.09313,"1",0.20634,"1"
17460,"Metro","Hispanic",0.01332,"0",0.08452,"0",0.09784,"1",0.13491,"1",0.01274,"0",0.14765,"1"
17460,"Metro","White",0.05433,"1",0.0727,"1",0.12703,"1",0.06417,"1",0.00817,"0",0.07234,"1"
17460,"Suburb","All",0.11042,"1",0.06198,"1",0.1724,"1",0.08043,"1",0.00212,"0",0.08256,"1"
17460,"Suburb","Black",0.08275,"1",0.04019,"0",0.12294,"1",0.18704,"1",-0.01932,"0",0.16772,"1"
17460,"Suburb","Hispanic",0.14762,"0",0.08291,"0",0.23053,"1",0.14831,"1",-0.03212,"0",0.11619,"1"
17460,"Suburb","White",0.09405,"1",0.06442,"1",0.15847,"1",0.02663,"1",0.01246,"1",0.03909,"1"
17820,"City","All",0.27564,"1",0.047,"0",0.32264,"1",0.02808,"1",-0.00328,"0",0.0248,"1"
17820,"City","Black",0.42268,"1",-0.00727,"0",0.41541,"1",0.04383,"1",-0.00686,"0",0.03698,"1"
17820,"City","Hispanic",0.30272,"1",0.11128,"0",0.414,"1",0.04403,"1",-0.00207,"0",0.04196,"1"
17820,"City","White",0.25124,"1",-0.01023,"0",0.24101,"1",0.01993,"1",-0.00644,"0",0.01349,"1"
17820,"Metro","All",0.29067,"1",-0.01687,"0",0.2738,"1",0.02079,"1",-0.00313,"0",0.01766,"1"
17820,"Metro","Black",0.42493,"1",-0.03716,"0",0.38777,"1",0.03687,"1",-0.00561,"0",0.03126,"1"
17820,"Metro","Hispanic",0.33817,"1",0.04221,"0",0.38039,"1",0.03634,"1",-0.00094,"0",0.0354,"1"
17820,"Metro","White",0.25527,"1",-0.05568,"0",0.19959,"1",0.01376,"1",-0.00585,"0",0.00791,"1"
17820,"Suburb","All",0.33122,"1",-0.17804,"-1",0.15319,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
17820,"Suburb","Black",0.46533,"0",-0.214,"0",0.25134,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
17820,"Suburb","Hispanic",0.48897,"1",-0.29928,"-1",0.18969,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
17820,"Suburb","White",0.26337,"1",-0.12649,"-1",0.13687,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
17900,"City","All",0.11155,"1",-0.00215,"0",0.1094,"1",-0.00638,"0",0.20384,"1",0.19746,"1"
17900,"City","Black",0.15149,"1",-0.03699,"0",0.1145,"1",-0.01093,"0",0.23832,"1",0.22739,"1"
17900,"City","Hispanic",0.16573,"0",-0.0934,"0",0.07234,"0",-0.01617,"0",0.37507,"0",0.35891,"0"
17900,"City","White",-0.0071,"0",0.13613,"0",0.12903,"1",0.03961,"0",0.07366,"0",0.11326,"1"
17900,"Metro","All",0.06118,"1",0.12651,"1",0.1877,"1",0.01034,"0",0.03397,"1",0.0443,"1"
17900,"Metro","Black",0.06082,"1",0.10334,"1",0.16416,"1",0.00509,"0",0.05824,"1",0.06333,"1"
17900,"Metro","Hispanic",0.16241,"0",0.17508,"0",0.3375,"1",0.00831,"0",0.0592,"0",0.06751,"1"
17900,"Metro","White",0.05329,"1",0.16395,"1",0.21724,"1",0.02528,"1",0.00219,"0",0.02747,"1"
17900,"Suburb","All",0.04973,"1",0.18292,"1",0.23265,"1",0.0171,"1",0.00821,"1",0.02531,"1"
17900,"Suburb","Black",0.02798,"0",0.18004,"1",0.20802,"1",0.01419,"1",0.01874,"1",0.03293,"1"
17900,"Suburb","Hispanic",0.10398,"0",0.25684,"1",0.36082,"1",0.00801,"1",0.02385,"0",0.03187,"1"
17900,"Suburb","White",0.06799,"1",0.17459,"1",0.24258,"1",0.02322,"1",-0.00688,"0",0.01634,"1"
18140,"City","All",0.16108,"1",0.03911,"0",0.20019,"1",0.09255,"1",0.11413,"1",0.20669,"1"
18140,"City","Black",0.13455,"1",-0.04002,"0",0.09453,"1",0.09008,"1",0.12897,"1",0.21905,"1"
18140,"City","Hispanic",0.2217,"1",0.13255,"0",0.35425,"1",0.00554,"0",0.17486,"1",0.1804,"1"
18140,"City","White",0.18758,"1",0.06089,"0",0.24848,"1",0.10911,"1",0.05777,"1",0.16688,"1"
18140,"Metro","All",0.16839,"1",0.04365,"1",0.21204,"1",0.06369,"1",0.05832,"1",0.12201,"1"
18140,"Metro","Black",0.14526,"1",-0.0392,"0",0.10606,"1",0.08622,"1",0.10249,"1",0.18871,"1"
18140,"Metro","Hispanic",0.18246,"1",0.06163,"0",0.24409,"1",0.03034,"0",0.12906,"1",0.15941,"1"
18140,"Metro","White",0.17181,"1",0.0511,"1",0.22291,"1",0.05485,"1",0.00771,"0",0.06256,"1"
18140,"Suburb","All",0.16495,"1",0.07139,"1",0.23634,"1",0.01959,"1",-0.00562,"0",0.01398,"1"
18140,"Suburb","Black",0.32228,"1",0.01966,"0",0.34194,"1",0.09248,"1",-0.01746,"0",0.07502,"1"
18140,"Suburb","Hispanic",0.06863,"0",-0.19875,"0",-0.13012,"-1",0.03953,"0",-0.0204,"0",0.01913,"1"
18140,"Suburb","White",0.14795,"1",0.08286,"1",0.23081,"1",0.01128,"1",-0.00656,"-1",0.00472,"1"
19100,"City","All",0.11276,"1",0.06863,"1",0.1814,"1",0.06457,"1",0.07847,"1",0.14304,"1"
19100,"City","Black",0.08998,"1",0.04933,"0",0.13932,"1",0.0629,"1",0.07094,"1",0.13384,"1"
19100,"City","Hispanic",0.10314,"1",0.0743,"1",0.17744,"1",0.08176,"1",0.09323,"1",0.175,"1"
19100,"City","White",0.13975,"1",0.08973,"1",0.22948,"1",0.05139,"1",0.02765,"1",0.07903,"1"
19100,"Metro","All",0.12839,"1",0.05029,"1",0.17868,"1",0.03104,"1",0.05173,"1",0.08276,"1"
19100,"Metro","Black",0.06941,"1",0.03841,"0",0.10782,"1",0.02821,"1",0.05449,"1",0.08271,"1"
19100,"Metro","Hispanic",0.13269,"1",0.05078,"1",0.18347,"1",0.04866,"1",0.06713,"1",0.11579,"1"
19100,"Metro","White",0.14311,"1",0.04612,"1",0.18924,"1",0.01638,"1",0.01704,"1",0.03342,"1"
19100,"Suburb","All",0.20592,"1",0.04895,"1",0.25487,"1",0.00085,"1",0.02919,"1",0.03003,"1"
19100,"Suburb","Black",0.16842,"1",0.02852,"0",0.19694,"1",0,"0",0.02656,"1",0.02656,"1"
19100,"Suburb","Hispanic",0.26181,"1",0.06182,"1",0.32362,"1",0.0019,"1",0.0466,"1",0.0485,"1"
19100,"Suburb","White",0.1547,"1",0.02855,"1",0.18324,"1",0.00025,"0",0.01294,"1",0.01319,"1"
19380,"City","All",0.08229,"1",0.08123,"0",0.16352,"1",0.28213,"1",0.10403,"1",0.38616,"1"
19380,"City","Black",0.05375,"0",0.05293,"0",0.10668,"1",0.38363,"1",-0.00176,"0",0.38187,"1"
19380,"City","Hispanic",-0.07495,"0",0.1486,"0",0.07364,"0",0.34875,"0",0.14583,"0",0.49458,"1"
19380,"City","White",0.14179,"1",0.11152,"0",0.25331,"1",0.1519,"1",0.25699,"1",0.40889,"1"
19380,"Metro","All",0.04764,"1",0.09956,"1",0.1472,"1",0.10915,"1",0.03246,"1",0.1416,"1"
19380,"Metro","Black",0.04627,"0",0.07477,"0",0.12104,"1",0.22868,"1",0.00896,"0",0.23764,"1"
19380,"Metro","Hispanic",0.15695,"0",0.08093,"0",0.23788,"1",0.1885,"0",0.05518,"0",0.24368,"1"
19380,"Metro","White",0.05383,"1",0.13905,"1",0.19288,"1",0.0411,"1",0.06312,"1",0.10422,"1"
19380,"Suburb","All",0.09352,"1",0.15241,"1",0.24593,"1",0,"#DIV/0!",0.01751,"1",0.01751,"1"
19380,"Suburb","Black",0.19482,"1",0.12726,"0",0.32208,"1",0,"#DIV/0!",0.04665,"1",0.04665,"1"
19380,"Suburb","Hispanic",0.27855,"0",0.06032,"0",0.33887,"1",0,"#DIV/0!",0,"0",0,"0"
19380,"Suburb","White",0.05154,"1",0.17837,"1",0.22991,"1",0,"#DIV/0!",0.01152,"1",0.01152,"1"
19660,"City","All",0,"#DIV/0!",0.5515,"1",0.5515,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
19660,"City","Black",0,"#DIV/0!",0.54878,"0",0.54878,"0",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
19660,"City","Hispanic",0,"#DIV/0!",0.56438,"1",0.56438,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
19660,"City","White",0,"#DIV/0!",0.55576,"1",0.55576,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
19660,"Metro","All",-0.01662,"0",0.22468,"1",0.20806,"1",0.01843,"1",0.04971,"1",0.06815,"1"
19660,"Metro","Black",-0.04568,"0",0.10233,"0",0.05665,"0",0.08543,"1",0.12519,"1",0.21061,"1"
19660,"Metro","Hispanic",0.09122,"1",0.3119,"1",0.40312,"1",0.01106,"0",0.02181,"0",0.03286,"1"
19660,"Metro","White",-0.00792,"0",0.22537,"1",0.21745,"1",0.00206,"0",0.02821,"1",0.03027,"1"
19660,"Suburb","All",0.00601,"0",0.18048,"1",0.18649,"1",0.02309,"1",0.05293,"1",0.07602,"1"
19660,"Suburb","Black",-0.02093,"0",0.07395,"0",0.05302,"0",0.09435,"1",0.1283,"1",0.22265,"1"
19660,"Suburb","Hispanic",0.21298,"1",0.17438,"0",0.38736,"1",0.0189,"0",0.02568,"0",0.04457,"1"
19660,"Suburb","White",-0.00213,"0",0.19793,"1",0.1958,"1",0.00226,"0",0.03015,"1",0.03242,"1"
19740,"City","All",0.16611,"1",0.05026,"1",0.21636,"1",0.04432,"1",0.03885,"1",0.08317,"1"
19740,"City","Black",0.14887,"1",0.05256,"0",0.20142,"1",0.07815,"1",0.01765,"0",0.0958,"1"
19740,"City","Hispanic",0.15503,"1",0.06048,"0",0.2155,"1",0.04397,"1",0.05847,"1",0.10244,"1"
19740,"City","White",0.15837,"1",0.02603,"0",0.1844,"1",0.03141,"1",-0.00193,"0",0.02947,"1"
19740,"Metro","All",0.18965,"1",0.01531,"0",0.20496,"1",0.02901,"1",0.01835,"1",0.04736,"1"
19740,"Metro","Black",0.17479,"1",0.02243,"0",0.19722,"1",0.06661,"1",0.01282,"0",0.07944,"1"
19740,"Metro","Hispanic",0.19581,"1",0.03376,"0",0.22957,"1",0.0289,"1",0.03388,"1",0.06278,"1"
19740,"Metro","White",0.15018,"1",0.00364,"0",0.15382,"1",0.01814,"1",-0.00523,"0",0.01292,"1"
19740,"Suburb","All",0.24289,"1",-0.00839,"0",0.23449,"1",0.00451,"1",-0.00451,"-1",0,"0"
19740,"Suburb","Black",0.44622,"1",-0.13253,"0",0.31369,"1",0,"0",0,"0",0,"0"
19740,"Suburb","Hispanic",0.35387,"1",0.01369,"0",0.36756,"1",0.00063,"0",-0.00063,"0",0,"0"
19740,"Suburb","White",0.14394,"1",-0.00313,"0",0.14082,"1",0.0059,"1",-0.0059,"-1",0,"0"
19780,"City","All",0.16875,"1",0.10386,"1",0.27261,"1",0.04721,"1",0.02382,"0",0.07103,"1"
19780,"City","Black",0.05025,"0",0.15896,"0",0.2092,"1",0.01834,"1",0.08891,"1",0.10725,"1"
19780,"City","Hispanic",0.05424,"0",0.17452,"0",0.22876,"1",0.06875,"1",0.03267,"0",0.10142,"1"
19780,"City","White",0.25446,"1",0.05439,"0",0.30885,"1",0.04833,"1",-0.00406,"0",0.04426,"1"
19780,"Metro","All",0.10241,"1",0.04872,"0",0.15113,"1",0.02852,"1",0.01147,"0",0.03999,"1"
19780,"Metro","Black",0.02289,"0",0.14077,"0",0.16366,"1",0.01574,"1",0.07345,"1",0.0892,"1"
19780,"Metro","Hispanic",0.04343,"0",0.11149,"0",0.15492,"1",0.05105,"1",0.02088,"0",0.07193,"1"
19780,"Metro","White",0.13356,"1",-0.00485,"0",0.12871,"1",0.02498,"1",-0.00554,"0",0.01944,"1"
19780,"Suburb","All",0,"#DIV/0!",0.03118,"1",0.03118,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
19780,"Suburb","Black",0,"#DIV/0!",0.15653,"0",0.15653,"0",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
19780,"Suburb","Hispanic",0,"#DIV/0!",0.02278,"0",0.02278,"0",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
19780,"Suburb","White",0,"#DIV/0!",0.02083,"1",0.02083,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
19820,"City","All",0.09834,"1",0.03263,"0",0.13097,"1",0.2633,"1",0.16813,"1",0.43143,"1"
19820,"City","Black",0.09079,"1",0.04197,"0",0.13276,"1",0.27647,"1",0.17,"1",0.44647,"1"
19820,"City","Hispanic",0.03147,"0",2e-05,"0",0.03149,"0",0.3088,"1",0.1254,"0",0.43421,"1"
19820,"City","White",0.19969,"1",-0.01175,"0",0.18794,"1",0.17155,"1",0.18171,"1",0.35326,"1"
19820,"Metro","All",0.05963,"1",0.03628,"1",0.09591,"1",0.14409,"1",0.0835,"1",0.22759,"1"
19820,"Metro","Black",0.0716,"1",0.0172,"0",0.0888,"1",0.22775,"1",0.11903,"1",0.34678,"1"
19820,"Metro","Hispanic",0.0549,"0",0.01712,"0",0.07202,"1",0.18095,"1",0.06955,"1",0.25051,"1"
19820,"Metro","White",0.09794,"1",0.08141,"1",0.17935,"1",0.0583,"1",0.06131,"1",0.11961,"1"
19820,"Suburb","All",0.06919,"1",0.12909,"1",0.19828,"1",0.03399,"1",0.07455,"1",0.10854,"1"
19820,"Suburb","Black",0.05968,"1",0.0663,"0",0.12598,"1",0.04566,"1",0.08453,"1",0.13019,"1"
19820,"Suburb","Hispanic",0.17418,"1",0.12566,"0",0.29984,"1",0.03225,"0",0.07638,"1",0.10863,"1"
19820,"Suburb","White",0.07087,"1",0.13362,"1",0.20449,"1",0.03296,"1",0.06095,"1",0.09391,"1"
21340,"City","All",0.00601,"0",-0.03501,"0",-0.029,"0",0.13802,"1",-0.11047,"-1",0.02755,"1"
21340,"City","Black",-0.11766,"0",0.06446,"0",-0.0532,"0",0.08242,"0",-0.03301,"0",0.04941,"0"
21340,"City","Hispanic",0.00657,"0",-0.03524,"0",-0.02867,"0",0.14376,"1",-0.11256,"-1",0.0312,"1"
21340,"City","White",0.06054,"0",-0.0833,"0",-0.02276,"0",0.09683,"1",-0.10977,"-1",-0.01294,"0"
21340,"Metro","All",0.00583,"0",-0.04636,"0",-0.04053,"-1",0.14815,"1",-0.07712,"-1",0.07103,"1"
21340,"Metro","Black",-0.16227,"0",-0.01189,"0",-0.17416,"-1",0.07552,"0",-0.01703,"0",0.05848,"0"
21340,"Metro","Hispanic",0.00931,"0",-0.04505,"0",-0.03574,"0",0.15223,"1",-0.07573,"-1",0.0765,"1"
21340,"Metro","White",0.01196,"0",-0.08354,"0",-0.07157,"0",0.12011,"1",-0.10287,"-1",0.01724,"0"
21340,"Suburb","All",0.00301,"0",-0.12328,"0",-0.12027,"-1",0.18618,"1",-0.00023,"0",0.18595,"1"
21340,"Suburb","Black",-0.51368,"0",-0.17889,"0",-0.69257,"-1",-0.00835,"0",0.09064,"0",0.08229,"0"
21340,"Suburb","Hispanic",0.01574,"0",-0.11222,"0",-0.09648,"-1",0.18183,"1",0.00976,"0",0.1916,"1"
21340,"Suburb","White",-0.28421,"0",-0.11867,"0",-0.40288,"-1",0.32658,"1",-0.12591,"0",0.20067,"1"
23420,"City","All",-0.04581,"0",0.12621,"1",0.08041,"1",-0.14507,"-1",0.20718,"1",0.0621,"1"
23420,"City","Black",-0.01529,"0",0.11692,"0",0.10163,"0",-0.15933,"-1",0.21307,"1",0.05374,"0"
23420,"City","Hispanic",-0.04403,"0",0.10796,"1",0.06393,"0",-0.14927,"-1",0.22007,"1",0.0708,"1"
23420,"City","White",-0.03922,"0",0.14323,"1",0.10401,"1",-0.06771,"-1",0.12909,"1",0.06138,"1"
23420,"Metro","All",-0.02787,"0",0.11454,"1",0.08667,"1",-0.0659,"-1",0.1871,"1",0.1212,"1"
23420,"Metro","Black",-0.04011,"0",0.13994,"0",0.09984,"0",-0.14635,"-1",0.21595,"1",0.0696,"0"
23420,"Metro","Hispanic",-0.01879,"0",0.09437,"1",0.07558,"1",-0.03318,"-1",0.20232,"1",0.16914,"1"
23420,"Metro","White",-0.0085,"0",0.14005,"1",0.13154,"1",-0.03727,"-1",0.10221,"1",0.06494,"1"
23420,"Suburb","All",0.00019,"0",0.09985,"1",0.10004,"1",0.04983,"1",0.16192,"1",0.21175,"1"
23420,"Suburb","Black",-0.332,"0",0.42211,"0",0.09011,"0",-0.20428,"-1",0.34622,"1",0.14193,"0"
23420,"Suburb","Hispanic",0.00605,"0",0.07741,"0",0.08346,"1",0.07957,"1",0.1741,"1",0.25367,"1"
23420,"Suburb","White",0.02039,"0",0.15519,"1",0.17558,"1",-0.00387,"0",0.07899,"1",0.07512,"1"
24340,"City","All",0.18131,"1",0.06814,"0",0.24945,"1",0.10203,"1",0.24453,"1",0.34656,"1"
24340,"City","Black",0.10819,"0",0.09496,"0",0.20315,"1",0.00816,"0",0.337,"1",0.34515,"1"
24340,"City","Hispanic",0.09547,"0",0.00678,"0",0.10225,"0",0.29296,"1",0.23832,"1",0.53128,"1"
24340,"City","White",0.30083,"1",0.09615,"0",0.39698,"1",0.07588,"1",0.14235,"1",0.21823,"1"
24340,"Metro","All",0.14233,"1",0.07923,"1",0.22155,"1",0.03462,"1",0.08069,"1",0.11531,"1"
24340,"Metro","Black",0.0771,"0",0.09555,"0",0.17266,"1",-0.00678,"0",0.22698,"1",0.22019,"1"
24340,"Metro","Hispanic",0.12835,"1",0.03443,"0",0.16278,"1",0.14892,"1",0.07885,"1",0.22777,"1"
24340,"Metro","White",0.15484,"1",0.0815,"1",0.23634,"1",0.01529,"1",0.02859,"1",0.04388,"1"
24340,"Suburb","All",0.15104,"1",0.10548,"1",0.25652,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
24340,"Suburb","Black",0.24169,"1",0.16646,"0",0.40815,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
24340,"Suburb","Hispanic",0.26192,"1",0.14392,"1",0.40584,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
24340,"Suburb","White",0.12425,"1",0.08209,"1",0.20634,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
24660,"City","All",0.33031,"1",-0.03162,"0",0.29869,"1",0.14499,"1",0.10279,"1",0.24778,"1"
24660,"City","Black",0.28382,"1",-0.06594,"0",0.21788,"1",0.16808,"1",0.0926,"1",0.26068,"1"
24660,"City","Hispanic",0.34613,"1",0.0977,"0",0.44382,"1",0.15444,"1",0.09964,"0",0.25408,"1"
24660,"City","White",0.37578,"1",-0.04327,"0",0.33251,"1",0.08635,"1",0.11814,"1",0.2045,"1"
24660,"Metro","All",0.28419,"1",0.09318,"1",0.37736,"1",0.08697,"1",0.05677,"1",0.14374,"1"
24660,"Metro","Black",0.28383,"1",0.02413,"0",0.30796,"1",0.14059,"1",0.07578,"1",0.21636,"1"
24660,"Metro","Hispanic",0.37361,"1",0.13984,"0",0.51345,"1",0.10048,"1",0.02451,"0",0.12499,"1"
24660,"Metro","White",0.24988,"1",0.12012,"1",0.37001,"1",0.03611,"1",0.03812,"1",0.07423,"1"
24660,"Suburb","All",0.24463,"1",0.22751,"1",0.47214,"1",0.02377,"1",-0.00582,"0",0.01795,"1"
24660,"Suburb","Black",0.21808,"1",0.34151,"1",0.5596,"1",0.02782,"1",0.02549,"0",0.0533,"1"
24660,"Suburb","Hispanic",0.42246,"1",0.14968,"0",0.57214,"1",0.06758,"1",-0.05061,"-1",0.01698,"1"
24660,"Suburb","White",0.19514,"1",0.20013,"1",0.39527,"1",0.01128,"1",-0.00617,"0",0.00511,"1"
24860,"City","All",0.0186,"0",-0.14654,"-1",-0.12795,"-1",0.27802,"1",0.02212,"0",0.30015,"1"
24860,"City","Black",0.0481,"0",-0.12024,"0",-0.07214,"0",0.3821,"1",0.06377,"0",0.44587,"1"
24860,"City","Hispanic",-0.09739,"0",0.15648,"0",0.05909,"0",0.04378,"0",0.15681,"0",0.20059,"1"
24860,"City","White",0.00176,"0",-0.16359,"-1",-0.16183,"-1",0.1106,"1",0.01488,"0",0.12548,"1"
24860,"Metro","All",0.19411,"1",0.08891,"1",0.28302,"1",0.06615,"1",0.0542,"1",0.12035,"1"
24860,"Metro","Black",0.22853,"1",0.06914,"0",0.29767,"1",0.19326,"1",0.021,"0",0.21426,"1"
24860,"Metro","Hispanic",0.36867,"1",0.05568,"0",0.42435,"1",0.11744,"1",0.12471,"1",0.24215,"1"
24860,"Metro","White",0.16537,"1",0.09999,"1",0.26536,"1",0.00321,"0",0.05498,"1",0.05818,"1"
24860,"Suburb","All",0.21253,"1",0.11207,"1",0.32461,"1",0.04365,"1",0.06354,"1",0.10719,"1"
24860,"Suburb","Black",0.26838,"1",0.11327,"1",0.38165,"1",0.14452,"1",0.03569,"0",0.18021,"1"
24860,"Suburb","Hispanic",0.39307,"1",0.05175,"0",0.44482,"1",0.12016,"1",0.12345,"1",0.2436,"1"
24860,"Suburb","White",0.17282,"1",0.11194,"1",0.28475,"1",-0.00196,"0",0.05708,"1",0.05511,"1"
25420,"City","All",0.14328,"1",0.05867,"0",0.20195,"1",0.16537,"1",0.05583,"0",0.2212,"1"
25420,"City","Black",0.19135,"1",0.00899,"0",0.20035,"1",0.19165,"1",0.02802,"0",0.21966,"1"
25420,"City","Hispanic",-0.02633,"0",0.05815,"0",0.03182,"0",0.11927,"0",0.06403,"0",0.1833,"0"
25420,"City","White",0.24515,"0",0.20287,"0",0.44803,"1",0.18955,"1",0.17373,"0",0.36327,"1"
25420,"Metro","All",0.0304,"0",0.06587,"1",0.09627,"1",0.04931,"1",0.00874,"0",0.05804,"1"
25420,"Metro","Black",0.13492,"0",-0.03332,"0",0.1016,"0",0.14052,"1",-0.02495,"0",0.11558,"1"
