"cbsa","geotype","groups","yr","poor","poor20","poor20sh","poor40","poor40sh"
17460,"Suburb","All","2010_14",176201,65668,0.37269,14547,0.08256
17460,"Suburb","Black","2000",26458,12552,0.47441,0,0
17460,"Suburb","Black","2005_09",41311,23017,0.55716,7727,0.18704
17460,"Suburb","Black","2010_14",49450,29539,0.59735,8294,0.16772
17460,"Suburb","Hispanic","2000",5719,2400,0.41965,0,0
17460,"Suburb","Hispanic","2005_09",12211,6927,0.56728,1811,0.14831
17460,"Suburb","Hispanic","2010_14",13796,8970,0.65019,1603,0.11619
17460,"Suburb","White","2000",65754,5039,0.07663,0,0
17460,"Suburb","White","2005_09",91290,15582,0.17069,2431,0.02663
17460,"Suburb","White","2010_14",104166,24490,0.23511,4072,0.03909
17820,"City","All","2000",30009,4399,0.14659,631,0.02103
17820,"City","All","2005_09",44878,18949,0.42223,2204,0.04911
17820,"City","All","2010_14",57692,27071,0.46923,2644,0.04583
17820,"City","Black","2000",4056,717,0.17678,56,0.01381
17820,"City","Black","2005_09",4771,2860,0.59946,275,0.05764
17820,"City","Black","2010_14",6498,3848,0.59218,330,0.05078
17820,"City","Hispanic","2000",7126,1471,0.20643,179,0.02512
17820,"City","Hispanic","2005_09",14259,7260,0.50915,986,0.06915
17820,"City","Hispanic","2010_14",19111,11857,0.62043,1282,0.06708
17820,"City","White","2000",16245,1814,0.11167,320,0.0197
17820,"City","White","2005_09",23367,8480,0.3629,926,0.03963
17820,"City","White","2010_14",28054,9894,0.35268,931,0.03319
17820,"Metro","All","2000",40843,4399,0.10771,631,0.01545
17820,"Metro","All","2005_09",60825,24231,0.39837,2204,0.03624
17820,"Metro","All","2010_14",79861,30467,0.3815,2644,0.03311
17820,"Metro","Black","2000",4649,717,0.15423,56,0.01205
17820,"Metro","Black","2005_09",5622,3256,0.57915,275,0.04891
17820,"Metro","Black","2010_14",7620,4130,0.54199,330,0.04331
17820,"Metro","Hispanic","2000",8790,1471,0.16735,179,0.02036
17820,"Metro","Hispanic","2005_09",17388,8790,0.50552,986,0.05671
17820,"Metro","Hispanic","2010_14",22991,12593,0.54774,1282,0.05576
17820,"Metro","White","2000",23680,1814,0.0766,320,0.01351
17820,"Metro","White","2005_09",33953,11268,0.33187,926,0.02727
17820,"Metro","White","2010_14",43455,12002,0.27619,931,0.02142
17820,"Suburb","All","2000",10834,0,0,0,0
17820,"Suburb","All","2005_09",15947,5282,0.33122,0,0
17820,"Suburb","All","2010_14",22169,3396,0.15319,0,0
17820,"Suburb","Black","2000",593,0,0,0,0
17820,"Suburb","Black","2005_09",851,396,0.46533,0,0
17820,"Suburb","Black","2010_14",1122,282,0.25134,0,0
17820,"Suburb","Hispanic","2000",1664,0,0,0,0
17820,"Suburb","Hispanic","2005_09",3129,1530,0.48897,0,0
17820,"Suburb","Hispanic","2010_14",3880,736,0.18969,0,0
17820,"Suburb","White","2000",7435,0,0,0,0
17820,"Suburb","White","2005_09",10586,2788,0.26337,0,0
17820,"Suburb","White","2010_14",15401,2108,0.13687,0,0
17900,"City","All","2000",17200,12180,0.70814,4242,0.24663
17900,"City","All","2005_09",20054,16438,0.81969,4818,0.24025
17900,"City","All","2010_14",21446,17533,0.81754,9524,0.44409
17900,"City","Black","2000",12225,9500,0.7771,4055,0.3317
17900,"City","Black","2005_09",13848,12859,0.92858,4442,0.32077
17900,"City","Black","2010_14",14547,12970,0.89159,8133,0.55908
17900,"City","Hispanic","2000",283,184,0.65018,14,0.04947
17900,"City","Hispanic","2005_09",1081,882,0.81591,36,0.0333
17900,"City","Hispanic","2010_14",1146,828,0.72251,468,0.40838
17900,"City","White","2000",4178,2145,0.5134,135,0.03231
17900,"City","White","2005_09",4519,2288,0.50631,325,0.07192
17900,"City","White","2010_14",5255,3376,0.64244,765,0.14558
17900,"Metro","All","2000",73840,27051,0.36635,4242,0.05745
17900,"Metro","All","2005_09",88293,37748,0.42753,5985,0.06779
17900,"Metro","All","2010_14",117493,65096,0.55404,11955,0.10175
17900,"Metro","Black","2000",41932,19941,0.47556,4055,0.0967
17900,"Metro","Black","2005_09",48459,25992,0.53637,4933,0.1018
17900,"Metro","Black","2010_14",60219,38523,0.63972,9637,0.16003
17900,"Metro","Hispanic","2000",3113,685,0.22004,14,0.0045
17900,"Metro","Hispanic","2005_09",5700,2180,0.38246,73,0.01281
17900,"Metro","Hispanic","2010_14",10749,5993,0.55754,774,0.07201
17900,"Metro","White","2000",26585,5816,0.21877,135,0.00508
17900,"Metro","White","2005_09",30832,8388,0.27206,936,0.03036
17900,"Metro","White","2010_14",41912,18274,0.43601,1364,0.03254
17900,"Suburb","All","2000",56640,14871,0.26255,0,0
17900,"Suburb","All","2005_09",68239,21310,0.31228,1167,0.0171
17900,"Suburb","All","2010_14",96047,47563,0.49521,2431,0.02531
17900,"Suburb","Black","2000",29707,10441,0.35147,0,0
17900,"Suburb","Black","2005_09",34611,13133,0.37945,491,0.01419
17900,"Suburb","Black","2010_14",45672,25553,0.55949,1504,0.03293
17900,"Suburb","Hispanic","2000",2830,501,0.17703,0,0
17900,"Suburb","Hispanic","2005_09",4619,1298,0.28101,37,0.00801
17900,"Suburb","Hispanic","2010_14",9603,5165,0.53785,306,0.03187
17900,"Suburb","White","2000",22407,3671,0.16383,0,0
17900,"Suburb","White","2005_09",26313,6100,0.23182,611,0.02322
17900,"Suburb","White","2010_14",36657,14898,0.40642,599,0.01634
18140,"City","All","2000",85759,46233,0.5391,10000,0.11661
18140,"City","All","2005_09",130063,91068,0.70018,27204,0.20916
18140,"City","All","2010_14",153719,113643,0.73929,49696,0.32329
18140,"City","Black","2000",37457,26530,0.70828,6425,0.17153
18140,"City","Black","2005_09",56186,47355,0.84283,14699,0.26161
18140,"City","Black","2010_14",73122,58703,0.80281,28560,0.39058
18140,"City","Hispanic","2000",2588,1145,0.44243,295,0.11399
18140,"City","Hispanic","2005_09",8542,5673,0.66413,1021,0.11953
18140,"City","Hispanic","2010_14",13319,10611,0.79668,3921,0.29439
18140,"City","White","2000",38163,15109,0.39591,2433,0.06375
18140,"City","White","2005_09",57485,33542,0.58349,9937,0.17286
18140,"City","White","2010_14",55889,36014,0.64438,12890,0.23064
18140,"Metro","All","2000",149535,49978,0.33422,10000,0.06687
18140,"Metro","All","2005_09",222184,111673,0.50261,29009,0.13056
18140,"Metro","All","2010_14",271843,148497,0.54626,51347,0.18888
18140,"Metro","Black","2000",42263,26941,0.63746,6425,0.15202
18140,"Metro","Black","2005_09",65193,51028,0.78272,15532,0.23825
18140,"Metro","Black","2010_14",86838,64566,0.74352,29589,0.34074
18140,"Metro","Hispanic","2000",4672,1884,0.40325,295,0.06314
18140,"Metro","Hispanic","2005_09",12665,7418,0.58571,1184,0.09349
18140,"Metro","Hispanic","2010_14",18023,11667,0.64734,4011,0.22255
18140,"Metro","White","2000",92185,17466,0.18947,2433,0.02639
18140,"Metro","White","2005_09",132758,47963,0.36128,10786,0.08125
18140,"Metro","White","2010_14",149892,61812,0.41238,13334,0.08896
18140,"Suburb","All","2000",63776,3745,0.05872,0,0
18140,"Suburb","All","2005_09",92121,20605,0.22367,1805,0.01959
18140,"Suburb","All","2010_14",118124,34854,0.29506,1651,0.01398
18140,"Suburb","Black","2000",4806,411,0.08552,0,0
18140,"Suburb","Black","2005_09",9007,3673,0.40779,833,0.09248
18140,"Suburb","Black","2010_14",13716,5863,0.42746,1029,0.07502
18140,"Suburb","Hispanic","2000",2084,739,0.35461,0,0
18140,"Suburb","Hispanic","2005_09",4123,1745,0.42324,163,0.03953
18140,"Suburb","Hispanic","2010_14",4704,1056,0.22449,90,0.01913
18140,"Suburb","White","2000",54022,2357,0.04363,0,0
18140,"Suburb","White","2005_09",75273,14421,0.19158,849,0.01128
18140,"Suburb","White","2010_14",94003,25798,0.27444,444,0.00472
19100,"City","All","2000",322490,193688,0.6006,26968,0.08362
19100,"City","All","2005_09",432783,308732,0.71336,64137,0.1482
19100,"City","All","2010_14",504771,394730,0.782,114416,0.22667
19100,"City","Black","2000",105001,72433,0.68983,18576,0.17691
19100,"City","Black","2005_09",124431,97033,0.77981,29840,0.23981
19100,"City","Black","2010_14",152126,126135,0.82915,47273,0.31075
19100,"City","Hispanic","2000",146960,98794,0.67225,6458,0.04394
19100,"City","Hispanic","2005_09",223995,173684,0.77539,28158,0.12571
19100,"City","Hispanic","2010_14",251124,213379,0.8497,54981,0.21894
19100,"City","White","2000",56238,16890,0.30033,1314,0.02336
19100,"City","White","2005_09",69363,30525,0.44008,5185,0.07475
19100,"City","White","2010_14",77296,40952,0.52981,7915,0.1024
19100,"Metro","All","2000",540768,214012,0.39576,26968,0.04987
19100,"Metro","All","2005_09",796545,417508,0.52415,64445,0.08091
19100,"Metro","All","2010_14",967437,555730,0.57444,128312,0.13263
19100,"Metro","Black","2000",134514,77673,0.57743,18576,0.1381
19100,"Metro","Black","2005_09",179424,116059,0.64684,29840,0.16631
19100,"Metro","Black","2010_14",222568,152515,0.68525,49144,0.2208
19100,"Metro","Hispanic","2000",217377,108636,0.49976,6458,0.02971
19100,"Metro","Hispanic","2005_09",362674,229374,0.63245,28422,0.07837
19100,"Metro","Hispanic","2010_14",441274,301493,0.68323,64204,0.1455
19100,"Metro","White","2000",159464,20909,0.13112,1314,0.00824
19100,"Metro","White","2005_09",212078,58159,0.27423,5221,0.02462
19100,"Metro","White","2010_14",242188,77587,0.32036,10090,0.04166
19100,"Suburb","All","2000",218278,20324,0.09311,0,0
19100,"Suburb","All","2005_09",363762,108776,0.29903,308,0.00085
19100,"Suburb","All","2010_14",462666,161000,0.34798,13896,0.03003
19100,"Suburb","Black","2000",29513,5240,0.17755,0,0
19100,"Suburb","Black","2005_09",54993,19026,0.34597,0,0
19100,"Suburb","Black","2010_14",70442,26380,0.37449,1871,0.02656
19100,"Suburb","Hispanic","2000",70417,9842,0.13977,0,0
19100,"Suburb","Hispanic","2005_09",138679,55690,0.40157,264,0.0019
19100,"Suburb","Hispanic","2010_14",190150,88114,0.46339,9223,0.0485
19100,"Suburb","White","2000",103226,4019,0.03893,0,0
19100,"Suburb","White","2005_09",142715,27634,0.19363,36,0.00025
19100,"Suburb","White","2010_14",164892,36635,0.22218,2175,0.01319
19380,"City","All","2000",36981,28880,0.78094,4473,0.12095
19380,"City","All","2005_09",41770,36057,0.86323,16837,0.40309
19380,"City","All","2010_14",47551,44910,0.94446,24114,0.50712
19380,"City","Black","2000",21158,18572,0.87778,4102,0.19387
19380,"City","Black","2005_09",23134,21550,0.93153,13360,0.5775
19380,"City","Black","2010_14",24643,24260,0.98446,14188,0.57574
19380,"City","Hispanic","2000",637,576,0.90424,10,0.0157
19380,"City","Hispanic","2005_09",1564,1297,0.82928,570,0.36445
19380,"City","Hispanic","2010_14",2577,2520,0.97788,1315,0.51028
19380,"City","White","2000",13924,8871,0.6371,266,0.0191
19380,"City","White","2005_09",16087,12530,0.77889,2751,0.17101
19380,"City","White","2010_14",18040,16063,0.89041,7721,0.42799
19380,"Metro","All","2000",76916,35031,0.45544,4473,0.05815
19380,"Metro","All","2005_09",100639,50630,0.50309,16837,0.1673
19380,"Metro","All","2010_14",127744,76984,0.60264,25518,0.19976
19380,"Metro","Black","2000",28444,20702,0.72782,4102,0.14421
19380,"Metro","Black","2005_09",35828,27734,0.77409,13360,0.37289
19380,"Metro","Black","2010_14",38897,33018,0.84886,14853,0.38185
19380,"Metro","Hispanic","2000",1393,612,0.43934,10,0.00718
19380,"Metro","Hispanic","2005_09",2913,1737,0.59629,570,0.19567
19380,"Metro","Hispanic","2010_14",5242,3550,0.67722,1315,0.25086
19380,"Metro","White","2000",43489,12522,0.28793,266,0.00612
19380,"Metro","White","2005_09",58262,19912,0.34177,2751,0.04722
19380,"Metro","White","2010_14",76033,36558,0.48082,8389,0.11033
19380,"Suburb","All","2000",39935,6151,0.15403,0,0
19380,"Suburb","All","2005_09",58869,14573,0.24755,0,0
19380,"Suburb","All","2010_14",80193,32074,0.39996,1404,0.01751
19380,"Suburb","Black","2000",7286,2130,0.29234,0,0
19380,"Suburb","Black","2005_09",12694,6184,0.48716,0,0
19380,"Suburb","Black","2010_14",14254,8758,0.61442,665,0.04665
19380,"Suburb","Hispanic","2000",756,36,0.04762,0,0
19380,"Suburb","Hispanic","2005_09",1349,440,0.32617,0,0
19380,"Suburb","Hispanic","2010_14",2665,1030,0.38649,0,0
19380,"Suburb","White","2000",29565,3651,0.12349,0,0
19380,"Suburb","White","2005_09",42175,7382,0.17503,0,0
19380,"Suburb","White","2010_14",57993,20495,0.3534,668,0.01152
19660,"City","All","2000",2545,0,0,0,0
19660,"City","All","2005_09",9003,0,0,0,0
19660,"City","All","2010_14",9271,5113,0.5515,0,0
19660,"City","Black","2000",193,0,0,0,0
19660,"City","Black","2005_09",778,0,0,0,0
19660,"City","Black","2010_14",902,495,0.54878,0,0
19660,"City","Hispanic","2000",622,0,0,0,0
19660,"City","Hispanic","2005_09",3822,0,0,0,0
19660,"City","Hispanic","2010_14",4318,2437,0.56438,0,0
19660,"City","White","2000",1613,0,0,0,0
19660,"City","White","2005_09",3974,0,0,0,0
19660,"City","White","2010_14",3856,2143,0.55576,0,0
19660,"Metro","All","2000",49273,13847,0.28103,1112,0.02257
19660,"Metro","All","2005_09",71753,18972,0.26441,2942,0.041
19660,"Metro","All","2010_14",101628,49705,0.48909,9219,0.09071
19660,"Metro","Black","2000",11068,7559,0.68296,1098,0.0992
19660,"Metro","Black","2005_09",14223,9064,0.63728,2626,0.18463
19660,"Metro","Black","2010_14",21164,15653,0.73961,6557,0.30982
19660,"Metro","Hispanic","2000",5513,1021,0.1852,28,0.00508
19660,"Metro","Hispanic","2005_09",11092,3066,0.27642,179,0.01614
19660,"Metro","Hispanic","2010_14",17579,10342,0.58832,667,0.03794
19660,"Metro","White","2000",30753,4649,0.15117,0,0
19660,"Metro","White","2005_09",44161,6326,0.14325,91,0.00206
19660,"Metro","White","2010_14",58209,21457,0.36862,1762,0.03027
19660,"Suburb","All","2000",46728,13847,0.29633,1112,0.0238
19660,"Suburb","All","2005_09",62750,18972,0.30234,2942,0.04688
19660,"Suburb","All","2010_14",92357,44592,0.48282,9219,0.09982
19660,"Suburb","Black","2000",10875,7559,0.69508,1098,0.10097
19660,"Suburb","Black","2005_09",13445,9064,0.67415,2626,0.19531
19660,"Suburb","Black","2010_14",20262,15158,0.7481,6557,0.32361
19660,"Suburb","Hispanic","2000",4891,1021,0.20875,28,0.00572
19660,"Suburb","Hispanic","2005_09",7270,3066,0.42173,179,0.02462
19660,"Suburb","Hispanic","2010_14",13261,7905,0.59611,667,0.0503
19660,"Suburb","White","2000",29140,4649,0.15954,0,0
19660,"Suburb","White","2005_09",40187,6326,0.15741,91,0.00226
19660,"Suburb","White","2010_14",54353,19314,0.35534,1762,0.03242
19740,"City","All","2000",109121,42723,0.39152,1930,0.01769
19740,"City","All","2005_09",168468,93942,0.55763,10446,0.06201
19740,"City","All","2010_14",182912,111189,0.60788,18448,0.10086
19740,"City","Black","2000",16111,7054,0.43784,302,0.01874
19740,"City","Black","2005_09",28401,16663,0.5867,2752,0.0969
19740,"City","Black","2010_14",31236,19968,0.63926,3578,0.11455
19740,"City","Hispanic","2000",50962,26493,0.51986,1255,0.02463
19740,"City","Hispanic","2005_09",81463,54978,0.67488,5588,0.0686
19740,"City","Hispanic","2010_14",84961,62477,0.73536,10796,0.12707
19740,"City","White","2000",34407,7179,0.20865,242,0.00703
19740,"City","White","2005_09",49689,18237,0.36702,1910,0.03844
19740,"City","White","2010_14",55441,21791,0.39305,2024,0.03651
19740,"Metro","All","2000",170708,46521,0.27252,1930,0.01131
19740,"Metro","All","2005_09",270499,125016,0.46217,10906,0.04032
19740,"Metro","All","2010_14",314458,150148,0.47748,18448,0.05867
19740,"Metro","Black","2000",17767,7219,0.40632,302,0.017
19740,"Metro","Black","2005_09",32915,19127,0.5811,2752,0.08361
19740,"Metro","Black","2010_14",37103,22393,0.60354,3578,0.09643
19740,"Metro","Hispanic","2000",69124,28488,0.41213,1255,0.01816
19740,"Metro","Hispanic","2005_09",119275,72512,0.60794,5612,0.04705
19740,"Metro","Hispanic","2010_14",133394,85599,0.6417,10796,0.08093
19740,"Metro","White","2000",70901,8560,0.12073,242,0.00341
19740,"Metro","White","2005_09",103274,27978,0.27091,2226,0.02155
19740,"Metro","White","2010_14",123952,34031,0.27455,2024,0.01633
19740,"Suburb","All","2000",61587,3798,0.06167,0,0
19740,"Suburb","All","2005_09",102031,31074,0.30455,460,0.00451
19740,"Suburb","All","2010_14",131546,38959,0.29616,0,0
19740,"Suburb","Black","2000",1656,165,0.09964,0,0
19740,"Suburb","Black","2005_09",4514,2464,0.54586,0,0
19740,"Suburb","Black","2010_14",5867,2425,0.41333,0,0
19740,"Suburb","Hispanic","2000",18162,1995,0.10984,0,0
19740,"Suburb","Hispanic","2005_09",37812,17534,0.46372,24,0.00063
19740,"Suburb","Hispanic","2010_14",48433,23122,0.4774,0,0
19740,"Suburb","White","2000",36494,1381,0.03784,0,0
19740,"Suburb","White","2005_09",53585,9741,0.18179,316,0.0059
19740,"Suburb","White","2010_14",68511,12240,0.17866,0,0
19780,"City","All","2000",21036,8395,0.39908,0,0
19780,"City","All","2005_09",28234,16032,0.56783,1333,0.04721
19780,"City","All","2010_14",36602,24585,0.67168,2600,0.07103
19780,"City","Black","2000",4321,2665,0.61676,0,0
19780,"City","Black","2005_09",4961,3309,0.667,91,0.01834
19780,"City","Black","2010_14",8205,6777,0.82596,880,0.10725
19780,"City","Hispanic","2000",2919,1499,0.51353,0,0
19780,"City","Hispanic","2005_09",5629,3196,0.56777,387,0.06875
19780,"City","Hispanic","2010_14",6744,5006,0.74229,684,0.10142
19780,"City","White","2000",12048,3200,0.2656,0,0
19780,"City","White","2005_09",15850,8243,0.52006,766,0.04833
19780,"City","White","2010_14",17554,10084,0.57446,777,0.04426
19780,"Metro","All","2000",34885,8395,0.24065,0,0
19780,"Metro","All","2005_09",46733,16032,0.34306,1333,0.02852
19780,"Metro","All","2010_14",65014,25471,0.39178,2600,0.03999
19780,"Metro","Black","2000",4849,2665,0.5496,0,0
19780,"Metro","Black","2005_09",5780,3309,0.57249,91,0.01574
19780,"Metro","Black","2010_14",9866,7037,0.71326,880,0.0892
19780,"Metro","Hispanic","2000",3964,1499,0.37815,0,0
19780,"Metro","Hispanic","2005_09",7581,3196,0.42158,387,0.05105
19780,"Metro","Hispanic","2010_14",9509,5069,0.53307,684,0.07193
19780,"Metro","White","2000",23657,3200,0.13527,0,0
19780,"Metro","White","2005_09",30663,8243,0.26883,766,0.02498
19780,"Metro","White","2010_14",39970,10551,0.26397,777,0.01944
19780,"Suburb","All","2000",13849,0,0,0,0
19780,"Suburb","All","2005_09",18499,0,0,0,0
19780,"Suburb","All","2010_14",28412,886,0.03118,0,0
19780,"Suburb","Black","2000",528,0,0,0,0
19780,"Suburb","Black","2005_09",819,0,0,0,0
19780,"Suburb","Black","2010_14",1661,260,0.15653,0,0
19780,"Suburb","Hispanic","2000",1045,0,0,0,0
19780,"Suburb","Hispanic","2005_09",1952,0,0,0,0
19780,"Suburb","Hispanic","2010_14",2765,63,0.02278,0,0
19780,"Suburb","White","2000",11609,0,0,0,0
19780,"Suburb","White","2005_09",14813,0,0,0,0
19780,"Suburb","White","2010_14",22416,467,0.02083,0,0
19820,"City","All","2000",250715,203439,0.81144,36807,0.14681
19820,"City","All","2005_09",313222,284963,0.90978,128456,0.41011
19820,"City","All","2010_14",297564,280426,0.94241,172064,0.57824
19820,"City","Black","2000",198999,165997,0.83416,30486,0.1532
19820,"City","Black","2005_09",235996,218285,0.92495,101400,0.42967
19820,"City","Black","2010_14",226161,218680,0.96692,135621,0.59967
19820,"City","Hispanic","2000",13064,12386,0.9481,1240,0.09492
19820,"City","Hispanic","2005_09",20264,19850,0.97957,8181,0.40372
19820,"City","Hispanic","2010_14",21169,20737,0.97959,11201,0.52912
19820,"City","White","2000",29591,17939,0.60623,3162,0.10686
19820,"City","White","2005_09",46425,37415,0.80592,12925,0.27841
19820,"City","White","2010_14",36541,29020,0.79418,16813,0.46011
19820,"Metro","All","2000",461615,251314,0.54442,42536,0.09215
19820,"Metro","All","2005_09",624278,377095,0.60405,147478,0.23624
19820,"Metro","All","2010_14",715550,458187,0.64033,228785,0.31973
19820,"Metro","Black","2000",236769,184939,0.78109,33495,0.14147
19820,"Metro","Black","2005_09",294491,251112,0.8527,108731,0.36922
19820,"Metro","Black","2010_14",316683,275482,0.8699,154618,0.48824
19820,"Metro","Hispanic","2000",21480,14211,0.66159,1394,0.0649
19820,"Metro","Hispanic","2005_09",36644,26255,0.71649,9009,0.24585
19820,"Metro","Hispanic","2010_14",45174,33140,0.73361,14248,0.3154
19820,"Metro","White","2000",176986,38900,0.21979,5067,0.02863
19820,"Metro","White","2005_09",262987,83559,0.31773,22862,0.08693
19820,"Metro","White","2010_14",311771,124442,0.39915,46217,0.14824
19820,"Suburb","All","2000",210900,47875,0.227,5729,0.02716
19820,"Suburb","All","2005_09",311056,92132,0.29619,19022,0.06115
19820,"Suburb","All","2010_14",417986,177761,0.42528,56721,0.1357
19820,"Suburb","Black","2000",37770,18942,0.50151,3009,0.07967
19820,"Suburb","Black","2005_09",58495,32827,0.56119,7331,0.12533
19820,"Suburb","Black","2010_14",90522,56802,0.62749,18997,0.20986
19820,"Suburb","Hispanic","2000",8416,1825,0.21685,154,0.0183
19820,"Suburb","Hispanic","2005_09",16380,6405,0.39103,828,0.05055
19820,"Suburb","Hispanic","2010_14",24005,12403,0.51668,3047,0.12693
19820,"Suburb","White","2000",147395,20961,0.14221,1905,0.01292
19820,"Suburb","White","2005_09",216562,46144,0.21308,9937,0.04589
19820,"Suburb","White","2010_14",275230,95422,0.3467,29404,0.10683
21340,"City","All","2000",126021,94301,0.7483,24593,0.19515
21340,"City","All","2005_09",151502,114279,0.75431,50476,0.33317
21340,"City","All","2010_14",141225,101582,0.71929,31451,0.2227
21340,"City","Black","2000",2702,1766,0.65359,251,0.09289
21340,"City","Black","2005_09",3103,1663,0.53593,544,0.17531
21340,"City","Black","2010_14",3078,1848,0.60039,438,0.1423
21340,"City","Hispanic","2000",114196,87869,0.76946,23331,0.20431
21340,"City","Hispanic","2005_09",137969,107068,0.77603,48022,0.34806
21340,"City","Hispanic","2010_14",128591,95259,0.74079,30284,0.23551
21340,"City","White","2000",7698,3940,0.51182,733,0.09522
21340,"City","White","2005_09",8727,4995,0.57236,1676,0.19205
21340,"City","White","2010_14",8459,4137,0.48906,696,0.08228
21340,"Metro","All","2000",158848,126360,0.79548,32392,0.20392
21340,"Metro","All","2005_09",191440,153403,0.80131,67400,0.35207
21340,"Metro","All","2010_14",190889,144111,0.75495,52485,0.27495
21340,"Metro","Black","2000",3079,2132,0.69243,288,0.09354
21340,"Metro","Black","2005_09",3348,1775,0.53017,566,0.16906
21340,"Metro","Black","2010_14",4131,2141,0.51828,628,0.15202
21340,"Metro","Hispanic","2000",145468,118473,0.81443,31079,0.21365
21340,"Metro","Hispanic","2005_09",176545,145427,0.82374,64594,0.36588
21340,"Metro","Hispanic","2010_14",175687,136805,0.77869,50976,0.29015
21340,"Metro","White","2000",8854,5033,0.56844,771,0.08708
21340,"Metro","White","2005_09",9595,5569,0.58041,1988,0.20719
21340,"Metro","White","2010_14",9902,4920,0.49687,1033,0.10432
21340,"Suburb","All","2000",32827,32059,0.9766,7799,0.23758
21340,"Suburb","All","2005_09",39938,39124,0.97962,16924,0.42376
21340,"Suburb","All","2010_14",49664,42529,0.85633,21034,0.42353
21340,"Suburb","Black","2000",377,366,0.97082,37,0.09814
21340,"Suburb","Black","2005_09",245,112,0.45714,22,0.0898
21340,"Suburb","Black","2010_14",1053,293,0.27825,190,0.18044
21340,"Suburb","Hispanic","2000",31272,30604,0.97864,7748,0.24776
21340,"Suburb","Hispanic","2005_09",38576,38359,0.99437,16572,0.42959
21340,"Suburb","Hispanic","2010_14",47096,41546,0.88216,20692,0.43936
21340,"Suburb","White","2000",1156,1093,0.9455,38,0.03287
21340,"Suburb","White","2005_09",868,574,0.66129,312,0.35945
21340,"Suburb","White","2010_14",1443,783,0.54262,337,0.23354
23420,"City","All","2000",103877,87011,0.83763,48627,0.46812
23420,"City","All","2005_09",102722,81338,0.79183,33184,0.32305
23420,"City","All","2010_14",142838,131131,0.91804,75736,0.53022
23420,"City","Black","2000",10739,9283,0.86442,5020,0.46746
23420,"City","Black","2005_09",12998,11037,0.84913,4005,0.30812
23420,"City","Black","2010_14",14816,14313,0.96605,7722,0.52119
23420,"City","Hispanic","2000",51206,46073,0.89976,27125,0.52972
23420,"City","Hispanic","2005_09",55368,47380,0.85573,21065,0.38045
23420,"City","Hispanic","2010_14",83824,80780,0.96369,50338,0.60052
23420,"City","White","2000",17716,10978,0.61967,3720,0.20998
23420,"City","White","2005_09",18036,10469,0.58045,2566,0.14227
23420,"City","White","2010_14",21949,15884,0.72368,5956,0.27136
23420,"Metro","All","2000",179085,140104,0.78233,56669,0.31644
23420,"Metro","All","2005_09",182150,137425,0.75446,45635,0.25054
23420,"Metro","All","2010_14",254008,220733,0.869,111164,0.43764
23420,"Metro","Black","2000",13035,11062,0.84864,5567,0.42708
23420,"Metro","Black","2005_09",14441,11676,0.80853,4054,0.28073
23420,"Metro","Black","2010_14",17933,17009,0.94847,8907,0.49668
23420,"Metro","Hispanic","2000",105608,89221,0.84483,33652,0.31865
23420,"Metro","Hispanic","2005_09",116577,96297,0.82604,33279,0.28547
23420,"Metro","Hispanic","2010_14",166608,153348,0.92041,81270,0.48779
23420,"Metro","White","2000",30277,15671,0.51759,4010,0.13244
23420,"Metro","White","2005_09",29221,14876,0.50909,2781,0.09517
23420,"Metro","White","2010_14",38322,24876,0.64913,7564,0.19738
23420,"Suburb","All","2000",75208,53093,0.70595,8042,0.10693
23420,"Suburb","All","2005_09",79428,56087,0.70614,12451,0.15676
23420,"Suburb","All","2010_14",111170,89602,0.80599,35428,0.31868
23420,"Suburb","Black","2000",2296,1779,0.77483,547,0.23824
23420,"Suburb","Black","2005_09",1443,639,0.44283,49,0.03396
23420,"Suburb","Black","2010_14",3117,2696,0.86493,1185,0.38017
23420,"Suburb","Hispanic","2000",54402,43148,0.79313,6527,0.11998
23420,"Suburb","Hispanic","2005_09",61209,48917,0.79918,12214,0.19955
23420,"Suburb","Hispanic","2010_14",82784,72568,0.87659,30932,0.37365
23420,"Suburb","White","2000",12561,4693,0.37362,290,0.02309
23420,"Suburb","White","2005_09",11185,4407,0.39401,215,0.01922
23420,"Suburb","White","2010_14",16373,8992,0.5492,1608,0.09821
24340,"City","All","2000",28804,17122,0.59443,2504,0.08693
24340,"City","All","2005_09",40940,31759,0.77574,7736,0.18896
24340,"City","All","2010_14",47074,39725,0.84388,20406,0.43349
24340,"City","Black","2000",10833,7586,0.70027,1430,0.132
24340,"City","Black","2005_09",14947,12084,0.80846,2095,0.14016
24340,"City","Black","2010_14",16504,14910,0.90342,7875,0.47716
24340,"City","Hispanic","2000",6707,5385,0.80289,446,0.0665
24340,"City","Hispanic","2005_09",11000,9882,0.89836,3954,0.35945
24340,"City","Hispanic","2010_14",11976,10840,0.90514,7159,0.59778
24340,"City","White","2000",10108,3569,0.35309,441,0.04363
24340,"City","White","2005_09",13748,8990,0.65391,1643,0.11951
24340,"City","White","2010_14",15932,11950,0.75006,4172,0.26186
24340,"Metro","All","2000",71803,17122,0.23846,2504,0.03487
24340,"Metro","All","2005_09",111320,42389,0.38079,7736,0.06949
24340,"Metro","All","2010_14",135875,62504,0.46001,20406,0.15018
24340,"Metro","Black","2000",13149,7586,0.57693,1430,0.10875
24340,"Metro","Black","2005_09",20545,13437,0.65403,2095,0.10197
