"cbsa","geotype","groups","yr","poor","poor20","poor20sh","poor40","poor40sh"
31080,"Metro","All","2000",1922078,1157444,0.60218,234578,0.12204
31080,"Metro","All","2005_09",1752790,897657,0.51213,136038,0.07761
31080,"Metro","All","2010_14",2174656,1321980,0.6079,261653,0.12032
31080,"Metro","Black","2000",219677,163485,0.74421,45486,0.20706
31080,"Metro","Black","2005_09",174437,114043,0.65378,23497,0.1347
31080,"Metro","Black","2010_14",203597,147076,0.72239,36858,0.18103
31080,"Metro","Hispanic","2000",1165283,818740,0.70261,167051,0.14336
31080,"Metro","Hispanic","2005_09",1087888,666262,0.61244,95958,0.08821
31080,"Metro","Hispanic","2010_14",1334035,957764,0.71795,203362,0.15244
31080,"Metro","White","2000",295891,75699,0.25583,7655,0.02587
31080,"Metro","White","2005_09",290912,56367,0.19376,6346,0.02181
31080,"Metro","White","2010_14",364007,103173,0.28344,8341,0.02291
31080,"Suburb","All","2000",1001002,477489,0.47701,34208,0.03417
31080,"Suburb","All","2005_09",922858,344409,0.3732,13652,0.01479
31080,"Suburb","All","2010_14",1188623,598250,0.50331,57705,0.04855
31080,"Suburb","Black","2000",88096,53971,0.61264,7219,0.08194
31080,"Suburb","Black","2005_09",71524,33718,0.47142,4027,0.0563
31080,"Suburb","Black","2010_14",85440,51313,0.60057,7362,0.08617
31080,"Suburb","Hispanic","2000",591640,350985,0.59324,24960,0.04219
31080,"Suburb","Hispanic","2005_09",551273,262606,0.47636,8481,0.01538
31080,"Suburb","Hispanic","2010_14",708117,443496,0.6263,45718,0.06456
31080,"Suburb","White","2000",176968,33402,0.18875,1028,0.00581
31080,"Suburb","White","2005_09",173834,26034,0.14976,882,0.00507
31080,"Suburb","White","2010_14",218201,48299,0.22135,2260,0.01036
31140,"City","All","2000",76351,43407,0.56852,18186,0.23819
31140,"City","All","2005_09",91348,52674,0.57663,25169,0.27553
31140,"City","All","2010_14",109692,69400,0.63268,31103,0.28355
31140,"City","Black","2000",35137,29912,0.8513,14994,0.42673
31140,"City","Black","2005_09",38804,31530,0.81255,18775,0.48384
31140,"City","Black","2010_14",43523,36568,0.8402,20097,0.46176
31140,"City","Hispanic","2000",2252,938,0.41652,286,0.127
31140,"City","Hispanic","2005_09",5437,2554,0.46974,211,0.03881
31140,"City","Hispanic","2010_14",8022,4543,0.56632,993,0.12378
31140,"City","White","2000",35702,11205,0.31385,2602,0.07288
31140,"City","White","2005_09",43113,16325,0.37866,5457,0.12657
31140,"City","White","2010_14",50619,23431,0.46289,8131,0.16063
31140,"Metro","All","2000",118758,49247,0.41468,19606,0.16509
31140,"Metro","All","2005_09",152709,66525,0.43563,26661,0.17459
31140,"Metro","All","2010_14",181096,93992,0.51902,33088,0.18271
31140,"Metro","Black","2000",39193,31094,0.79336,15329,0.39112
31140,"Metro","Black","2005_09",45385,34004,0.74923,19262,0.42441
31140,"Metro","Black","2010_14",51729,40656,0.78594,20335,0.39311
31140,"Metro","Hispanic","2000",3833,1467,0.38273,321,0.08375
31140,"Metro","Hispanic","2005_09",10204,4296,0.42101,219,0.02146
31140,"Metro","Hispanic","2010_14",15017,7712,0.51355,1192,0.07938
31140,"Metro","White","2000",70965,15162,0.21365,3588,0.05056
31140,"Metro","White","2005_09",91027,25584,0.28106,6396,0.07026
31140,"Metro","White","2010_14",104137,40099,0.38506,9582,0.09201
31140,"Suburb","All","2000",42407,5840,0.13771,1420,0.03349
31140,"Suburb","All","2005_09",61361,13851,0.22573,1492,0.02432
31140,"Suburb","All","2010_14",71404,24592,0.34441,1985,0.0278
31140,"Suburb","Black","2000",4056,1182,0.29142,335,0.08259
31140,"Suburb","Black","2005_09",6581,2474,0.37593,487,0.074
31140,"Suburb","Black","2010_14",8206,4088,0.49817,238,0.029
31140,"Suburb","Hispanic","2000",1581,529,0.3346,35,0.02214
31140,"Suburb","Hispanic","2005_09",4767,1742,0.36543,8,0.00168
31140,"Suburb","Hispanic","2010_14",6995,3169,0.45304,199,0.02845
31140,"Suburb","White","2000",35263,3957,0.11221,986,0.02796
31140,"Suburb","White","2005_09",47914,9259,0.19324,939,0.0196
31140,"Suburb","White","2010_14",53518,16668,0.31145,1451,0.02711
31540,"City","All","2000",18849,8078,0.42856,0,0
31540,"City","All","2005_09",26138,11453,0.43817,0,0
31540,"City","All","2010_14",29245,14352,0.49075,0,0
31540,"City","Black","2000",2642,1048,0.39667,0,0
31540,"City","Black","2005_09",5896,2461,0.4174,0,0
31540,"City","Black","2010_14",5826,2505,0.42997,0,0
31540,"City","Hispanic","2000",1820,897,0.49286,0,0
31540,"City","Hispanic","2005_09",2393,1120,0.46803,0,0
31540,"City","Hispanic","2010_14",4142,2320,0.56012,0,0
31540,"City","White","2000",11284,4589,0.40668,0,0
31540,"City","White","2005_09",14456,6133,0.42425,0,0
31540,"City","White","2010_14",13936,6376,0.45752,0,0
31540,"Metro","All","2000",33894,8078,0.23833,0,0
31540,"Metro","All","2005_09",48120,12500,0.25977,0,0
31540,"Metro","All","2010_14",60065,19957,0.33226,2422,0.04032
31540,"Metro","Black","2000",3979,1048,0.26338,0,0
31540,"Metro","Black","2005_09",6925,2593,0.37444,0,0
31540,"Metro","Black","2010_14",9764,4062,0.41602,1137,0.11645
31540,"Metro","Hispanic","2000",3191,897,0.2811,0,0
31540,"Metro","Hispanic","2005_09",4026,1474,0.36612,0,0
31540,"Metro","Hispanic","2010_14",8493,4025,0.47392,830,0.09773
31540,"Metro","White","2000",22974,4589,0.19975,0,0
31540,"Metro","White","2005_09",32452,6599,0.20335,0,0
31540,"Metro","White","2010_14",34967,8231,0.23539,202,0.00578
31540,"Suburb","All","2000",15045,0,0,0,0
31540,"Suburb","All","2005_09",21982,1047,0.04763,0,0
31540,"Suburb","All","2010_14",30820,5605,0.18186,2422,0.07859
31540,"Suburb","Black","2000",1337,0,0,0,0
31540,"Suburb","Black","2005_09",1029,132,0.12828,0,0
31540,"Suburb","Black","2010_14",3938,1557,0.39538,1137,0.28873
31540,"Suburb","Hispanic","2000",1371,0,0,0,0
31540,"Suburb","Hispanic","2005_09",1633,354,0.21678,0,0
31540,"Suburb","Hispanic","2010_14",4351,1705,0.39186,830,0.19076
31540,"Suburb","White","2000",11690,0,0,0,0
31540,"Suburb","White","2005_09",17996,466,0.02589,0,0
31540,"Suburb","White","2010_14",21031,1855,0.0882,202,0.0096
32580,"City","All","2000",24861,18863,0.75874,7611,0.30614
32580,"City","All","2005_09",33942,27416,0.80773,12415,0.36577
32580,"City","All","2010_14",34937,26961,0.7717,10530,0.3014
32580,"City","Black","2000",135,96,0.71111,66,0.48889
32580,"City","Black","2005_09",241,74,0.30705,0,0
32580,"City","Black","2010_14",454,226,0.4978,65,0.14317
32580,"City","Hispanic","2000",23319,18098,0.77611,7407,0.31764
32580,"City","Hispanic","2005_09",31358,25860,0.82467,11592,0.36967
32580,"City","Hispanic","2010_14",33520,26209,0.78189,10317,0.30779
32580,"City","White","2000",1237,574,0.46403,167,0.135
32580,"City","White","2005_09",1868,1175,0.62901,560,0.29979
32580,"City","White","2010_14",943,416,0.44115,88,0.09332
32580,"Metro","All","2000",201632,191342,0.94897,122235,0.60623
32580,"Metro","All","2005_09",250766,236045,0.9413,133471,0.53225
32580,"Metro","All","2010_14",275717,257336,0.93333,144111,0.52268
32580,"Metro","Black","2000",545,506,0.92844,258,0.47339
32580,"Metro","Black","2005_09",780,613,0.7859,239,0.30641
32580,"Metro","Black","2010_14",1086,857,0.78913,415,0.38214
32580,"Metro","Hispanic","2000",195336,186156,0.953,120014,0.6144
32580,"Metro","Hispanic","2005_09",242692,229255,0.94463,130522,0.53781
32580,"Metro","Hispanic","2010_14",267345,250800,0.93811,141146,0.52795
32580,"Metro","White","2000",5433,4438,0.81686,2003,0.36867
32580,"Metro","White","2005_09",6327,5424,0.85728,2351,0.37158
32580,"Metro","White","2010_14",6851,5527,0.80674,2335,0.34083
32580,"Suburb","All","2000",176771,172479,0.97572,114624,0.64843
32580,"Suburb","All","2005_09",216824,208629,0.9622,121056,0.55831
32580,"Suburb","All","2010_14",240780,230375,0.95679,133581,0.55478
32580,"Suburb","Black","2000",410,410,1,192,0.46829
32580,"Suburb","Black","2005_09",539,539,1,239,0.44341
32580,"Suburb","Black","2010_14",632,631,0.99842,350,0.5538
32580,"Suburb","Hispanic","2000",172017,168058,0.97698,112607,0.65463
32580,"Suburb","Hispanic","2005_09",211334,203395,0.96243,118930,0.56276
32580,"Suburb","Hispanic","2010_14",233825,224591,0.96051,130829,0.55952
32580,"Suburb","White","2000",4196,3864,0.92088,1836,0.43756
32580,"Suburb","White","2005_09",4459,4249,0.9529,1791,0.40166
32580,"Suburb","White","2010_14",5908,5111,0.8651,2247,0.38033
32820,"City","All","2000",129369,93229,0.72064,30300,0.23421
32820,"City","All","2005_09",157055,130601,0.83156,53206,0.33877
32820,"City","All","2010_14",172581,151535,0.87805,70071,0.40602
32820,"City","Black","2000",104290,84797,0.81309,29096,0.27899
32820,"City","Black","2005_09",124144,110987,0.89402,49280,0.39696
32820,"City","Black","2010_14",131897,121909,0.92427,59065,0.44781
32820,"City","Hispanic","2000",3952,1666,0.42156,104,0.02632
32820,"City","Hispanic","2005_09",9800,7641,0.77969,928,0.09469
32820,"City","Hispanic","2010_14",17638,15730,0.89182,5929,0.33615
32820,"City","White","2000",18078,5444,0.30114,761,0.0421
32820,"City","White","2005_09",19314,9676,0.50098,1832,0.09485
32820,"City","White","2010_14",18843,10769,0.57151,3954,0.20984
32820,"Metro","All","2000",185273,112111,0.60511,34992,0.18887
32820,"Metro","All","2005_09",232424,167155,0.71918,63818,0.27458
32820,"Metro","All","2010_14",253301,184536,0.72852,78875,0.31139
32820,"Metro","Black","2000",135459,100815,0.74425,33570,0.24782
32820,"Metro","Black","2005_09",165764,136691,0.82461,58798,0.35471
32820,"Metro","Black","2010_14",173163,144999,0.83736,67052,0.38722
32820,"Metro","Hispanic","2000",5124,1846,0.36027,113,0.02205
32820,"Metro","Hispanic","2005_09",12627,8161,0.64631,1184,0.09377
32820,"Metro","Hispanic","2010_14",23883,18098,0.75778,5969,0.24993
32820,"Metro","White","2000",40658,8129,0.19994,958,0.02356
32820,"Metro","White","2005_09",47968,19184,0.39993,2678,0.05583
32820,"Metro","White","2010_14",49698,17831,0.35879,4540,0.09135
32820,"Suburb","All","2000",55904,18882,0.33776,4692,0.08393
32820,"Suburb","All","2005_09",75369,36554,0.485,10612,0.1408
32820,"Suburb","All","2010_14",80720,33001,0.40883,8804,0.10907
32820,"Suburb","Black","2000",31169,16018,0.51391,4474,0.14354
32820,"Suburb","Black","2005_09",41620,25704,0.61759,9518,0.22869
32820,"Suburb","Black","2010_14",41266,23090,0.55954,7987,0.19355
32820,"Suburb","Hispanic","2000",1172,180,0.15358,9,0.00768
32820,"Suburb","Hispanic","2005_09",2827,520,0.18394,256,0.09056
32820,"Suburb","Hispanic","2010_14",6245,2368,0.37918,40,0.00641
32820,"Suburb","White","2000",22580,2685,0.11891,197,0.00872
32820,"Suburb","White","2005_09",28654,9508,0.33182,846,0.02952
32820,"Suburb","White","2010_14",30855,7062,0.22888,586,0.01899
33100,"City","All","2000",125559,97049,0.77294,37578,0.29929
33100,"City","All","2005_09",138688,102725,0.74069,33432,0.24106
33100,"City","All","2010_14",154656,125857,0.81379,54142,0.35008
33100,"City","Black","2000",45580,41277,0.90559,24777,0.54359
33100,"City","Black","2005_09",52377,47380,0.9046,23222,0.44336
33100,"City","Black","2010_14",51757,48601,0.93902,31205,0.60291
33100,"City","Hispanic","2000",63802,48968,0.7675,10903,0.17089
33100,"City","Hispanic","2005_09",73229,53517,0.73082,9581,0.13084
33100,"City","Hispanic","2010_14",89184,73320,0.82212,22485,0.25212
33100,"City","White","2000",13248,4700,0.35477,743,0.05608
33100,"City","White","2005_09",15878,5279,0.33247,1092,0.06877
33100,"City","White","2010_14",16044,6945,0.43287,2147,0.13382
33100,"Metro","All","2000",682023,330837,0.48508,70582,0.10349
33100,"Metro","All","2005_09",751149,345837,0.46041,47431,0.06314
33100,"Metro","All","2010_14",982725,577828,0.58799,124277,0.12646
33100,"Metro","Black","2000",227976,165714,0.72689,51077,0.22405
33100,"Metro","Black","2005_09",244528,163195,0.66739,35495,0.14516
33100,"Metro","Black","2010_14",315513,239389,0.75873,70347,0.22296
33100,"Metro","Hispanic","2000",279464,130036,0.46531,16368,0.05857
33100,"Metro","Hispanic","2005_09",330957,151094,0.45654,11079,0.03348
33100,"Metro","Hispanic","2010_14",464552,281431,0.60581,50566,0.10885
33100,"Metro","White","2000",150144,26532,0.17671,1267,0.00844
33100,"Metro","White","2005_09",164540,33691,0.20476,1220,0.00741
33100,"Metro","White","2010_14",188427,58548,0.31072,5903,0.03133
33100,"Suburb","All","2000",556464,233788,0.42013,33004,0.05931
33100,"Suburb","All","2005_09",612461,243112,0.39694,13999,0.02286
33100,"Suburb","All","2010_14",828069,451971,0.54581,70135,0.0847
33100,"Suburb","Black","2000",182396,124437,0.68224,26300,0.14419
33100,"Suburb","Black","2005_09",192151,115815,0.60273,12273,0.06387
33100,"Suburb","Black","2010_14",263756,190788,0.72335,39142,0.1484
33100,"Suburb","Hispanic","2000",215662,81068,0.3759,5465,0.02534
33100,"Suburb","Hispanic","2005_09",257728,97577,0.3786,1498,0.00581
33100,"Suburb","Hispanic","2010_14",375368,208111,0.55442,28081,0.07481
33100,"Suburb","White","2000",136896,21832,0.15948,524,0.00383
33100,"Suburb","White","2005_09",148662,28412,0.19112,128,0.00086
33100,"Suburb","White","2010_14",172383,51603,0.29935,3756,0.02179
33340,"City","All","2000",119379,87219,0.73061,30881,0.25868
33340,"City","All","2005_09",136067,106137,0.78003,43359,0.31866
33340,"City","All","2010_14",165923,141641,0.85365,69978,0.42175
33340,"City","Black","2000",71190,57508,0.80781,27214,0.38227
33340,"City","Black","2005_09",78423,67133,0.85604,32326,0.4122
33340,"City","Black","2010_14",92119,84836,0.92094,42421,0.4605
33340,"City","Hispanic","2000",19664,16644,0.84642,1013,0.05152
33340,"City","Hispanic","2005_09",24407,20721,0.84898,6501,0.26636
33340,"City","Hispanic","2010_14",34827,30178,0.86651,17928,0.51477
33340,"City","White","2000",21835,8489,0.38878,1050,0.04809
33340,"City","White","2005_09",26631,13123,0.49277,2351,0.08828
33340,"City","White","2010_14",28262,17756,0.62826,5513,0.19507
33340,"Metro","All","2000",151094,87584,0.57967,30881,0.20438
33340,"Metro","All","2005_09",186079,108374,0.58241,43610,0.23436
33340,"Metro","All","2010_14",232208,150566,0.64841,69978,0.30136
33340,"Metro","Black","2000",72411,57548,0.79474,27214,0.37583
33340,"Metro","Black","2005_09",81547,67291,0.82518,32398,0.39729
33340,"Metro","Black","2010_14",96804,85906,0.88742,42421,0.43822
33340,"Metro","Hispanic","2000",22072,16735,0.7582,1013,0.0459
33340,"Metro","Hispanic","2005_09",29271,21528,0.73547,6526,0.22295
33340,"Metro","Hispanic","2010_14",43356,32362,0.74642,17928,0.41351
33340,"Metro","White","2000",47937,8723,0.18197,1050,0.0219
33340,"Metro","White","2005_09",65546,14222,0.21698,2505,0.03822
33340,"Metro","White","2010_14",76668,22719,0.29633,5513,0.07191
33340,"Suburb","All","2000",31715,365,0.01151,0,0
33340,"Suburb","All","2005_09",50012,2237,0.04473,251,0.00502
33340,"Suburb","All","2010_14",66285,8925,0.13465,0,0
33340,"Suburb","Black","2000",1221,40,0.03276,0,0
33340,"Suburb","Black","2005_09",3124,158,0.05058,72,0.02305
33340,"Suburb","Black","2010_14",4685,1070,0.22839,0,0
33340,"Suburb","Hispanic","2000",2408,91,0.03779,0,0
33340,"Suburb","Hispanic","2005_09",4864,807,0.16591,25,0.00514
33340,"Suburb","Hispanic","2010_14",8529,2184,0.25607,0,0
33340,"Suburb","White","2000",26102,234,0.00896,0,0
33340,"Suburb","White","2005_09",38915,1099,0.02824,154,0.00396
33340,"Suburb","White","2010_14",48406,4963,0.10253,0,0
33460,"City","All","2000",100857,57624,0.57134,12239,0.12135
33460,"City","All","2005_09",121666,89554,0.73606,24997,0.20546
33460,"City","All","2010_14",142095,106867,0.75208,39110,0.27524
33460,"City","Black","2000",29958,21107,0.70455,4668,0.15582
33460,"City","Black","2005_09",40102,34396,0.85771,10384,0.25894
33460,"City","Black","2010_14",50722,41884,0.82576,17870,0.35231
33460,"City","Hispanic","2000",11234,6111,0.54397,863,0.07682
33460,"City","Hispanic","2005_09",17451,14768,0.84626,3414,0.19563
33460,"City","Hispanic","2010_14",17834,14296,0.80161,4565,0.25597
33460,"City","White","2000",31749,11072,0.34874,1785,0.05622
33460,"City","White","2005_09",39043,19967,0.51141,3470,0.08888
33460,"City","White","2010_14",42216,24544,0.58139,6892,0.16326
33460,"Metro","All","2000",195499,58043,0.2969,12241,0.06261
33460,"Metro","All","2005_09",273397,97886,0.35804,24997,0.09143
33460,"Metro","All","2010_14",347683,133048,0.38267,39110,0.11249
33460,"Metro","Black","2000",38560,21143,0.54831,4669,0.12108
33460,"Metro","Black","2005_09",62326,36641,0.58789,10384,0.16661
33460,"Metro","Black","2010_14",85766,49769,0.58029,17870,0.20836
33460,"Metro","Hispanic","2000",17575,6179,0.35158,863,0.0491
33460,"Metro","Hispanic","2005_09",31392,15805,0.50347,3414,0.10875
33460,"Metro","Hispanic","2010_14",41672,19791,0.47492,4565,0.10955
33460,"Metro","White","2000",102825,11201,0.10893,1787,0.01738
33460,"Metro","White","2005_09",140650,23465,0.16683,3470,0.02467
33460,"Metro","White","2010_14",165552,33171,0.20037,6892,0.04163
33460,"Suburb","All","2000",94642,419,0.00443,2,2e-05
33460,"Suburb","All","2005_09",151731,8332,0.05491,0,0
33460,"Suburb","All","2010_14",205588,26181,0.12735,0,0
33460,"Suburb","Black","2000",8602,36,0.00419,1,0.00012
33460,"Suburb","Black","2005_09",22224,2245,0.10102,0,0
33460,"Suburb","Black","2010_14",35044,7885,0.225,0,0
33460,"Suburb","Hispanic","2000",6341,68,0.01072,0,0
33460,"Suburb","Hispanic","2005_09",13941,1037,0.07438,0,0
33460,"Suburb","Hispanic","2010_14",23838,5495,0.23051,0,0
33460,"Suburb","White","2000",71076,129,0.00181,2,3e-05
33460,"Suburb","White","2005_09",101607,3498,0.03443,0,0
33460,"Suburb","White","2010_14",123336,8627,0.06995,0,0
34980,"City","All","2000",76690,35118,0.45792,9269,0.12086
34980,"City","All","2005_09",106612,65240,0.61194,14779,0.13862
34980,"City","All","2010_14",132663,90451,0.68181,25543,0.19254
34980,"City","Black","2000",33215,22563,0.6793,8099,0.24384
34980,"City","Black","2005_09",44928,32968,0.7338,12020,0.26754
34980,"City","Black","2010_14",52070,41658,0.80004,17869,0.34317
34980,"City","Hispanic","2000",6965,982,0.14099,110,0.01579
34980,"City","Hispanic","2005_09",14768,9950,0.67375,406,0.02749
34980,"City","Hispanic","2010_14",22563,16255,0.72043,2481,0.10996
34980,"City","White","2000",32218,10411,0.32314,752,0.02334
34980,"City","White","2005_09",44418,20609,0.46398,2075,0.04672
34980,"City","White","2010_14",50013,26538,0.53062,4175,0.08348
34980,"Metro","All","2000",137594,40668,0.29557,9269,0.06736
34980,"Metro","All","2005_09",193238,84338,0.43645,14779,0.07648
34980,"Metro","All","2010_14",242693,127029,0.52341,25543,0.10525
34980,"Metro","Black","2000",42591,25384,0.59599,8099,0.19016
34980,"Metro","Black","2005_09",57131,37154,0.65033,12020,0.21039
34980,"Metro","Black","2010_14",65595,48801,0.74397,17869,0.27241
34980,"Metro","Hispanic","2000",9623,1340,0.13925,110,0.01143
34980,"Metro","Hispanic","2005_09",24230,13067,0.53929,406,0.01676
34980,"Metro","Hispanic","2010_14",35400,22372,0.63198,2481,0.07008
34980,"Metro","White","2000",79512,12707,0.15981,752,0.00946
34980,"Metro","White","2005_09",107288,31979,0.29807,2075,0.01934
34980,"Metro","White","2010_14",128267,48065,0.37473,4175,0.03255
34980,"Suburb","All","2000",60904,5550,0.09113,0,0
34980,"Suburb","All","2005_09",86626,19098,0.22046,0,0
34980,"Suburb","All","2010_14",110030,36578,0.33244,0,0
34980,"Suburb","Black","2000",9376,2821,0.30087,0,0
34980,"Suburb","Black","2005_09",12203,4186,0.34303,0,0
34980,"Suburb","Black","2010_14",13525,7143,0.52813,0,0
34980,"Suburb","Hispanic","2000",2658,358,0.13469,0,0
34980,"Suburb","Hispanic","2005_09",9462,3117,0.32942,0,0
34980,"Suburb","Hispanic","2010_14",12837,6117,0.47651,0,0
34980,"Suburb","White","2000",47294,2296,0.04855,0,0
34980,"Suburb","White","2005_09",62870,11370,0.18085,0,0
34980,"Suburb","White","2010_14",78254,21527,0.27509,0,0
35300,"City","All","2000",26560,20836,0.78449,4301,0.16194
35300,"City","All","2005_09",27528,21470,0.77993,6558,0.23823
35300,"City","All","2010_14",31278,26850,0.85843,8515,0.27224
35300,"City","Black","2000",11731,9326,0.79499,1744,0.14867
35300,"City","Black","2005_09",10457,8202,0.78435,1943,0.18581
35300,"City","Black","2010_14",12436,11756,0.94532,3484,0.28015
35300,"City","Hispanic","2000",8546,7749,0.90674,1979,0.23157
35300,"City","Hispanic","2005_09",9941,9220,0.92747,4062,0.40861
35300,"City","Hispanic","2010_14",12565,11462,0.91222,3975,0.31635
35300,"City","White","2000",5172,3107,0.60073,571,0.1104
35300,"City","White","2005_09",6039,3558,0.58917,647,0.10714
35300,"City","White","2010_14",5364,3156,0.58837,807,0.15045
35300,"Metro","All","2000",74426,34034,0.45729,6264,0.08416
35300,"Metro","All","2005_09",87063,42249,0.48527,17216,0.19774
35300,"Metro","All","2010_14",105438,54675,0.51855,20375,0.19324
35300,"Metro","Black","2000",19252,12372,0.64263,2122,0.11022
35300,"Metro","Black","2005_09",20034,12884,0.64311,4376,0.21843
35300,"Metro","Black","2010_14",25101,17956,0.71535,6417,0.25565
35300,"Metro","Hispanic","2000",21298,14885,0.69889,2932,0.13767
35300,"Metro","Hispanic","2005_09",30743,21076,0.68555,10564,0.34362
35300,"Metro","Hispanic","2010_14",38584,26689,0.69171,11438,0.29644
35300,"Metro","White","2000",30554,5819,0.19045,1174,0.03842
35300,"Metro","White","2005_09",32992,7241,0.21948,2046,0.06202
35300,"Metro","White","2010_14",37906,9499,0.25059,2279,0.06012
35300,"Suburb","All","2000",47866,13198,0.27573,1963,0.04101
35300,"Suburb","All","2005_09",59535,20779,0.34902,10658,0.17902
35300,"Suburb","All","2010_14",74160,27825,0.3752,11860,0.15992
35300,"Suburb","Black","2000",7521,3046,0.405,378,0.05026
35300,"Suburb","Black","2005_09",9577,4682,0.48888,2433,0.25405
35300,"Suburb","Black","2010_14",12665,6200,0.48954,2933,0.23158
35300,"Suburb","Hispanic","2000",12752,7136,0.5596,953,0.07473
35300,"Suburb","Hispanic","2005_09",20802,11856,0.56995,6502,0.31257
35300,"Suburb","Hispanic","2010_14",26019,15227,0.58523,7463,0.28683
35300,"Suburb","White","2000",25382,2712,0.10685,603,0.02376
35300,"Suburb","White","2005_09",26953,3683,0.13665,1399,0.05191
35300,"Suburb","White","2010_14",32542,6343,0.19492,1472,0.04523
35380,"City","All","2000",122648,103790,0.84624,47172,0.38461
35380,"City","All","2005_09",72066,53212,0.73838,18837,0.26139
35380,"City","All","2010_14",97910,82192,0.83946,31799,0.32478
35380,"City","Black","2000",103519,91481,0.88371,45135,0.43601
35380,"City","Black","2005_09",57447,44546,0.77543,17413,0.30311
35380,"City","Black","2010_14",75834,69007,0.90997,28787,0.37961
35380,"City","Hispanic","2000",3120,2410,0.77244,529,0.16955
35380,"City","Hispanic","2005_09",3375,2707,0.80207,378,0.112
35380,"City","Hispanic","2010_14",4956,3637,0.73386,1300,0.26231
35380,"City","White","2000",12352,7337,0.59399,1180,0.09553
35380,"City","White","2005_09",9104,4390,0.48221,788,0.08656
35380,"City","White","2010_14",13670,7170,0.52451,1439,0.10527
35380,"Metro","All","2000",227128,147000,0.64721,51106,0.22501
35380,"Metro","All","2005_09",179960,92729,0.51528,23270,0.12931
35380,"Metro","All","2010_14",224143,144415,0.6443,39039,0.17417
35380,"Metro","Black","2000",152099,122953,0.80837,48429,0.3184
35380,"Metro","Black","2005_09",106436,70050,0.65814,21348,0.20057
35380,"Metro","Black","2010_14",130401,105689,0.81049,33651,0.25806
35380,"Metro","Hispanic","2000",8812,3549,0.40275,579,0.06571
35380,"Metro","Hispanic","2005_09",11134,5401,0.48509,616,0.05533
35380,"Metro","Hispanic","2010_14",21236,12410,0.58438,2253,0.10609
35380,"Metro","White","2000",58211,16224,0.27871,1578,0.02711
35380,"Metro","White","2005_09",54552,13739,0.25185,1000,0.01833
35380,"Metro","White","2010_14",63610,21830,0.34319,2470,0.03883
35380,"Suburb","All","2000",104480,43210,0.41357,3934,0.03765
35380,"Suburb","All","2005_09",107894,39517,0.36626,4433,0.04109
35380,"Suburb","All","2010_14",126233,62223,0.49292,7240,0.05735
35380,"Suburb","Black","2000",48580,31472,0.64784,3294,0.06781
35380,"Suburb","Black","2005_09",48989,25504,0.52061,3935,0.08032
35380,"Suburb","Black","2010_14",54567,36682,0.67224,4864,0.08914
35380,"Suburb","Hispanic","2000",5692,1139,0.20011,50,0.00878
35380,"Suburb","Hispanic","2005_09",7759,2694,0.34721,238,0.03067
35380,"Suburb","Hispanic","2010_14",16280,8773,0.53888,953,0.05854
35380,"Suburb","White","2000",45859,8887,0.19379,398,0.00868
35380,"Suburb","White","2005_09",45448,9349,0.20571,212,0.00466
35380,"Suburb","White","2010_14",49940,14660,0.29355,1031,0.02064
35620,"City","All","2000",1774265,1284941,0.72421,450939,0.25416
35620,"City","All","2005_09",1615097,1084626,0.67155,327032,0.20248
35620,"City","All","2010_14",1819728,1294958,0.71162,419768,0.23068
35620,"City","Black","2000",587807,488575,0.83118,194280,0.33052
35620,"City","Black","2005_09",485764,366945,0.7554,129512,0.26662
35620,"City","Black","2010_14",531608,425358,0.80013,156437,0.29427
35620,"City","Hispanic","2000",689314,566166,0.82135,222521,0.32282
35620,"City","Hispanic","2005_09",645821,503627,0.77982,150336,0.23278
35620,"City","Hispanic","2010_14",732083,597968,0.8168,196019,0.26776
35620,"City","White","2000",322864,147378,0.45647,35652,0.11042
35620,"City","White","2005_09",329365,148354,0.45042,44658,0.13559
35620,"City","White","2010_14",344445,169562,0.49228,64027,0.18588
35620,"Metro","All","2000",2489600,1459424,0.58621,481242,0.1933
35620,"Metro","All","2005_09",2373204,1295389,0.54584,386132,0.1627
35620,"Metro","All","2010_14",2773872,1628406,0.58705,497153,0.17923
35620,"Metro","Black","2000",731123,547446,0.74877,199706,0.27315
35620,"Metro","Black","2005_09",634253,430953,0.67947,141599,0.22325
35620,"Metro","Black","2010_14",700639,508141,0.72525,169904,0.2425
35620,"Metro","Hispanic","2000",886091,636028,0.71779,226330,0.25543
35620,"Metro","Hispanic","2005_09",877642,583108,0.6644,165229,0.18826
35620,"Metro","Hispanic","2010_14",1074471,757491,0.70499,222045,0.20666
35620,"Metro","White","2000",649978,189002,0.29078,55969,0.08611
35620,"Metro","White","2005_09",664586,210866,0.31729,75836,0.11411
35620,"Metro","White","2010_14",724145,253086,0.3495,101491,0.14015
35620,"Suburb","All","2000",715335,174483,0.24392,30303,0.04236
35620,"Suburb","All","2005_09",758107,210763,0.27801,59100,0.07796
35620,"Suburb","All","2010_14",954144,333448,0.34947,77385,0.0811
35620,"Suburb","Black","2000",143316,58871,0.41078,5426,0.03786
35620,"Suburb","Black","2005_09",148489,64008,0.43106,12087,0.0814
35620,"Suburb","Black","2010_14",169031,82783,0.48975,13467,0.07967
35620,"Suburb","Hispanic","2000",196777,69862,0.35503,3809,0.01936
35620,"Suburb","Hispanic","2005_09",231821,79481,0.34286,14893,0.06424
35620,"Suburb","Hispanic","2010_14",342388,159523,0.46591,26026,0.07601
