cbsa,metro,geotype,group,year,poor,_20plus_poor,_20plus_poor_share,_40plus_poor,_40plus_poor_share
16860,"Chattanooga, TN-GA",Suburb,Non-Hispanic White,2005-09,32641.00000,6153.00000,0.18851,0.00000,0.00000
16860,"Chattanooga, TN-GA",Suburb,Non-Hispanic White,2010-14,40344.00000,10502.00000,0.26031,0.00000,0.00000
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,All,2000,556180.00000,371274.00000,0.66754,101273.00000,0.18209
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,All,2005-09,587000.00000,403276.00000,0.68701,137623.00000,0.23445
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,All,2010-14,620370.00000,455881.00000,0.73485,159608.00000,0.25728
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,Black,2000,298272.00000,245676.00000,0.82366,89511.00000,0.30010
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,Black,2005-09,298514.00000,255381.00000,0.85551,112878.00000,0.37813
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,Black,2010-14,291056.00000,262584.00000,0.90218,129312.00000,0.44429
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,Hispanic,2000,153257.00000,91290.00000,0.59567,8525.00000,0.05563
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,Hispanic,2005-09,172234.00000,106338.00000,0.61740,18255.00000,0.10599
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,Hispanic,2010-14,196865.00000,138430.00000,0.70317,22687.00000,0.11524
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,Non-Hispanic White,2000,74276.00000,20629.00000,0.27773,1697.00000,0.02285
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,Non-Hispanic White,2005-09,90043.00000,29350.00000,0.32596,4776.00000,0.05304
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,Non-Hispanic White,2010-14,94595.00000,33605.00000,0.35525,4399.00000,0.04650
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,All,2000,921995.00000,441653.00000,0.47902,113000.00000,0.12256
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,All,2005-09,1101942.00000,539346.00000,0.48945,158746.00000,0.14406
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,All,2010-14,1309458.00000,695623.00000,0.53123,204943.00000,0.15651
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,Black,2000,396680.00000,290006.00000,0.73108,96923.00000,0.24434
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,Black,2005-09,435536.00000,326533.00000,0.74973,128214.00000,0.29438
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,Black,2010-14,462665.00000,366946.00000,0.79311,159108.00000,0.34389
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,Hispanic,2000,239470.00000,106891.00000,0.44636,9561.00000,0.03993
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,Hispanic,2005-09,309652.00000,144469.00000,0.46655,22109.00000,0.07140
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,Hispanic,2010-14,409811.00000,229754.00000,0.56063,32341.00000,0.07892
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,Non-Hispanic White,2000,236487.00000,29633.00000,0.12530,4450.00000,0.01882
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,Non-Hispanic White,2005-09,301590.00000,52402.00000,0.17375,6344.00000,0.02104
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,Non-Hispanic White,2010-14,356941.00000,70756.00000,0.19823,9193.00000,0.02575
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,All,2000,365815.00000,70379.00000,0.19239,11727.00000,0.03206
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,All,2005-09,514942.00000,136070.00000,0.26424,21123.00000,0.04102
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,All,2010-14,689088.00000,239742.00000,0.34791,45335.00000,0.06579
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,Black,2000,98408.00000,44330.00000,0.45047,7412.00000,0.07532
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,Black,2005-09,137022.00000,71152.00000,0.51927,15336.00000,0.11192
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,Black,2010-14,171609.00000,104362.00000,0.60814,29796.00000,0.17363
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,Hispanic,2000,86213.00000,15601.00000,0.18096,1036.00000,0.01202
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,Hispanic,2005-09,137418.00000,38131.00000,0.27748,3854.00000,0.02805
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,Hispanic,2010-14,212946.00000,91324.00000,0.42886,9654.00000,0.04534
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,Non-Hispanic White,2000,162211.00000,9004.00000,0.05551,2753.00000,0.01697
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,Non-Hispanic White,2005-09,211547.00000,23052.00000,0.10897,1568.00000,0.00741
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,Non-Hispanic White,2010-14,262346.00000,37151.00000,0.14161,4794.00000,0.01827
17140,"Cincinnati, OH-KY-IN",City,All,2000,65143.00000,45363.00000,0.69636,18843.00000,0.28926
17140,"Cincinnati, OH-KY-IN",City,All,2005-09,75139.00000,56189.00000,0.74780,24068.00000,0.32031
17140,"Cincinnati, OH-KY-IN",City,All,2010-14,82721.00000,71950.00000,0.86979,41385.00000,0.50030
17140,"Cincinnati, OH-KY-IN",City,Black,2000,45033.00000,35301.00000,0.78389,16831.00000,0.37375
17140,"Cincinnati, OH-KY-IN",City,Black,2005-09,47257.00000,38606.00000,0.81694,17944.00000,0.37971
17140,"Cincinnati, OH-KY-IN",City,Black,2010-14,53851.00000,49345.00000,0.91632,29704.00000,0.55160
17140,"Cincinnati, OH-KY-IN",City,Hispanic,2000,874.00000,678.00000,0.77574,271.00000,0.31007
17140,"Cincinnati, OH-KY-IN",City,Hispanic,2005-09,2297.00000,1995.00000,0.86852,455.00000,0.19808
17140,"Cincinnati, OH-KY-IN",City,Hispanic,2010-14,3407.00000,2891.00000,0.84855,1406.00000,0.41268
17140,"Cincinnati, OH-KY-IN",City,Non-Hispanic White,2000,17076.00000,8137.00000,0.47652,1430.00000,0.08374
17140,"Cincinnati, OH-KY-IN",City,Non-Hispanic White,2005-09,22489.00000,13062.00000,0.58082,4538.00000,0.20179
17140,"Cincinnati, OH-KY-IN",City,Non-Hispanic White,2010-14,21904.00000,16656.00000,0.76041,8506.00000,0.38833
17140,"Cincinnati, OH-KY-IN",Metro,All,2000,176902.00000,58390.00000,0.33007,20775.00000,0.11744
17140,"Cincinnati, OH-KY-IN",Metro,All,2005-09,236626.00000,102251.00000,0.43212,33996.00000,0.14367
17140,"Cincinnati, OH-KY-IN",Metro,All,2010-14,283703.00000,144019.00000,0.50764,54855.00000,0.19335
17140,"Cincinnati, OH-KY-IN",Metro,Black,2000,59504.00000,40099.00000,0.67389,17187.00000,0.28884
17140,"Cincinnati, OH-KY-IN",Metro,Black,2005-09,69703.00000,48194.00000,0.69142,19893.00000,0.28540
17140,"Cincinnati, OH-KY-IN",Metro,Black,2010-14,85955.00000,65440.00000,0.76133,34246.00000,0.39842
17140,"Cincinnati, OH-KY-IN",Metro,Hispanic,2000,3244.00000,1131.00000,0.34864,386.00000,0.11899
17140,"Cincinnati, OH-KY-IN",Metro,Hispanic,2005-09,9758.00000,4460.00000,0.45706,1539.00000,0.15772
17140,"Cincinnati, OH-KY-IN",Metro,Hispanic,2010-14,16668.00000,9923.00000,0.59533,2871.00000,0.17225
17140,"Cincinnati, OH-KY-IN",Metro,Non-Hispanic White,2000,107931.00000,15326.00000,0.14200,2789.00000,0.02584
17140,"Cincinnati, OH-KY-IN",Metro,Non-Hispanic White,2005-09,147585.00000,44831.00000,0.30376,10688.00000,0.07242
17140,"Cincinnati, OH-KY-IN",Metro,Non-Hispanic White,2010-14,167999.00000,62138.00000,0.36987,15378.00000,0.09154
17140,"Cincinnati, OH-KY-IN",Suburb,All,2000,111759.00000,13027.00000,0.11656,1932.00000,0.01729
17140,"Cincinnati, OH-KY-IN",Suburb,All,2005-09,161487.00000,46062.00000,0.28524,9928.00000,0.06148
17140,"Cincinnati, OH-KY-IN",Suburb,All,2010-14,200982.00000,72069.00000,0.35858,13470.00000,0.06702
17140,"Cincinnati, OH-KY-IN",Suburb,Black,2000,14471.00000,4798.00000,0.33156,356.00000,0.02460
17140,"Cincinnati, OH-KY-IN",Suburb,Black,2005-09,22446.00000,9588.00000,0.42716,1949.00000,0.08683
17140,"Cincinnati, OH-KY-IN",Suburb,Black,2010-14,32104.00000,16095.00000,0.50134,4542.00000,0.14148
17140,"Cincinnati, OH-KY-IN",Suburb,Hispanic,2000,2370.00000,453.00000,0.19114,115.00000,0.04852
17140,"Cincinnati, OH-KY-IN",Suburb,Hispanic,2005-09,7461.00000,2465.00000,0.33038,1084.00000,0.14529
17140,"Cincinnati, OH-KY-IN",Suburb,Hispanic,2010-14,13261.00000,7032.00000,0.53028,1465.00000,0.11047
17140,"Cincinnati, OH-KY-IN",Suburb,Non-Hispanic White,2000,90855.00000,7189.00000,0.07913,1359.00000,0.01496
17140,"Cincinnati, OH-KY-IN",Suburb,Non-Hispanic White,2005-09,125096.00000,31769.00000,0.25396,6150.00000,0.04916
17140,"Cincinnati, OH-KY-IN",Suburb,Non-Hispanic White,2010-14,146095.00000,45482.00000,0.31132,6872.00000,0.04704
17460,"Cleveland-Elyria, OH",City,All,2000,120590.00000,100904.00000,0.83675,32639.00000,0.27066
17460,"Cleveland-Elyria, OH",City,All,2005-09,125894.00000,109175.00000,0.86720,52784.00000,0.41927
17460,"Cleveland-Elyria, OH",City,All,2010-14,135891.00000,129948.00000,0.95627,73442.00000,0.54045
17460,"Cleveland-Elyria, OH",City,Black,2000,78422.00000,70299.00000,0.89642,25797.00000,0.32895
17460,"Cleveland-Elyria, OH",City,Black,2005-09,79945.00000,73509.00000,0.91949,35825.00000,0.44812
17460,"Cleveland-Elyria, OH",City,Black,2010-14,85775.00000,84450.00000,0.98455,52869.00000,0.61637
17460,"Cleveland-Elyria, OH",City,Hispanic,2000,11047.00000,9522.00000,0.86195,2731.00000,0.24722
17460,"Cleveland-Elyria, OH",City,Hispanic,2005-09,12920.00000,11278.00000,0.87291,5673.00000,0.43909
17460,"Cleveland-Elyria, OH",City,Hispanic,2010-14,15852.00000,15013.00000,0.94707,7604.00000,0.47969
17460,"Cleveland-Elyria, OH",City,Non-Hispanic White,2000,27896.00000,18601.00000,0.66680,3658.00000,0.13113
17460,"Cleveland-Elyria, OH",City,Non-Hispanic White,2005-09,29800.00000,21564.00000,0.72362,10069.00000,0.33789
17460,"Cleveland-Elyria, OH",City,Non-Hispanic White,2010-14,29940.00000,26398.00000,0.88170,10867.00000,0.36296
17460,"Cleveland-Elyria, OH",Metro,All,2000,223957.00000,121607.00000,0.54299,32639.00000,0.14574
17460,"Cleveland-Elyria, OH",Metro,All,2005-09,276762.00000,156051.00000,0.56385,64919.00000,0.23457
17460,"Cleveland-Elyria, OH",Metro,All,2010-14,312092.00000,195616.00000,0.62679,87989.00000,0.28193
17460,"Cleveland-Elyria, OH",Metro,Black,2000,104880.00000,82851.00000,0.78996,25797.00000,0.24597
17460,"Cleveland-Elyria, OH",Metro,Black,2005-09,121256.00000,96526.00000,0.79605,43552.00000,0.35917
17460,"Cleveland-Elyria, OH",Metro,Black,2010-14,135225.00000,113989.00000,0.84296,61163.00000,0.45231
17460,"Cleveland-Elyria, OH",Metro,Hispanic,2000,16766.00000,11922.00000,0.71108,2731.00000,0.16289
17460,"Cleveland-Elyria, OH",Metro,Hispanic,2005-09,25131.00000,18205.00000,0.72440,7484.00000,0.29780
17460,"Cleveland-Elyria, OH",Metro,Hispanic,2010-14,29648.00000,23983.00000,0.80892,9207.00000,0.31054
17460,"Cleveland-Elyria, OH",Metro,Non-Hispanic White,2000,93650.00000,23640.00000,0.25243,3658.00000,0.03906
17460,"Cleveland-Elyria, OH",Metro,Non-Hispanic White,2005-09,121090.00000,37146.00000,0.30676,12500.00000,0.10323
17460,"Cleveland-Elyria, OH",Metro,Non-Hispanic White,2010-14,134106.00000,50888.00000,0.37946,14939.00000,0.11140
17460,"Cleveland-Elyria, OH",Suburb,All,2000,103367.00000,20703.00000,0.20029,0.00000,0.00000
17460,"Cleveland-Elyria, OH",Suburb,All,2005-09,150868.00000,46876.00000,0.31071,12135.00000,0.08043
17460,"Cleveland-Elyria, OH",Suburb,All,2010-14,176201.00000,65668.00000,0.37269,14547.00000,0.08256
17460,"Cleveland-Elyria, OH",Suburb,Black,2000,26458.00000,12552.00000,0.47441,0.00000,0.00000
17460,"Cleveland-Elyria, OH",Suburb,Black,2005-09,41311.00000,23017.00000,0.55716,7727.00000,0.18704
17460,"Cleveland-Elyria, OH",Suburb,Black,2010-14,49450.00000,29539.00000,0.59735,8294.00000,0.16772
17460,"Cleveland-Elyria, OH",Suburb,Hispanic,2000,5719.00000,2400.00000,0.41965,0.00000,0.00000
17460,"Cleveland-Elyria, OH",Suburb,Hispanic,2005-09,12211.00000,6927.00000,0.56728,1811.00000,0.14831
17460,"Cleveland-Elyria, OH",Suburb,Hispanic,2010-14,13796.00000,8970.00000,0.65019,1603.00000,0.11619
17460,"Cleveland-Elyria, OH",Suburb,Non-Hispanic White,2000,65754.00000,5039.00000,0.07663,0.00000,0.00000
17460,"Cleveland-Elyria, OH",Suburb,Non-Hispanic White,2005-09,91290.00000,15582.00000,0.17069,2431.00000,0.02663
17460,"Cleveland-Elyria, OH",Suburb,Non-Hispanic White,2010-14,104166.00000,24490.00000,0.23511,4072.00000,0.03909
17820,"Colorado Springs, CO",City,All,2000,30009.00000,4399.00000,0.14659,631.00000,0.02103
17820,"Colorado Springs, CO",City,All,2005-09,44878.00000,18949.00000,0.42223,2204.00000,0.04911
17820,"Colorado Springs, CO",City,All,2010-14,57692.00000,27071.00000,0.46923,2644.00000,0.04583
17820,"Colorado Springs, CO",City,Black,2000,4056.00000,717.00000,0.17678,56.00000,0.01381
17820,"Colorado Springs, CO",City,Black,2005-09,4771.00000,2860.00000,0.59946,275.00000,0.05764
17820,"Colorado Springs, CO",City,Black,2010-14,6498.00000,3848.00000,0.59218,330.00000,0.05078
17820,"Colorado Springs, CO",City,Hispanic,2000,7126.00000,1471.00000,0.20643,179.00000,0.02512
17820,"Colorado Springs, CO",City,Hispanic,2005-09,14259.00000,7260.00000,0.50915,986.00000,0.06915
17820,"Colorado Springs, CO",City,Hispanic,2010-14,19111.00000,11857.00000,0.62043,1282.00000,0.06708
17820,"Colorado Springs, CO",City,Non-Hispanic White,2000,16245.00000,1814.00000,0.11167,320.00000,0.01970
17820,"Colorado Springs, CO",City,Non-Hispanic White,2005-09,23367.00000,8480.00000,0.36290,926.00000,0.03963
17820,"Colorado Springs, CO",City,Non-Hispanic White,2010-14,28054.00000,9894.00000,0.35268,931.00000,0.03319
17820,"Colorado Springs, CO",Metro,All,2000,40843.00000,4399.00000,0.10771,631.00000,0.01545
17820,"Colorado Springs, CO",Metro,All,2005-09,60825.00000,24231.00000,0.39837,2204.00000,0.03624
17820,"Colorado Springs, CO",Metro,All,2010-14,79861.00000,30467.00000,0.38150,2644.00000,0.03311
17820,"Colorado Springs, CO",Metro,Black,2000,4649.00000,717.00000,0.15423,56.00000,0.01205
17820,"Colorado Springs, CO",Metro,Black,2005-09,5622.00000,3256.00000,0.57915,275.00000,0.04891
17820,"Colorado Springs, CO",Metro,Black,2010-14,7620.00000,4130.00000,0.54199,330.00000,0.04331
17820,"Colorado Springs, CO",Metro,Hispanic,2000,8790.00000,1471.00000,0.16735,179.00000,0.02036
17820,"Colorado Springs, CO",Metro,Hispanic,2005-09,17388.00000,8790.00000,0.50552,986.00000,0.05671
17820,"Colorado Springs, CO",Metro,Hispanic,2010-14,22991.00000,12593.00000,0.54774,1282.00000,0.05576
17820,"Colorado Springs, CO",Metro,Non-Hispanic White,2000,23680.00000,1814.00000,0.07660,320.00000,0.01351
17820,"Colorado Springs, CO",Metro,Non-Hispanic White,2005-09,33953.00000,11268.00000,0.33187,926.00000,0.02727
17820,"Colorado Springs, CO",Metro,Non-Hispanic White,2010-14,43455.00000,12002.00000,0.27619,931.00000,0.02142
17820,"Colorado Springs, CO",Suburb,All,2000,10834.00000,0.00000,0.00000,0.00000,0.00000
17820,"Colorado Springs, CO",Suburb,All,2005-09,15947.00000,5282.00000,0.33122,0.00000,0.00000
17820,"Colorado Springs, CO",Suburb,All,2010-14,22169.00000,3396.00000,0.15319,0.00000,0.00000
17820,"Colorado Springs, CO",Suburb,Black,2000,593.00000,0.00000,0.00000,0.00000,0.00000
17820,"Colorado Springs, CO",Suburb,Black,2005-09,851.00000,396.00000,0.46533,0.00000,0.00000
17820,"Colorado Springs, CO",Suburb,Black,2010-14,1122.00000,282.00000,0.25134,0.00000,0.00000
17820,"Colorado Springs, CO",Suburb,Hispanic,2000,1664.00000,0.00000,0.00000,0.00000,0.00000
17820,"Colorado Springs, CO",Suburb,Hispanic,2005-09,3129.00000,1530.00000,0.48897,0.00000,0.00000
17820,"Colorado Springs, CO",Suburb,Hispanic,2010-14,3880.00000,736.00000,0.18969,0.00000,0.00000
17820,"Colorado Springs, CO",Suburb,Non-Hispanic White,2000,7435.00000,0.00000,0.00000,0.00000,0.00000
17820,"Colorado Springs, CO",Suburb,Non-Hispanic White,2005-09,10586.00000,2788.00000,0.26337,0.00000,0.00000
17820,"Colorado Springs, CO",Suburb,Non-Hispanic White,2010-14,15401.00000,2108.00000,0.13687,0.00000,0.00000
17900,"Columbia, SC",City,All,2000,17200.00000,12180.00000,0.70814,4242.00000,0.24663
17900,"Columbia, SC",City,All,2005-09,20054.00000,16438.00000,0.81969,4818.00000,0.24025
17900,"Columbia, SC",City,All,2010-14,21446.00000,17533.00000,0.81754,9524.00000,0.44409
17900,"Columbia, SC",City,Black,2000,12225.00000,9500.00000,0.77710,4055.00000,0.33170
17900,"Columbia, SC",City,Black,2005-09,13848.00000,12859.00000,0.92858,4442.00000,0.32077
17900,"Columbia, SC",City,Black,2010-14,14547.00000,12970.00000,0.89159,8133.00000,0.55908
17900,"Columbia, SC",City,Hispanic,2000,283.00000,184.00000,0.65018,14.00000,0.04947
17900,"Columbia, SC",City,Hispanic,2005-09,1081.00000,882.00000,0.81591,36.00000,0.03330
17900,"Columbia, SC",City,Hispanic,2010-14,1146.00000,828.00000,0.72251,468.00000,0.40838
17900,"Columbia, SC",City,Non-Hispanic White,2000,4178.00000,2145.00000,0.51340,135.00000,0.03231
17900,"Columbia, SC",City,Non-Hispanic White,2005-09,4519.00000,2288.00000,0.50631,325.00000,0.07192
17900,"Columbia, SC",City,Non-Hispanic White,2010-14,5255.00000,3376.00000,0.64244,765.00000,0.14558
17900,"Columbia, SC",Metro,All,2000,73840.00000,27051.00000,0.36635,4242.00000,0.05745
17900,"Columbia, SC",Metro,All,2005-09,88293.00000,37748.00000,0.42753,5985.00000,0.06779
17900,"Columbia, SC",Metro,All,2010-14,117493.00000,65096.00000,0.55404,11955.00000,0.10175
17900,"Columbia, SC",Metro,Black,2000,41932.00000,19941.00000,0.47556,4055.00000,0.09670
17900,"Columbia, SC",Metro,Black,2005-09,48459.00000,25992.00000,0.53637,4933.00000,0.10180
17900,"Columbia, SC",Metro,Black,2010-14,60219.00000,38523.00000,0.63972,9637.00000,0.16003
17900,"Columbia, SC",Metro,Hispanic,2000,3113.00000,685.00000,0.22004,14.00000,0.00450
17900,"Columbia, SC",Metro,Hispanic,2005-09,5700.00000,2180.00000,0.38246,73.00000,0.01281
17900,"Columbia, SC",Metro,Hispanic,2010-14,10749.00000,5993.00000,0.55754,774.00000,0.07201
17900,"Columbia, SC",Metro,Non-Hispanic White,2000,26585.00000,5816.00000,0.21877,135.00000,0.00508
17900,"Columbia, SC",Metro,Non-Hispanic White,2005-09,30832.00000,8388.00000,0.27206,936.00000,0.03036
17900,"Columbia, SC",Metro,Non-Hispanic White,2010-14,41912.00000,18274.00000,0.43601,1364.00000,0.03254
17900,"Columbia, SC",Suburb,All,2000,56640.00000,14871.00000,0.26255,0.00000,0.00000
17900,"Columbia, SC",Suburb,All,2005-09,68239.00000,21310.00000,0.31228,1167.00000,0.01710
17900,"Columbia, SC",Suburb,All,2010-14,96047.00000,47563.00000,0.49521,2431.00000,0.02531
17900,"Columbia, SC",Suburb,Black,2000,29707.00000,10441.00000,0.35147,0.00000,0.00000
17900,"Columbia, SC",Suburb,Black,2005-09,34611.00000,13133.00000,0.37945,491.00000,0.01419
17900,"Columbia, SC",Suburb,Black,2010-14,45672.00000,25553.00000,0.55949,1504.00000,0.03293
17900,"Columbia, SC",Suburb,Hispanic,2000,2830.00000,501.00000,0.17703,0.00000,0.00000
17900,"Columbia, SC",Suburb,Hispanic,2005-09,4619.00000,1298.00000,0.28101,37.00000,0.00801
17900,"Columbia, SC",Suburb,Hispanic,2010-14,9603.00000,5165.00000,0.53785,306.00000,0.03187
17900,"Columbia, SC",Suburb,Non-Hispanic White,2000,22407.00000,3671.00000,0.16383,0.00000,0.00000
17900,"Columbia, SC",Suburb,Non-Hispanic White,2005-09,26313.00000,6100.00000,0.23182,611.00000,0.02322
17900,"Columbia, SC",Suburb,Non-Hispanic White,2010-14,36657.00000,14898.00000,0.40642,599.00000,0.01634
18140,"Columbus, OH",City,All,2000,85759.00000,46233.00000,0.53910,10000.00000,0.11661
18140,"Columbus, OH",City,All,2005-09,130063.00000,91068.00000,0.70018,27204.00000,0.20916
18140,"Columbus, OH",City,All,2010-14,153719.00000,113643.00000,0.73929,49696.00000,0.32329
18140,"Columbus, OH",City,Black,2000,37457.00000,26530.00000,0.70828,6425.00000,0.17153
18140,"Columbus, OH",City,Black,2005-09,56186.00000,47355.00000,0.84283,14699.00000,0.26161
18140,"Columbus, OH",City,Black,2010-14,73122.00000,58703.00000,0.80281,28560.00000,0.39058
18140,"Columbus, OH",City,Hispanic,2000,2588.00000,1145.00000,0.44243,295.00000,0.11399
18140,"Columbus, OH",City,Hispanic,2005-09,8542.00000,5673.00000,0.66413,1021.00000,0.11953
18140,"Columbus, OH",City,Hispanic,2010-14,13319.00000,10611.00000,0.79668,3921.00000,0.29439
18140,"Columbus, OH",City,Non-Hispanic White,2000,38163.00000,15109.00000,0.39591,2433.00000,0.06375
18140,"Columbus, OH",City,Non-Hispanic White,2005-09,57485.00000,33542.00000,0.58349,9937.00000,0.17286
18140,"Columbus, OH",City,Non-Hispanic White,2010-14,55889.00000,36014.00000,0.64438,12890.00000,0.23064
18140,"Columbus, OH",Metro,All,2000,149535.00000,49978.00000,0.33422,10000.00000,0.06687
18140,"Columbus, OH",Metro,All,2005-09,222184.00000,111673.00000,0.50261,29009.00000,0.13056
18140,"Columbus, OH",Metro,All,2010-14,271843.00000,148497.00000,0.54626,51347.00000,0.18888
18140,"Columbus, OH",Metro,Black,2000,42263.00000,26941.00000,0.63746,6425.00000,0.15202
18140,"Columbus, OH",Metro,Black,2005-09,65193.00000,51028.00000,0.78272,15532.00000,0.23825
18140,"Columbus, OH",Metro,Black,2010-14,86838.00000,64566.00000,0.74352,29589.00000,0.34074
18140,"Columbus, OH",Metro,Hispanic,2000,4672.00000,1884.00000,0.40325,295.00000,0.06314
18140,"Columbus, OH",Metro,Hispanic,2005-09,12665.00000,7418.00000,0.58571,1184.00000,0.09349
18140,"Columbus, OH",Metro,Hispanic,2010-14,18023.00000,11667.00000,0.64734,4011.00000,0.22255
18140,"Columbus, OH",Metro,Non-Hispanic White,2000,92185.00000,17466.00000,0.18947,2433.00000,0.02639
18140,"Columbus, OH",Metro,Non-Hispanic White,2005-09,132758.00000,47963.00000,0.36128,10786.00000,0.08125
18140,"Columbus, OH",Metro,Non-Hispanic White,2010-14,149892.00000,61812.00000,0.41238,13334.00000,0.08896
18140,"Columbus, OH",Suburb,All,2000,63776.00000,3745.00000,0.05872,0.00000,0.00000
18140,"Columbus, OH",Suburb,All,2005-09,92121.00000,20605.00000,0.22367,1805.00000,0.01959
18140,"Columbus, OH",Suburb,All,2010-14,118124.00000,34854.00000,0.29506,1651.00000,0.01398
18140,"Columbus, OH",Suburb,Black,2000,4806.00000,411.00000,0.08552,0.00000,0.00000
18140,"Columbus, OH",Suburb,Black,2005-09,9007.00000,3673.00000,0.40779,833.00000,0.09248
18140,"Columbus, OH",Suburb,Black,2010-14,13716.00000,5863.00000,0.42746,1029.00000,0.07502
18140,"Columbus, OH",Suburb,Hispanic,2000,2084.00000,739.00000,0.35461,0.00000,0.00000
18140,"Columbus, OH",Suburb,Hispanic,2005-09,4123.00000,1745.00000,0.42324,163.00000,0.03953
18140,"Columbus, OH",Suburb,Hispanic,2010-14,4704.00000,1056.00000,0.22449,90.00000,0.01913
18140,"Columbus, OH",Suburb,Non-Hispanic White,2000,54022.00000,2357.00000,0.04363,0.00000,0.00000
18140,"Columbus, OH",Suburb,Non-Hispanic White,2005-09,75273.00000,14421.00000,0.19158,849.00000,0.01128
18140,"Columbus, OH",Suburb,Non-Hispanic White,2010-14,94003.00000,25798.00000,0.27444,444.00000,0.00472
19100,"Dallas-Fort Worth-Arlington, TX",City,All,2000,322490.00000,193688.00000,0.60060,26968.00000,0.08362
19100,"Dallas-Fort Worth-Arlington, TX",City,All,2005-09,432783.00000,308732.00000,0.71336,64137.00000,0.14820
19100,"Dallas-Fort Worth-Arlington, TX",City,All,2010-14,504771.00000,394730.00000,0.78200,114416.00000,0.22667
19100,"Dallas-Fort Worth-Arlington, TX",City,Black,2000,105001.00000,72433.00000,0.68983,18576.00000,0.17691
19100,"Dallas-Fort Worth-Arlington, TX",City,Black,2005-09,124431.00000,97033.00000,0.77981,29840.00000,0.23981
19100,"Dallas-Fort Worth-Arlington, TX",City,Black,2010-14,152126.00000,126135.00000,0.82915,47273.00000,0.31075
19100,"Dallas-Fort Worth-Arlington, TX",City,Hispanic,2000,146960.00000,98794.00000,0.67225,6458.00000,0.04394
19100,"Dallas-Fort Worth-Arlington, TX",City,Hispanic,2005-09,223995.00000,173684.00000,0.77539,28158.00000,0.12571
19100,"Dallas-Fort Worth-Arlington, TX",City,Hispanic,2010-14,251124.00000,213379.00000,0.84970,54981.00000,0.21894
19100,"Dallas-Fort Worth-Arlington, TX",City,Non-Hispanic White,2000,56238.00000,16890.00000,0.30033,1314.00000,0.02336
19100,"Dallas-Fort Worth-Arlington, TX",City,Non-Hispanic White,2005-09,69363.00000,30525.00000,0.44008,5185.00000,0.07475
19100,"Dallas-Fort Worth-Arlington, TX",City,Non-Hispanic White,2010-14,77296.00000,40952.00000,0.52981,7915.00000,0.10240
19100,"Dallas-Fort Worth-Arlington, TX",Metro,All,2000,540768.00000,214012.00000,0.39576,26968.00000,0.04987
19100,"Dallas-Fort Worth-Arlington, TX",Metro,All,2005-09,796545.00000,417508.00000,0.52415,64445.00000,0.08091
19100,"Dallas-Fort Worth-Arlington, TX",Metro,All,2010-14,967437.00000,555730.00000,0.57444,128312.00000,0.13263
19100,"Dallas-Fort Worth-Arlington, TX",Metro,Black,2000,134514.00000,77673.00000,0.57743,18576.00000,0.13810
19100,"Dallas-Fort Worth-Arlington, TX",Metro,Black,2005-09,179424.00000,116059.00000,0.64684,29840.00000,0.16631
19100,"Dallas-Fort Worth-Arlington, TX",Metro,Black,2010-14,222568.00000,152515.00000,0.68525,49144.00000,0.22080
19100,"Dallas-Fort Worth-Arlington, TX",Metro,Hispanic,2000,217377.00000,108636.00000,0.49976,6458.00000,0.02971
