cbsa,metro,geotype,group,year,poor,_20plus_poor,_20plus_poor_share,_40plus_poor,_40plus_poor_share
44140,"Springfield, MA",City,Non-Hispanic White,2000,7003.00000,3356.00000,0.47922,1206.00000,0.17221
44140,"Springfield, MA",City,Non-Hispanic White,2005-09,7449.00000,5557.00000,0.74601,1332.00000,0.17882
44140,"Springfield, MA",City,Non-Hispanic White,2010-14,6657.00000,4100.00000,0.61589,1428.00000,0.21451
44140,"Springfield, MA",Metro,All,2000,77451.00000,42609.00000,0.55014,16565.00000,0.21388
44140,"Springfield, MA",Metro,All,2005-09,90300.00000,61177.00000,0.67749,21553.00000,0.23868
44140,"Springfield, MA",Metro,All,2010-14,98866.00000,58520.00000,0.59191,25565.00000,0.25858
44140,"Springfield, MA",Metro,Black,2000,10031.00000,7197.00000,0.71748,2157.00000,0.21503
44140,"Springfield, MA",Metro,Black,2005-09,10707.00000,8838.00000,0.82544,2311.00000,0.21584
44140,"Springfield, MA",Metro,Black,2010-14,11643.00000,9021.00000,0.77480,4082.00000,0.35060
44140,"Springfield, MA",Metro,Hispanic,2000,29708.00000,24130.00000,0.81224,12742.00000,0.42891
44140,"Springfield, MA",Metro,Hispanic,2005-09,38175.00000,34095.00000,0.89312,15222.00000,0.39874
44140,"Springfield, MA",Metro,Hispanic,2010-14,44575.00000,33999.00000,0.76274,20019.00000,0.44911
44140,"Springfield, MA",Metro,Non-Hispanic White,2000,36034.00000,10664.00000,0.29594,1649.00000,0.04576
44140,"Springfield, MA",Metro,Non-Hispanic White,2005-09,38814.00000,16448.00000,0.42376,3790.00000,0.09765
44140,"Springfield, MA",Metro,Non-Hispanic White,2010-14,38149.00000,13779.00000,0.36119,1892.00000,0.04960
44140,"Springfield, MA",Suburb,All,2000,43835.00000,17785.00000,0.40573,5136.00000,0.11717
44140,"Springfield, MA",Suburb,All,2005-09,50001.00000,25040.00000,0.50079,8430.00000,0.16860
44140,"Springfield, MA",Suburb,All,2010-14,54339.00000,21508.00000,0.39581,6445.00000,0.11861
44140,"Springfield, MA",Suburb,Black,2000,1712.00000,865.00000,0.50526,170.00000,0.09930
44140,"Springfield, MA",Suburb,Black,2005-09,1944.00000,1043.00000,0.53652,258.00000,0.13272
44140,"Springfield, MA",Suburb,Black,2010-14,2486.00000,1031.00000,0.41472,214.00000,0.08608
44140,"Springfield, MA",Suburb,Hispanic,2000,11944.00000,9372.00000,0.78466,4615.00000,0.38639
44140,"Springfield, MA",Suburb,Hispanic,2005-09,14961.00000,12207.00000,0.81592,5423.00000,0.36248
44140,"Springfield, MA",Suburb,Hispanic,2010-14,16323.00000,9336.00000,0.57195,5758.00000,0.35275
44140,"Springfield, MA",Suburb,Non-Hispanic White,2000,29031.00000,7308.00000,0.25173,443.00000,0.01526
44140,"Springfield, MA",Suburb,Non-Hispanic White,2005-09,31365.00000,10891.00000,0.34723,2458.00000,0.07837
44140,"Springfield, MA",Suburb,Non-Hispanic White,2010-14,31492.00000,9679.00000,0.30735,464.00000,0.01473
44700,"Stockton-Lodi, CA",City,All,2000,55555.00000,45581.00000,0.82047,13460.00000,0.24228
44700,"Stockton-Lodi, CA",City,All,2005-09,52960.00000,40485.00000,0.76444,10681.00000,0.20168
44700,"Stockton-Lodi, CA",City,All,2010-14,70501.00000,57303.00000,0.81280,24947.00000,0.35385
44700,"Stockton-Lodi, CA",City,Black,2000,7338.00000,6161.00000,0.83960,1902.00000,0.25920
44700,"Stockton-Lodi, CA",City,Black,2005-09,8639.00000,6608.00000,0.76490,1001.00000,0.11587
44700,"Stockton-Lodi, CA",City,Black,2010-14,10607.00000,8236.00000,0.77647,3335.00000,0.31442
44700,"Stockton-Lodi, CA",City,Hispanic,2000,21713.00000,18510.00000,0.85248,5714.00000,0.26316
44700,"Stockton-Lodi, CA",City,Hispanic,2005-09,25223.00000,20748.00000,0.82258,6302.00000,0.24985
44700,"Stockton-Lodi, CA",City,Hispanic,2010-14,35022.00000,31043.00000,0.88639,16096.00000,0.45960
44700,"Stockton-Lodi, CA",City,Non-Hispanic White,2000,8462.00000,5330.00000,0.62987,1256.00000,0.14843
44700,"Stockton-Lodi, CA",City,Non-Hispanic White,2005-09,7350.00000,4032.00000,0.54857,1102.00000,0.14993
44700,"Stockton-Lodi, CA",City,Non-Hispanic White,2010-14,10030.00000,6220.00000,0.62014,2293.00000,0.22861
44700,"Stockton-Lodi, CA",Metro,All,2000,97105.00000,61617.00000,0.63454,15054.00000,0.15503
44700,"Stockton-Lodi, CA",Metro,All,2005-09,99396.00000,52012.00000,0.52328,10681.00000,0.10746
44700,"Stockton-Lodi, CA",Metro,All,2010-14,132986.00000,86690.00000,0.65187,29289.00000,0.22024
44700,"Stockton-Lodi, CA",Metro,Black,2000,9445.00000,7069.00000,0.74844,2302.00000,0.24373
44700,"Stockton-Lodi, CA",Metro,Black,2005-09,10838.00000,6703.00000,0.61847,1001.00000,0.09236
44700,"Stockton-Lodi, CA",Metro,Black,2010-14,15004.00000,10339.00000,0.68908,4195.00000,0.27959
44700,"Stockton-Lodi, CA",Metro,Hispanic,2000,42561.00000,28107.00000,0.66039,6687.00000,0.15712
44700,"Stockton-Lodi, CA",Metro,Hispanic,2005-09,49977.00000,29840.00000,0.59707,6302.00000,0.12610
44700,"Stockton-Lodi, CA",Metro,Hispanic,2010-14,69394.00000,50645.00000,0.72982,18813.00000,0.27110
44700,"Stockton-Lodi, CA",Metro,Non-Hispanic White,2000,22292.00000,8779.00000,0.39382,1310.00000,0.05877
44700,"Stockton-Lodi, CA",Metro,Non-Hispanic White,2005-09,22348.00000,5909.00000,0.26441,1102.00000,0.04931
44700,"Stockton-Lodi, CA",Metro,Non-Hispanic White,2010-14,25820.00000,11284.00000,0.43703,2568.00000,0.09946
44700,"Stockton-Lodi, CA",Suburb,All,2000,41550.00000,16036.00000,0.38594,1594.00000,0.03836
44700,"Stockton-Lodi, CA",Suburb,All,2005-09,46436.00000,11527.00000,0.24823,0.00000,0.00000
44700,"Stockton-Lodi, CA",Suburb,All,2010-14,62485.00000,29387.00000,0.47030,4342.00000,0.06949
44700,"Stockton-Lodi, CA",Suburb,Black,2000,2107.00000,908.00000,0.43094,400.00000,0.18984
44700,"Stockton-Lodi, CA",Suburb,Black,2005-09,2199.00000,95.00000,0.04320,0.00000,0.00000
44700,"Stockton-Lodi, CA",Suburb,Black,2010-14,4397.00000,2103.00000,0.47828,860.00000,0.19559
44700,"Stockton-Lodi, CA",Suburb,Hispanic,2000,20848.00000,9597.00000,0.46033,973.00000,0.04667
44700,"Stockton-Lodi, CA",Suburb,Hispanic,2005-09,24754.00000,9092.00000,0.36729,0.00000,0.00000
44700,"Stockton-Lodi, CA",Suburb,Hispanic,2010-14,34372.00000,19602.00000,0.57029,2717.00000,0.07905
44700,"Stockton-Lodi, CA",Suburb,Non-Hispanic White,2000,13830.00000,3449.00000,0.24939,54.00000,0.00390
44700,"Stockton-Lodi, CA",Suburb,Non-Hispanic White,2005-09,14998.00000,1877.00000,0.12515,0.00000,0.00000
44700,"Stockton-Lodi, CA",Suburb,Non-Hispanic White,2010-14,15790.00000,5064.00000,0.32071,275.00000,0.01742
45060,"Syracuse, NY",City,All,2000,33316.00000,27575.00000,0.82768,10268.00000,0.30820
45060,"Syracuse, NY",City,All,2005-09,35919.00000,30230.00000,0.84162,16419.00000,0.45711
45060,"Syracuse, NY",City,All,2010-14,42891.00000,37310.00000,0.86988,27694.00000,0.64568
45060,"Syracuse, NY",City,Black,2000,13423.00000,12356.00000,0.92051,5913.00000,0.44051
45060,"Syracuse, NY",City,Black,2005-09,14623.00000,13268.00000,0.90734,7129.00000,0.48752
45060,"Syracuse, NY",City,Black,2010-14,17398.00000,15245.00000,0.87625,11211.00000,0.64438
45060,"Syracuse, NY",City,Hispanic,2000,3333.00000,3008.00000,0.90249,1890.00000,0.56706
45060,"Syracuse, NY",City,Hispanic,2005-09,3508.00000,3101.00000,0.88398,1683.00000,0.47976
45060,"Syracuse, NY",City,Hispanic,2010-14,5839.00000,5455.00000,0.93424,4516.00000,0.77342
45060,"Syracuse, NY",City,Non-Hispanic White,2000,13665.00000,9914.00000,0.72550,1934.00000,0.14153
45060,"Syracuse, NY",City,Non-Hispanic White,2005-09,13608.00000,10320.00000,0.75838,5086.00000,0.37375
45060,"Syracuse, NY",City,Non-Hispanic White,2010-14,13614.00000,10949.00000,0.80425,7689.00000,0.56479
45060,"Syracuse, NY",Metro,All,2000,72413.00000,31912.00000,0.44069,10268.00000,0.14180
45060,"Syracuse, NY",Metro,All,2005-09,78742.00000,36388.00000,0.46212,17676.00000,0.22448
45060,"Syracuse, NY",Metro,All,2010-14,94210.00000,48970.00000,0.51980,30566.00000,0.32445
45060,"Syracuse, NY",Metro,Black,2000,14425.00000,12388.00000,0.85879,5913.00000,0.40991
45060,"Syracuse, NY",Metro,Black,2005-09,15364.00000,13385.00000,0.87119,7198.00000,0.46850
45060,"Syracuse, NY",Metro,Black,2010-14,19291.00000,15538.00000,0.80545,11237.00000,0.58250
45060,"Syracuse, NY",Metro,Hispanic,2000,4043.00000,3114.00000,0.77022,1890.00000,0.46747
45060,"Syracuse, NY",Metro,Hispanic,2005-09,4579.00000,3206.00000,0.70015,1724.00000,0.37650
45060,"Syracuse, NY",Metro,Hispanic,2010-14,8548.00000,6448.00000,0.75433,4933.00000,0.57709
45060,"Syracuse, NY",Metro,Non-Hispanic White,2000,49386.00000,13971.00000,0.28289,1934.00000,0.03916
45060,"Syracuse, NY",Metro,Non-Hispanic White,2005-09,52951.00000,16048.00000,0.30307,6203.00000,0.11715
45060,"Syracuse, NY",Metro,Non-Hispanic White,2010-14,58316.00000,21073.00000,0.36136,10072.00000,0.17271
45060,"Syracuse, NY",Suburb,All,2000,39097.00000,4337.00000,0.11093,0.00000,0.00000
45060,"Syracuse, NY",Suburb,All,2005-09,42823.00000,6158.00000,0.14380,1257.00000,0.02935
45060,"Syracuse, NY",Suburb,All,2010-14,51319.00000,11660.00000,0.22721,2872.00000,0.05596
45060,"Syracuse, NY",Suburb,Black,2000,1002.00000,32.00000,0.03194,0.00000,0.00000
45060,"Syracuse, NY",Suburb,Black,2005-09,741.00000,117.00000,0.15789,69.00000,0.09312
45060,"Syracuse, NY",Suburb,Black,2010-14,1893.00000,293.00000,0.15478,26.00000,0.01373
45060,"Syracuse, NY",Suburb,Hispanic,2000,710.00000,106.00000,0.14930,0.00000,0.00000
45060,"Syracuse, NY",Suburb,Hispanic,2005-09,1071.00000,105.00000,0.09804,41.00000,0.03828
45060,"Syracuse, NY",Suburb,Hispanic,2010-14,2709.00000,993.00000,0.36656,417.00000,0.15393
45060,"Syracuse, NY",Suburb,Non-Hispanic White,2000,35721.00000,4057.00000,0.11357,0.00000,0.00000
45060,"Syracuse, NY",Suburb,Non-Hispanic White,2005-09,39343.00000,5728.00000,0.14559,1117.00000,0.02839
45060,"Syracuse, NY",Suburb,Non-Hispanic White,2010-14,44702.00000,10124.00000,0.22648,2383.00000,0.05331
45300,"Tampa-St. Petersburg-Clearwater, FL",City,All,2000,83983.00000,49104.00000,0.58469,13454.00000,0.16020
45300,"Tampa-St. Petersburg-Clearwater, FL",City,All,2005-09,105418.00000,60651.00000,0.57534,15121.00000,0.14344
45300,"Tampa-St. Petersburg-Clearwater, FL",City,All,2010-14,125570.00000,81625.00000,0.65004,24139.00000,0.19224
45300,"Tampa-St. Petersburg-Clearwater, FL",City,Black,2000,36260.00000,30721.00000,0.84724,9735.00000,0.26848
45300,"Tampa-St. Petersburg-Clearwater, FL",City,Black,2005-09,43615.00000,34797.00000,0.79782,11115.00000,0.25484
45300,"Tampa-St. Petersburg-Clearwater, FL",City,Black,2010-14,53254.00000,44889.00000,0.84292,17566.00000,0.32985
45300,"Tampa-St. Petersburg-Clearwater, FL",City,Hispanic,2000,15029.00000,8316.00000,0.55333,2092.00000,0.13920
45300,"Tampa-St. Petersburg-Clearwater, FL",City,Hispanic,2005-09,20165.00000,11106.00000,0.55076,1781.00000,0.08832
45300,"Tampa-St. Petersburg-Clearwater, FL",City,Hispanic,2010-14,27295.00000,19312.00000,0.70753,4316.00000,0.15812
45300,"Tampa-St. Petersburg-Clearwater, FL",City,Non-Hispanic White,2000,29300.00000,8723.00000,0.29771,1357.00000,0.04631
45300,"Tampa-St. Petersburg-Clearwater, FL",City,Non-Hispanic White,2005-09,38279.00000,13429.00000,0.35082,2261.00000,0.05907
45300,"Tampa-St. Petersburg-Clearwater, FL",City,Non-Hispanic White,2010-14,40434.00000,16032.00000,0.39650,2328.00000,0.05758
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,All,2000,247602.00000,75383.00000,0.30445,13454.00000,0.05434
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,All,2005-09,328692.00000,118260.00000,0.35979,22049.00000,0.06708
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,All,2010-14,437401.00000,221951.00000,0.50743,39001.00000,0.08917
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,Black,2000,56760.00000,38666.00000,0.68122,9735.00000,0.17151
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,Black,2005-09,73349.00000,48007.00000,0.65450,13860.00000,0.18896
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,Black,2010-14,94061.00000,70004.00000,0.74424,22008.00000,0.23398
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,Hispanic,2000,44741.00000,15446.00000,0.34523,2092.00000,0.04676
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,Hispanic,2005-09,69607.00000,27262.00000,0.39166,4976.00000,0.07149
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,Hispanic,2010-14,113464.00000,68372.00000,0.60259,10496.00000,0.09251
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,Non-Hispanic White,2000,135735.00000,19059.00000,0.14041,1357.00000,0.01000
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,Non-Hispanic White,2005-09,174228.00000,39993.00000,0.22954,3189.00000,0.01830
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,Non-Hispanic White,2010-14,213391.00000,79314.00000,0.37168,6384.00000,0.02992
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,All,2000,163619.00000,26279.00000,0.16061,0.00000,0.00000
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,All,2005-09,223274.00000,57609.00000,0.25802,6928.00000,0.03103
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,All,2010-14,311831.00000,140326.00000,0.45001,14862.00000,0.04766
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,Black,2000,20500.00000,7945.00000,0.38756,0.00000,0.00000
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,Black,2005-09,29734.00000,13210.00000,0.44427,2745.00000,0.09232
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,Black,2010-14,40807.00000,25115.00000,0.61546,4442.00000,0.10885
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,Hispanic,2000,29712.00000,7130.00000,0.23997,0.00000,0.00000
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,Hispanic,2005-09,49442.00000,16156.00000,0.32677,3195.00000,0.06462
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,Hispanic,2010-14,86169.00000,49060.00000,0.56935,6180.00000,0.07172
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,Non-Hispanic White,2000,106435.00000,10336.00000,0.09711,0.00000,0.00000
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,Non-Hispanic White,2005-09,135949.00000,26564.00000,0.19540,928.00000,0.00683
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,Non-Hispanic White,2010-14,172957.00000,63282.00000,0.36588,4056.00000,0.02345
45780,"Toledo, OH",City,All,2000,54697.00000,35049.00000,0.64078,6377.00000,0.11659
45780,"Toledo, OH",City,All,2005-09,67985.00000,50346.00000,0.74055,21119.00000,0.31064
45780,"Toledo, OH",City,All,2010-14,75370.00000,61668.00000,0.81820,33080.00000,0.43890
45780,"Toledo, OH",City,Black,2000,23761.00000,19526.00000,0.82177,4642.00000,0.19536
45780,"Toledo, OH",City,Black,2005-09,27890.00000,24129.00000,0.86515,12632.00000,0.45292
45780,"Toledo, OH",City,Black,2010-14,30470.00000,27184.00000,0.89216,17627.00000,0.57850
45780,"Toledo, OH",City,Hispanic,2000,4344.00000,3146.00000,0.72422,548.00000,0.12615
45780,"Toledo, OH",City,Hispanic,2005-09,5799.00000,4741.00000,0.81755,2243.00000,0.38679
45780,"Toledo, OH",City,Hispanic,2010-14,7064.00000,6445.00000,0.91237,3755.00000,0.53157
45780,"Toledo, OH",City,Non-Hispanic White,2000,23893.00000,11017.00000,0.46110,1139.00000,0.04767
45780,"Toledo, OH",City,Non-Hispanic White,2005-09,31883.00000,19751.00000,0.61948,5758.00000,0.18060
45780,"Toledo, OH",City,Non-Hispanic White,2010-14,32398.00000,23649.00000,0.72995,9585.00000,0.29585
45780,"Toledo, OH",Metro,All,2000,74847.00000,40124.00000,0.53608,7967.00000,0.10644
45780,"Toledo, OH",Metro,All,2005-09,94677.00000,54470.00000,0.57532,23061.00000,0.24358
45780,"Toledo, OH",Metro,All,2010-14,113094.00000,73129.00000,0.64662,39486.00000,0.34914
45780,"Toledo, OH",Metro,Black,2000,24760.00000,19790.00000,0.79927,4672.00000,0.18869
45780,"Toledo, OH",Metro,Black,2005-09,29040.00000,24281.00000,0.83612,12697.00000,0.43722
45780,"Toledo, OH",Metro,Black,2010-14,33236.00000,28665.00000,0.86247,18147.00000,0.54600
45780,"Toledo, OH",Metro,Hispanic,2000,5646.00000,3319.00000,0.58785,576.00000,0.10202
45780,"Toledo, OH",Metro,Hispanic,2005-09,7949.00000,4967.00000,0.62486,2266.00000,0.28507
45780,"Toledo, OH",Metro,Hispanic,2010-14,10462.00000,7188.00000,0.68706,4072.00000,0.38922
45780,"Toledo, OH",Metro,Non-Hispanic White,2000,40894.00000,15513.00000,0.37935,2649.00000,0.06478
45780,"Toledo, OH",Metro,Non-Hispanic White,2005-09,54201.00000,23437.00000,0.43241,7579.00000,0.13983
45780,"Toledo, OH",Metro,Non-Hispanic White,2010-14,61988.00000,32258.00000,0.52039,14900.00000,0.24037
45780,"Toledo, OH",Suburb,All,2000,20150.00000,5075.00000,0.25186,1590.00000,0.07891
45780,"Toledo, OH",Suburb,All,2005-09,26692.00000,4124.00000,0.15450,1942.00000,0.07276
45780,"Toledo, OH",Suburb,All,2010-14,37724.00000,11461.00000,0.30381,6406.00000,0.16981
45780,"Toledo, OH",Suburb,Black,2000,999.00000,264.00000,0.26426,30.00000,0.03003
45780,"Toledo, OH",Suburb,Black,2005-09,1150.00000,152.00000,0.13217,65.00000,0.05652
45780,"Toledo, OH",Suburb,Black,2010-14,2766.00000,1481.00000,0.53543,520.00000,0.18800
45780,"Toledo, OH",Suburb,Hispanic,2000,1302.00000,173.00000,0.13287,28.00000,0.02151
45780,"Toledo, OH",Suburb,Hispanic,2005-09,2150.00000,226.00000,0.10512,23.00000,0.01070
45780,"Toledo, OH",Suburb,Hispanic,2010-14,3398.00000,743.00000,0.21866,317.00000,0.09329
45780,"Toledo, OH",Suburb,Non-Hispanic White,2000,17001.00000,4496.00000,0.26446,1510.00000,0.08882
45780,"Toledo, OH",Suburb,Non-Hispanic White,2005-09,22318.00000,3686.00000,0.16516,1821.00000,0.08159
45780,"Toledo, OH",Suburb,Non-Hispanic White,2010-14,29590.00000,8609.00000,0.29094,5315.00000,0.17962
46060,"Tucson, AZ",City,All,2000,83620.00000,55985.00000,0.66952,917.00000,0.01097
46060,"Tucson, AZ",City,All,2005-09,102418.00000,75359.00000,0.73580,15697.00000,0.15326
46060,"Tucson, AZ",City,All,2010-14,122933.00000,100625.00000,0.81854,32712.00000,0.26610
46060,"Tucson, AZ",City,Black,2000,3863.00000,2648.00000,0.68548,48.00000,0.01243
46060,"Tucson, AZ",City,Black,2005-09,5587.00000,3678.00000,0.65831,582.00000,0.10417
46060,"Tucson, AZ",City,Black,2010-14,6779.00000,5579.00000,0.82298,1345.00000,0.19841
46060,"Tucson, AZ",City,Hispanic,2000,43051.00000,33522.00000,0.77866,446.00000,0.01036
46060,"Tucson, AZ",City,Hispanic,2005-09,53595.00000,44324.00000,0.82702,9256.00000,0.17270
46060,"Tucson, AZ",City,Hispanic,2010-14,67219.00000,59163.00000,0.88015,19583.00000,0.29133
46060,"Tucson, AZ",City,Non-Hispanic White,2000,30973.00000,16459.00000,0.53140,393.00000,0.01269
46060,"Tucson, AZ",City,Non-Hispanic White,2005-09,35024.00000,20829.00000,0.59471,3831.00000,0.10938
46060,"Tucson, AZ",City,Non-Hispanic White,2010-14,39853.00000,28195.00000,0.70747,8369.00000,0.21000
46060,"Tucson, AZ",Metro,All,2000,117712.00000,70080.00000,0.59535,8747.00000,0.07431
46060,"Tucson, AZ",Metro,All,2005-09,151383.00000,95899.00000,0.63349,21829.00000,0.14420
46060,"Tucson, AZ",Metro,All,2010-14,180450.00000,125569.00000,0.69587,45020.00000,0.24949
46060,"Tucson, AZ",Metro,Black,2000,4329.00000,2790.00000,0.64449,85.00000,0.01964
46060,"Tucson, AZ",Metro,Black,2005-09,6896.00000,3930.00000,0.56990,664.00000,0.09629
46060,"Tucson, AZ",Metro,Black,2010-14,8029.00000,6037.00000,0.75190,1550.00000,0.19305
46060,"Tucson, AZ",Metro,Hispanic,2000,55479.00000,39868.00000,0.71861,3202.00000,0.05772
46060,"Tucson, AZ",Metro,Hispanic,2005-09,73719.00000,55767.00000,0.75648,11425.00000,0.15498
46060,"Tucson, AZ",Metro,Hispanic,2010-14,90094.00000,72011.00000,0.79929,26114.00000,0.28985
46060,"Tucson, AZ",Metro,Non-Hispanic White,2000,45548.00000,18597.00000,0.40829,620.00000,0.01361
46060,"Tucson, AZ",Metro,Non-Hispanic White,2005-09,56244.00000,25005.00000,0.44458,4597.00000,0.08173
46060,"Tucson, AZ",Metro,Non-Hispanic White,2010-14,64300.00000,33094.00000,0.51468,8820.00000,0.13717
46060,"Tucson, AZ",Suburb,All,2000,34092.00000,14095.00000,0.41344,7830.00000,0.22967
46060,"Tucson, AZ",Suburb,All,2005-09,48965.00000,20540.00000,0.41948,6132.00000,0.12523
46060,"Tucson, AZ",Suburb,All,2010-14,57517.00000,24944.00000,0.43368,12308.00000,0.21399
46060,"Tucson, AZ",Suburb,Black,2000,466.00000,142.00000,0.30472,37.00000,0.07940
46060,"Tucson, AZ",Suburb,Black,2005-09,1309.00000,252.00000,0.19251,82.00000,0.06264
46060,"Tucson, AZ",Suburb,Black,2010-14,1250.00000,458.00000,0.36640,205.00000,0.16400
46060,"Tucson, AZ",Suburb,Hispanic,2000,12428.00000,6346.00000,0.51062,2756.00000,0.22176
46060,"Tucson, AZ",Suburb,Hispanic,2005-09,20124.00000,11443.00000,0.56862,2169.00000,0.10778
46060,"Tucson, AZ",Suburb,Hispanic,2010-14,22875.00000,12848.00000,0.56166,6531.00000,0.28551
46060,"Tucson, AZ",Suburb,Non-Hispanic White,2000,14575.00000,2138.00000,0.14669,227.00000,0.01557
46060,"Tucson, AZ",Suburb,Non-Hispanic White,2005-09,21220.00000,4176.00000,0.19680,766.00000,0.03610
46060,"Tucson, AZ",Suburb,Non-Hispanic White,2010-14,24447.00000,4899.00000,0.20039,451.00000,0.01845
46140,"Tulsa, OK",City,All,2000,51987.00000,24918.00000,0.47931,5964.00000,0.11472
46140,"Tulsa, OK",City,All,2005-09,69057.00000,45013.00000,0.65182,10111.00000,0.14642
46140,"Tulsa, OK",City,All,2010-14,75177.00000,55165.00000,0.73380,9408.00000,0.12514
46140,"Tulsa, OK",City,Black,2000,16569.00000,12037.00000,0.72648,3644.00000,0.21993
46140,"Tulsa, OK",City,Black,2005-09,18441.00000,15011.00000,0.81400,4055.00000,0.21989
46140,"Tulsa, OK",City,Black,2010-14,19970.00000,17341.00000,0.86835,4014.00000,0.20100
46140,"Tulsa, OK",City,Hispanic,2000,6623.00000,2619.00000,0.39544,346.00000,0.05224
46140,"Tulsa, OK",City,Hispanic,2005-09,12715.00000,9094.00000,0.71522,1853.00000,0.14573
46140,"Tulsa, OK",City,Hispanic,2010-14,16238.00000,13108.00000,0.80724,1587.00000,0.09773
46140,"Tulsa, OK",City,Non-Hispanic White,2000,21977.00000,7235.00000,0.32921,1441.00000,0.06557
46140,"Tulsa, OK",City,Non-Hispanic White,2005-09,28119.00000,14847.00000,0.52801,2791.00000,0.09926
46140,"Tulsa, OK",City,Non-Hispanic White,2010-14,27535.00000,16460.00000,0.59778,2474.00000,0.08985
46140,"Tulsa, OK",Metro,All,2000,98183.00000,32628.00000,0.33232,5964.00000,0.06074
46140,"Tulsa, OK",Metro,All,2005-09,125172.00000,63463.00000,0.50701,10586.00000,0.08457
46140,"Tulsa, OK",Metro,All,2010-14,138761.00000,73200.00000,0.52753,9408.00000,0.06780
46140,"Tulsa, OK",Metro,Black,2000,20508.00000,13897.00000,0.67764,3644.00000,0.17769
46140,"Tulsa, OK",Metro,Black,2005-09,22153.00000,17136.00000,0.77353,4164.00000,0.18797
46140,"Tulsa, OK",Metro,Black,2010-14,24144.00000,19383.00000,0.80281,4014.00000,0.16625
46140,"Tulsa, OK",Metro,Hispanic,2000,8328.00000,2925.00000,0.35122,346.00000,0.04155
46140,"Tulsa, OK",Metro,Hispanic,2005-09,16698.00000,10227.00000,0.61247,1853.00000,0.11097
46140,"Tulsa, OK",Metro,Hispanic,2010-14,20628.00000,14015.00000,0.67942,1587.00000,0.07693
46140,"Tulsa, OK",Metro,Non-Hispanic White,2000,52555.00000,11156.00000,0.21227,1441.00000,0.02742
46140,"Tulsa, OK",Metro,Non-Hispanic White,2005-09,64872.00000,25691.00000,0.39603,3135.00000,0.04833
46140,"Tulsa, OK",Metro,Non-Hispanic White,2010-14,66810.00000,26477.00000,0.39630,2474.00000,0.03703
46140,"Tulsa, OK",Suburb,All,2000,46196.00000,7710.00000,0.16690,0.00000,0.00000
46140,"Tulsa, OK",Suburb,All,2005-09,56115.00000,18450.00000,0.32879,475.00000,0.00846
46140,"Tulsa, OK",Suburb,All,2010-14,63584.00000,18035.00000,0.28364,0.00000,0.00000
46140,"Tulsa, OK",Suburb,Black,2000,3939.00000,1860.00000,0.47220,0.00000,0.00000
46140,"Tulsa, OK",Suburb,Black,2005-09,3712.00000,2125.00000,0.57247,109.00000,0.02936
46140,"Tulsa, OK",Suburb,Black,2010-14,4174.00000,2042.00000,0.48922,0.00000,0.00000
46140,"Tulsa, OK",Suburb,Hispanic,2000,1705.00000,306.00000,0.17947,0.00000,0.00000
46140,"Tulsa, OK",Suburb,Hispanic,2005-09,3983.00000,1133.00000,0.28446,0.00000,0.00000
46140,"Tulsa, OK",Suburb,Hispanic,2010-14,4390.00000,907.00000,0.20661,0.00000,0.00000
46140,"Tulsa, OK",Suburb,Non-Hispanic White,2000,30578.00000,3921.00000,0.12823,0.00000,0.00000
46140,"Tulsa, OK",Suburb,Non-Hispanic White,2005-09,36753.00000,10844.00000,0.29505,344.00000,0.00936
46140,"Tulsa, OK",Suburb,Non-Hispanic White,2010-14,39275.00000,10017.00000,0.25505,0.00000,0.00000
46520,"Urban Honolulu, HI",City,All,2000,38354.00000,14595.00000,0.38053,3162.00000,0.08244
46520,"Urban Honolulu, HI",City,All,2005-09,36537.00000,9972.00000,0.27293,3864.00000,0.10576
46520,"Urban Honolulu, HI",City,All,2010-14,38885.00000,12907.00000,0.33193,3161.00000,0.08129
46520,"Urban Honolulu, HI",City,Black,2000,412.00000,135.00000,0.32767,32.00000,0.07767
46520,"Urban Honolulu, HI",City,Black,2005-09,452.00000,58.00000,0.12832,46.00000,0.10177
