cbsa,metro,geotype,group,_20plus_share_00to0509,_20plus_share_00to0509_sig,_20plus_share_0509to1014,_20plus_share_0509to1014_sig,_20plus_share_00to1014,_20plus_share_00to1014_sig,_40plus_share_00to0509,_40plus_share_00to0509_sig,_40plus_share_0509to1014,_40plus_share_0509to1014_sig,_40plus_share_00to1014,_40plus_share_00to1014_sig
44700,"Stockton-Lodi, CA",Suburb,Non-Hispanic White,-0.12424,Decrease,0.19556,Increase,0.07132,Increase,-0.00390,#DIV/0!,0.01742,Increase,0.01351,Increase
45060,"Syracuse, NY",City,All,0.01394,No Change,0.02826,No Change,0.04220,No Change,0.14891,Increase,0.18857,Increase,0.33748,Increase
45060,"Syracuse, NY",City,Black,-0.01317,No Change,-0.03109,No Change,-0.04426,No Change,0.04701,No Change,0.15686,Increase,0.20387,Increase
45060,"Syracuse, NY",City,Hispanic,-0.01851,No Change,0.05026,No Change,0.03175,No Change,-0.08730,No Change,0.29366,Increase,0.20636,Increase
45060,"Syracuse, NY",City,Non-Hispanic White,0.03287,No Change,0.04587,No Change,0.07874,No Change,0.23222,Increase,0.19104,Increase,0.42326,Increase
45060,"Syracuse, NY",Metro,All,0.02142,No Change,0.05768,Increase,0.07910,Increase,0.08268,Increase,0.09997,Increase,0.18265,Increase
45060,"Syracuse, NY",Metro,Black,0.01241,No Change,-0.06574,No Change,-0.05333,No Change,0.05858,No Change,0.11400,Increase,0.17259,Increase
45060,"Syracuse, NY",Metro,Hispanic,-0.07007,No Change,0.05418,No Change,-0.01589,No Change,-0.09097,No Change,0.20059,No Change,0.10962,No Change
45060,"Syracuse, NY",Metro,Non-Hispanic White,0.02018,No Change,0.05829,Increase,0.07846,Increase,0.07799,Increase,0.05557,Increase,0.13355,Increase
45060,"Syracuse, NY",Suburb,All,0.03287,Increase,0.08341,Increase,0.11628,Increase,0.02935,Increase,0.02661,Increase,0.05596,Increase
45060,"Syracuse, NY",Suburb,Black,0.12596,No Change,-0.00311,No Change,0.12284,Increase,0.09312,No Change,-0.07938,No Change,0.01373,No Change
45060,"Syracuse, NY",Suburb,Hispanic,-0.05126,No Change,0.26852,No Change,0.21726,Increase,0.03828,No Change,0.11565,No Change,0.15393,Increase
45060,"Syracuse, NY",Suburb,Non-Hispanic White,0.03202,Increase,0.08089,Increase,0.11290,Increase,0.02839,Increase,0.02492,Increase,0.05331,Increase
45300,"Tampa-St. Petersburg-Clearwater, FL",City,All,-0.00935,No Change,0.07470,Increase,0.06535,Increase,-0.01676,No Change,0.04880,Increase,0.03204,Increase
45300,"Tampa-St. Petersburg-Clearwater, FL",City,Black,-0.04942,No Change,0.04510,No Change,-0.00432,No Change,-0.01363,No Change,0.07501,Increase,0.06138,Increase
45300,"Tampa-St. Petersburg-Clearwater, FL",City,Hispanic,-0.00257,No Change,0.15677,Increase,0.15420,Increase,-0.05088,Decrease,0.06980,Increase,0.01893,No Change
45300,"Tampa-St. Petersburg-Clearwater, FL",City,Non-Hispanic White,0.05311,No Change,0.04568,No Change,0.09878,Increase,0.01275,No Change,-0.00149,No Change,0.01126,Increase
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,All,0.05534,Increase,0.14764,Increase,0.20298,Increase,0.01274,Increase,0.02208,Increase,0.03483,Increase
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,Black,-0.02672,No Change,0.08974,Increase,0.06302,Increase,0.01745,No Change,0.04502,Increase,0.06246,Increase
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,Hispanic,0.04642,Increase,0.21093,Increase,0.25736,Increase,0.02473,Increase,0.02102,Increase,0.04575,Increase
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,Non-Hispanic White,0.08913,Increase,0.14214,Increase,0.23127,Increase,0.00831,No Change,0.01161,No Change,0.01992,Increase
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,All,0.09741,Increase,0.19199,Increase,0.28940,Increase,0.03103,Increase,0.01663,Increase,0.04766,Increase
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,Black,0.05671,No Change,0.17119,Increase,0.22790,Increase,0.09232,Increase,0.01654,No Change,0.10885,Increase
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,Hispanic,0.08680,Increase,0.24258,Increase,0.32938,Increase,0.06462,Increase,0.00710,No Change,0.07172,Increase
45300,"Tampa-St. Petersburg-Clearwater, FL",Suburb,Non-Hispanic White,0.09829,Increase,0.17049,Increase,0.26877,Increase,0.00683,Increase,0.01662,Increase,0.02345,Increase
45780,"Toledo, OH",City,All,0.09976,Increase,0.07766,Increase,0.17742,Increase,0.19405,Increase,0.12826,Increase,0.32231,Increase
45780,"Toledo, OH",City,Black,0.04338,No Change,0.02701,No Change,0.07039,No Change,0.25756,Increase,0.12558,Increase,0.38314,Increase
45780,"Toledo, OH",City,Hispanic,0.09334,No Change,0.09482,No Change,0.18816,Increase,0.26064,Increase,0.14478,No Change,0.40542,Increase
45780,"Toledo, OH",City,Non-Hispanic White,0.15839,Increase,0.11047,Increase,0.26886,Increase,0.13293,Increase,0.11525,Increase,0.24818,Increase
45780,"Toledo, OH",Metro,All,0.03924,Increase,0.07130,Increase,0.11054,Increase,0.13713,Increase,0.10557,Increase,0.24270,Increase
45780,"Toledo, OH",Metro,Black,0.03685,No Change,0.02635,No Change,0.06320,No Change,0.24853,Increase,0.10878,Increase,0.35731,Increase
45780,"Toledo, OH",Metro,Hispanic,0.03701,No Change,0.06220,No Change,0.09921,No Change,0.18305,Increase,0.10415,No Change,0.28720,Increase
45780,"Toledo, OH",Metro,Non-Hispanic White,0.05306,Increase,0.08798,Increase,0.14104,Increase,0.07505,Increase,0.10054,Increase,0.17559,Increase
45780,"Toledo, OH",Suburb,All,-0.09736,Decrease,0.14931,Increase,0.05195,Increase,-0.00615,No Change,0.09706,Increase,0.09090,Increase
45780,"Toledo, OH",Suburb,Black,-0.13209,No Change,0.40326,Increase,0.27117,Increase,0.02649,No Change,0.13148,Increase,0.15797,Increase
45780,"Toledo, OH",Suburb,Hispanic,-0.02776,No Change,0.11354,No Change,0.08579,No Change,-0.01081,No Change,0.08259,Increase,0.07178,Increase
45780,"Toledo, OH",Suburb,Non-Hispanic White,-0.09930,Decrease,0.12578,Increase,0.02649,No Change,-0.00722,No Change,0.09803,Increase,0.09080,Increase
46060,"Tucson, AZ",City,All,0.06628,Increase,0.08274,Increase,0.14902,Increase,0.14230,Increase,0.11283,Increase,0.25513,Increase
46060,"Tucson, AZ",City,Black,-0.02716,No Change,0.16467,No Change,0.13751,No Change,0.09174,Increase,0.09424,Increase,0.18598,Increase
46060,"Tucson, AZ",City,Hispanic,0.04836,No Change,0.05314,No Change,0.10150,Increase,0.16234,Increase,0.11863,Increase,0.28097,Increase
46060,"Tucson, AZ",City,Non-Hispanic White,0.06331,Increase,0.11277,Increase,0.17608,Increase,0.09669,Increase,0.10061,Increase,0.19731,Increase
46060,"Tucson, AZ",Metro,All,0.03813,Increase,0.06238,Increase,0.10051,Increase,0.06989,Increase,0.10529,Increase,0.17518,Increase
46060,"Tucson, AZ",Metro,Black,-0.07460,No Change,0.18200,No Change,0.10741,No Change,0.07665,Increase,0.09676,Increase,0.17342,Increase
46060,"Tucson, AZ",Metro,Hispanic,0.03787,No Change,0.04281,No Change,0.08067,Increase,0.09726,Increase,0.13487,Increase,0.23214,Increase
46060,"Tucson, AZ",Metro,Non-Hispanic White,0.03629,No Change,0.07010,Increase,0.10639,Increase,0.06812,Increase,0.05544,Increase,0.12356,Increase
46060,"Tucson, AZ",Suburb,All,0.00604,No Change,0.01420,No Change,0.02024,No Change,-0.10444,Decrease,0.08876,Increase,-0.01568,No Change
46060,"Tucson, AZ",Suburb,Black,-0.11221,No Change,0.17389,No Change,0.06168,No Change,-0.01676,No Change,0.10136,No Change,0.08460,No Change
46060,"Tucson, AZ",Suburb,Hispanic,0.05800,No Change,-0.00696,No Change,0.05104,No Change,-0.11398,Decrease,0.17773,Increase,0.06375,Increase
46060,"Tucson, AZ",Suburb,Non-Hispanic White,0.05011,No Change,0.00360,No Change,0.05370,Increase,0.02052,No Change,-0.01765,No Change,0.00287,No Change
46140,"Tulsa, OK",City,All,0.17251,Increase,0.08198,Increase,0.25449,Increase,0.03169,Increase,-0.02127,No Change,0.01042,Increase
46140,"Tulsa, OK",City,Black,0.08752,No Change,0.05435,No Change,0.14188,Increase,-0.00004,No Change,-0.01889,No Change,-0.01893,No Change
46140,"Tulsa, OK",City,Hispanic,0.31978,Increase,0.09202,No Change,0.41180,Increase,0.09349,Increase,-0.04800,No Change,0.04549,Increase
46140,"Tulsa, OK",City,Non-Hispanic White,0.19880,Increase,0.06978,No Change,0.26858,Increase,0.03369,Increase,-0.00941,No Change,0.02428,Increase
46140,"Tulsa, OK",Metro,All,0.17469,Increase,0.02052,No Change,0.19521,Increase,0.02383,Increase,-0.01677,Decrease,0.00706,Increase
46140,"Tulsa, OK",Metro,Black,0.09589,No Change,0.02928,No Change,0.12517,Increase,0.01028,No Change,-0.02171,No Change,-0.01143,No Change
46140,"Tulsa, OK",Metro,Hispanic,0.26124,Increase,0.06695,No Change,0.32819,Increase,0.06942,Increase,-0.03404,No Change,0.03539,Increase
46140,"Tulsa, OK",Metro,Non-Hispanic White,0.18375,Increase,0.00028,No Change,0.18403,Increase,0.02091,Increase,-0.01130,No Change,0.00961,Increase
46140,"Tulsa, OK",Suburb,All,0.16189,Increase,-0.04515,Decrease,0.11674,Increase,0.00846,Increase,-0.00846,Decrease,0.00000,#DIV/0!
46140,"Tulsa, OK",Suburb,Black,0.10027,No Change,-0.08325,No Change,0.01702,No Change,0.02936,No Change,-0.02936,No Change,0.00000,#DIV/0!
46140,"Tulsa, OK",Suburb,Hispanic,0.10499,No Change,-0.07785,No Change,0.02713,No Change,0.00000,No Change,0.00000,No Change,0.00000,#DIV/0!
46140,"Tulsa, OK",Suburb,Non-Hispanic White,0.16682,Increase,-0.04000,No Change,0.12682,Increase,0.00936,Increase,-0.00936,Decrease,0.00000,#DIV/0!
46520,"Urban Honolulu, HI",City,All,-0.10761,Decrease,0.05900,Increase,-0.04861,Decrease,0.02331,Increase,-0.02446,No Change,-0.00115,No Change
46520,"Urban Honolulu, HI",City,Black,-0.19935,No Change,0.18886,No Change,-0.01049,No Change,0.02410,No Change,-0.09296,No Change,-0.06886,Decrease
46520,"Urban Honolulu, HI",City,Hispanic,0.02361,No Change,-0.18240,No Change,-0.15879,Decrease,0.08075,No Change,-0.05477,No Change,0.02598,No Change
46520,"Urban Honolulu, HI",City,Non-Hispanic White,-0.23751,Decrease,0.07628,Increase,-0.16123,Decrease,0.03122,Increase,-0.03410,Decrease,-0.00288,No Change
46520,"Urban Honolulu, HI",Metro,All,-0.09099,Decrease,0.05068,Increase,-0.04031,Decrease,0.00307,No Change,0.01215,No Change,0.01522,Increase
46520,"Urban Honolulu, HI",Metro,Black,-0.21229,No Change,0.21437,No Change,0.00208,No Change,-0.02231,No Change,-0.00203,No Change,-0.02434,No Change
46520,"Urban Honolulu, HI",Metro,Hispanic,-0.01928,No Change,0.00469,No Change,-0.01459,No Change,0.00819,No Change,0.04540,Increase,0.05359,Increase
46520,"Urban Honolulu, HI",Metro,Non-Hispanic White,-0.12742,Decrease,0.02180,No Change,-0.10562,Decrease,0.00886,No Change,-0.00780,No Change,0.00106,No Change
46520,"Urban Honolulu, HI",Suburb,All,-0.06078,Decrease,0.05064,Increase,-0.01015,No Change,-0.00523,#DIV/0!,0.04779,Increase,0.04256,Increase
46520,"Urban Honolulu, HI",Suburb,Black,-0.19823,No Change,0.22588,No Change,0.02766,No Change,-0.03108,#DIV/0!,0.03320,No Change,0.00212,No Change
46520,"Urban Honolulu, HI",Suburb,Hispanic,-0.01385,No Change,0.06115,No Change,0.04729,No Change,-0.00206,#DIV/0!,0.07059,Increase,0.06852,Increase
46520,"Urban Honolulu, HI",Suburb,Non-Hispanic White,-0.00698,No Change,-0.01493,No Change,-0.02192,No Change,-0.00886,#DIV/0!,0.01106,Increase,0.00219,No Change
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",City,All,-0.02835,No Change,0.06362,Increase,0.03527,Increase,-0.07060,Decrease,-0.02071,Decrease,-0.09131,Decrease
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",City,Black,-0.03051,No Change,0.05361,No Change,0.02310,No Change,-0.10682,Decrease,-0.02040,No Change,-0.12723,Decrease
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",City,Hispanic,0.11433,No Change,0.12391,No Change,0.23824,Increase,-0.01402,No Change,0.01666,No Change,0.00264,No Change
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",City,Non-Hispanic White,0.02125,No Change,0.09108,Increase,0.11232,Increase,0.00819,No Change,-0.00622,No Change,0.00198,No Change
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,All,-0.02188,No Change,0.04543,Increase,0.02355,Increase,-0.05944,Decrease,0.01360,Increase,-0.04584,Decrease
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,Black,-0.02617,No Change,0.05946,Increase,0.03329,No Change,-0.09343,Decrease,0.03498,Increase,-0.05845,Decrease
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,Hispanic,0.07565,No Change,0.05212,No Change,0.12777,Increase,-0.03008,Decrease,0.01669,No Change,-0.01339,No Change
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,Non-Hispanic White,0.01507,No Change,0.03905,Increase,0.05411,Increase,0.00376,No Change,-0.00266,No Change,0.00109,No Change
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Suburb,All,-0.01259,No Change,0.02573,No Change,0.01313,No Change,-0.04151,#DIV/0!,0.05717,Increase,0.01567,Increase
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Suburb,Black,-0.01603,No Change,0.06928,No Change,0.05324,Increase,-0.06626,#DIV/0!,0.10187,Increase,0.03561,Increase
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Suburb,Hispanic,-0.06996,No Change,-0.07665,No Change,-0.14661,Decrease,-0.06595,#DIV/0!,0.01434,No Change,-0.05161,Decrease
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Suburb,Non-Hispanic White,0.00810,No Change,-0.01729,No Change,-0.00919,No Change,-0.00146,#DIV/0!,0.00179,Increase,0.00033,No Change
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",City,All,-0.00261,No Change,-0.00601,No Change,-0.00862,No Change,0.00276,No Change,-0.01882,No Change,-0.01606,Decrease
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",City,Black,-0.01249,No Change,0.01939,No Change,0.00690,No Change,-0.01331,No Change,0.00381,No Change,-0.00951,No Change
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",City,Hispanic,0.08938,No Change,0.04748,No Change,0.13686,Increase,0.02256,No Change,-0.01254,No Change,0.01001,Increase
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",City,Non-Hispanic White,-0.03201,No Change,-0.01273,No Change,-0.04474,Decrease,0.03381,Increase,-0.03069,Decrease,0.00313,No Change
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,All,-0.01399,Decrease,0.02390,Increase,0.00991,No Change,-0.00732,Decrease,-0.01368,Decrease,-0.02100,Decrease
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,Black,-0.04697,Decrease,-0.00086,No Change,-0.04783,Decrease,-0.01884,Decrease,-0.01200,No Change,-0.03084,Decrease
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,Hispanic,0.05504,Increase,0.09700,Increase,0.15205,Increase,0.00426,No Change,-0.00301,No Change,0.00126,No Change
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,Non-Hispanic White,0.00309,No Change,0.03610,Increase,0.03918,Increase,0.00680,Increase,-0.00615,Decrease,0.00065,No Change
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Suburb,All,0.01603,Increase,0.06773,Increase,0.08376,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Suburb,Black,-0.02171,Decrease,0.04889,Increase,0.02718,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Suburb,Hispanic,0.06981,Increase,0.11508,Increase,0.18490,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Suburb,Non-Hispanic White,0.00956,Increase,0.04862,Increase,0.05818,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
48620,"Wichita, KS",City,All,0.14134,Increase,0.17069,Increase,0.31203,Increase,0.05453,Increase,0.06712,Increase,0.12164,Increase
48620,"Wichita, KS",City,Black,0.02366,No Change,0.17302,No Change,0.19668,Increase,0.10472,Increase,0.15760,Increase,0.26232,Increase
48620,"Wichita, KS",City,Hispanic,0.11022,No Change,0.17087,No Change,0.28110,Increase,0.06849,Increase,0.16721,Increase,0.23570,Increase
48620,"Wichita, KS",City,Non-Hispanic White,0.23660,Increase,0.16630,Increase,0.40291,Increase,0.03229,Increase,0.00821,No Change,0.04051,Increase
48620,"Wichita, KS",Metro,All,0.11723,Increase,0.14658,Increase,0.26381,Increase,0.03893,Increase,0.05136,Increase,0.09029,Increase
48620,"Wichita, KS",Metro,Black,0.02296,No Change,0.17637,No Change,0.19932,Increase,0.10078,Increase,0.14961,Increase,0.25039,Increase
48620,"Wichita, KS",Metro,Hispanic,0.08486,No Change,0.15787,No Change,0.24274,Increase,0.05799,Increase,0.14656,Increase,0.20455,Increase
48620,"Wichita, KS",Metro,Non-Hispanic White,0.17241,Increase,0.12931,Increase,0.30172,Increase,0.01978,Increase,0.00565,No Change,0.02543,Increase
48620,"Wichita, KS",Suburb,All,0.07551,Increase,0.05367,Increase,0.12918,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
48620,"Wichita, KS",Suburb,Black,0.08642,No Change,0.36312,No Change,0.44954,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
48620,"Wichita, KS",Suburb,Hispanic,0.08882,Increase,0.03618,No Change,0.12500,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
48620,"Wichita, KS",Suburb,Non-Hispanic White,0.07037,Increase,0.05917,Increase,0.12954,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
49180,"Winston-Salem, NC",City,All,0.12278,Increase,0.14965,Increase,0.27243,Increase,0.13096,Increase,0.18217,Increase,0.31313,Increase
49180,"Winston-Salem, NC",City,Black,0.04604,No Change,0.15250,Increase,0.19853,Increase,0.22232,Increase,0.15526,Increase,0.37758,Increase
49180,"Winston-Salem, NC",City,Hispanic,0.21902,Increase,0.12805,No Change,0.34707,Increase,0.13442,Increase,0.27483,Increase,0.40925,Increase
49180,"Winston-Salem, NC",City,Non-Hispanic White,0.19134,Increase,0.16328,Increase,0.35462,Increase,0.01735,No Change,0.14259,Increase,0.15994,Increase
49180,"Winston-Salem, NC",Metro,All,0.16885,Increase,0.14314,Increase,0.31199,Increase,0.08657,Increase,0.04371,Increase,0.13028,Increase
49180,"Winston-Salem, NC",Metro,Black,0.11911,Increase,0.13512,Increase,0.25423,Increase,0.19373,Increase,0.05216,No Change,0.24589,Increase
49180,"Winston-Salem, NC",Metro,Hispanic,0.29942,Increase,0.09401,No Change,0.39343,Increase,0.11277,Increase,0.13369,Increase,0.24647,Increase
49180,"Winston-Salem, NC",Metro,Non-Hispanic White,0.12930,Increase,0.17831,Increase,0.30761,Increase,0.01922,Increase,0.01026,No Change,0.02948,Increase
49180,"Winston-Salem, NC",Suburb,All,0.18671,Increase,0.15247,Increase,0.33918,Increase,0.04384,Increase,-0.06236,Decrease,-0.01852,Decrease
49180,"Winston-Salem, NC",Suburb,Black,0.32254,Increase,0.10226,No Change,0.42480,Increase,0.12588,Increase,-0.18258,Decrease,-0.05670,Decrease
49180,"Winston-Salem, NC",Suburb,Hispanic,0.39445,Increase,0.04397,No Change,0.43841,Increase,0.07437,Increase,-0.11068,Decrease,-0.03631,Decrease
49180,"Winston-Salem, NC",Suburb,Non-Hispanic White,0.10706,Increase,0.19049,Increase,0.29755,Increase,0.01921,Increase,-0.02384,Decrease,-0.00463,No Change
49340,"Worcester, MA-CT",City,All,0.05858,No Change,0.03145,No Change,0.09003,Increase,0.06712,Increase,0.20502,Increase,0.27213,Increase
49340,"Worcester, MA-CT",City,Black,0.07332,No Change,0.07170,No Change,0.14502,No Change,0.13477,Increase,0.18275,Increase,0.31752,Increase
49340,"Worcester, MA-CT",City,Hispanic,0.07708,No Change,-0.03383,No Change,0.04326,No Change,0.05260,No Change,0.26097,Increase,0.31357,Increase
49340,"Worcester, MA-CT",City,Non-Hispanic White,0.04488,No Change,0.04473,No Change,0.08960,Increase,0.07021,Increase,0.14049,Increase,0.21070,Increase
49340,"Worcester, MA-CT",Metro,All,0.04404,Increase,0.04648,Increase,0.09052,Increase,0.03916,Increase,0.08282,Increase,0.12198,Increase
49340,"Worcester, MA-CT",Metro,Black,0.11738,No Change,0.04757,No Change,0.16495,Increase,0.11460,Increase,0.11703,Increase,0.23163,Increase
49340,"Worcester, MA-CT",Metro,Hispanic,0.06207,No Change,-0.03356,No Change,0.02851,No Change,0.04877,Increase,0.15614,Increase,0.20492,Increase
49340,"Worcester, MA-CT",Metro,Non-Hispanic White,0.04450,Increase,0.04490,Increase,0.08940,Increase,0.03282,Increase,0.03131,Increase,0.06414,Increase
49340,"Worcester, MA-CT",Suburb,All,0.05472,Increase,0.04273,Increase,0.09745,Increase,0.02911,Increase,0.00974,No Change,0.03885,Increase
49340,"Worcester, MA-CT",Suburb,Black,0.25343,No Change,-0.09484,No Change,0.15859,No Change,0.09834,Increase,-0.04875,No Change,0.04959,Increase
49340,"Worcester, MA-CT",Suburb,Hispanic,0.06168,No Change,-0.01948,No Change,0.04220,No Change,0.05478,Increase,0.05294,Increase,0.10772,Increase
49340,"Worcester, MA-CT",Suburb,Non-Hispanic White,0.04597,Increase,0.05103,Increase,0.09700,Increase,0.02033,Increase,-0.00205,No Change,0.01827,Increase
49660,"Youngstown-Warren-Boardman, OH-PA",City,All,0.13227,Increase,-0.01441,No Change,0.11786,Increase,0.38981,Increase,0.22023,Increase,0.61003,Increase
49660,"Youngstown-Warren-Boardman, OH-PA",City,Black,0.03069,No Change,-0.00979,No Change,0.02089,No Change,0.38837,Increase,0.27130,Increase,0.65967,Increase
